Trading Day,Contract,Delivery Period,Delivery Start,Delivery End,Contract Volume,Open Price,High Price,Low Price,Last Price,"Settlement
Price",Exchange Volume MWh,Exchange Traded Contracts,Exchange Number of Trades,TradeReg Volume MWh,TradeReg Traded Contracts,TradeReg Number of Trades,Open Interest MWh (prev. day),Open Interest Contracts (prev. day)
10/2/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,58.37,0,0,0,0,0,0,49442670,66366
10/2/2018,DEBM,2018.11,1/11/2018,30/11/18,720,64.15,64.75,63.4,63.65,64.27,426960,593,113,378000,525,86,35962560,49948
10/2/2018,DEBM,2018.12,1/12/2018,31/12/18,744,56.5,56.5,55.6,55.6,55.89,86304,116,25,100440,135,21,33428664,44931
10/2/2018,DEBM,2019.01,1/1/2019,31/01/19,744,65.6,65.6,65.6,65.6,65.4,18600,25,1,0,0,0,60264,81
10/2/2018,DEBM,2019.02,1/2/2019,28/02/19,672,,,,,65.16,0,0,0,0,0,0,3360,5
10/2/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,53.99,0,0,0,0,0,0,0,0
10/2/2018,DEBM,2019.04,1/4/2019,30/04/19,720,,,,,52.16,0,0,0,0,0,0,0,0
10/2/2018,DEBM,2019.05,1/5/2019,31/05/19,744,,,,,47.27,0,0,0,0,0,0,0,0
10/2/2018,DEBM,2019.06,1/6/2019,30/06/19,720,,,,,50.7,0,0,0,0,0,0,0,0
10/2/2018,DEBM,2019.07,1/7/2019,31/07/19,744,,,,,50.27,0,0,0,0,0,0,0,0
10/1/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,55.96,0,0,0,0,0,0,49453845,66381
10/1/2018,DEBM,2018.11,1/11/2018,30/11/18,720,64,64,62,63.6,62.88,256320,356,67,280800,390,57,35509680,49319
10/1/2018,DEBM,2018.12,1/12/2018,31/12/18,744,54.95,55.3,54.8,55.3,55.16,88536,119,26,23064,31,7,33381048,44867
10/1/2018,DEBM,2019.01,1/1/2019,31/01/19,744,64.75,64.75,64.75,64.75,64.64,744,1,1,0,0,0,59520,80
10/1/2018,DEBM,2019.02,1/2/2019,28/02/19,672,,,,,63.61,0,0,0,0,0,0,3360,5
10/1/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,53.63,0,0,0,0,0,0,0,0
10/1/2018,DEBM,2019.04,1/4/2019,30/04/19,720,,,,,51.22,0,0,0,0,0,0,0,0
10/1/2018,DEBM,2019.05,1/5/2019,31/05/19,744,,,,,46.47,0,0,0,0,0,0,0,0
10/1/2018,DEBM,2019.06,1/6/2019,30/06/19,720,,,,,49.83,0,0,0,0,0,0,0,0
10/1/2018,DEBM,2019.07,1/7/2019,31/07/19,744,,,,,49.33,0,0,0,0,0,0,0,0
9/28/2018,DEBM,2018.09,1/9/2018,30/09/18,720,,,,,54.83,0,0,0,0,0,0,39756960,55218
9/28/2018,DEBM,2018.1,1/10/2018,31/10/18,745,56.25,56.25,55.3,55.65,55.61,166880,224,47,174330,234,23,49158825,65985
9/28/2018,DEBM,2018.11,1/11/2018,30/11/18,720,63,63.45,62.4,63.25,63.28,116640,162,29,195840,272,48,35293680,49019
9/28/2018,DEBM,2018.12,1/12/2018,31/12/18,744,54.51,55.25,54,55.1,55.19,62496,84,18,127224,171,14,33254568,44697
9/28/2018,DEBM,2019.01,1/1/2019,31/01/19,744,,,,,65.18,0,0,0,0,0,0,59520,80
9/28/2018,DEBM,2019.02,1/2/2019,28/02/19,672,,,,,63.51,0,0,0,0,0,0,3360,5
9/28/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,54.06,0,0,0,0,0,0,0,0
9/28/2018,DEBM,2019.04,1/4/2019,30/04/19,720,,,,,50.43,0,0,0,0,0,0,0,0
9/28/2018,DEBM,2019.05,1/5/2019,31/05/19,744,,,,,45.94,0,0,0,0,0,0,0,0
9/28/2018,DEBM,2019.06,1/6/2019,30/06/19,720,,,,,49.25,0,0,0,0,0,0,0,0
9/27/2018,DEBM,2018.09,1/9/2018,30/09/18,720,,,,,55.29,0,0,0,0,0,0,39756960,55218
9/27/2018,DEBM,2018.1,1/10/2018,31/10/18,745,57.8,57.8,56.55,57.2,57.29,73010,98,24,388890,522,74,49107420,65916
9/27/2018,DEBM,2018.11,1/11/2018,30/11/18,720,63.5,64.7,62.75,63.5,63.89,326880,454,101,195120,271,31,34948080,48539
9/27/2018,DEBM,2018.12,1/12/2018,31/12/18,744,53.25,55.5,52.95,55.4,55.29,94488,127,30,107880,145,22,33109488,44502
9/27/2018,DEBM,2019.01,1/1/2019,31/01/19,744,,,,,65.4,0,0,0,0,0,0,59520,80
9/27/2018,DEBM,2019.02,1/2/2019,28/02/19,672,,,,,63.72,0,0,0,0,0,0,3360,5
9/27/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,54.28,0,0,0,0,0,0,0,0
9/27/2018,DEBM,2019.04,1/4/2019,30/04/19,720,,,,,50.01,0,0,0,0,0,0,0,0
9/27/2018,DEBM,2019.05,1/5/2019,31/05/19,744,,,,,45.53,0,0,0,0,0,0,0,0
9/27/2018,DEBM,2019.06,1/6/2019,30/06/19,720,,,,,48.84,0,0,0,0,0,0,0,0
9/26/2018,DEBM,2018.09,1/9/2018,30/09/18,720,,,,,55.4,0,0,0,0,0,0,39756960,55218
9/26/2018,DEBM,2018.1,1/10/2018,31/10/18,745,61.3,61.45,58.75,58.8,59.28,219030,294,67,698810,938,121,16728975,22455
9/26/2018,DEBM,2018.11,1/11/2018,30/11/18,720,69,69,65.1,65.1,65.72,257040,357,110,187920,261,37,3960000,5500
9/26/2018,DEBM,2018.12,1/12/2018,31/12/18,744,58.4,58.6,54.8,54.8,55.58,55800,75,15,58032,78,16,1319112,1773
9/26/2018,DEBM,2019.01,1/1/2019,31/01/19,744,,,,,65.11,0,0,0,0,0,0,59520,80
9/26/2018,DEBM,2019.02,1/2/2019,28/02/19,672,,,,,63.49,0,0,0,0,0,0,3360,5
9/26/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,53.93,0,0,0,0,0,0,0,0
9/26/2018,DEBM,2019.04,1/4/2019,30/04/19,720,,,,,50.23,0,0,0,0,0,0,0,0
9/26/2018,DEBM,2019.05,1/5/2019,31/05/19,744,,,,,45.76,0,0,0,0,0,0,0,0
9/26/2018,DEBM,2019.06,1/6/2019,30/06/19,720,,,,,49.06,0,0,0,0,0,0,0,0
9/25/2018,DEBM,2018.09,1/9/2018,30/09/18,720,,,,,55.76,0,0,0,0,0,0,39756960,55218
9/25/2018,DEBM,2018.1,1/10/2018,31/10/18,745,63.4,63.65,61.55,61.55,61.76,280120,376,87,719670,966,123,15756750,21150
9/25/2018,DEBM,2018.11,1/11/2018,30/11/18,720,70.5,70.7,68.75,68.75,69.16,296640,412,69,274320,381,51,3467520,4816
9/25/2018,DEBM,2018.12,1/12/2018,31/12/18,744,60.3,60.3,58.9,59.2,59.08,29016,39,9,7440,10,2,1286376,1729
9/25/2018,DEBM,2019.01,1/1/2019,31/01/19,744,,,,,66.72,0,0,0,0,0,0,59520,80
9/25/2018,DEBM,2019.02,1/2/2019,28/02/19,672,67,67,67,67,66.97,3360,5,1,0,0,0,0,0
9/25/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,55.11,0,0,0,0,0,0,0,0
9/25/2018,DEBM,2019.04,1/4/2019,30/04/19,720,,,,,51.25,0,0,0,0,0,0,0,0
9/25/2018,DEBM,2019.05,1/5/2019,31/05/19,744,,,,,46.69,0,0,0,0,0,0,0,0
9/25/2018,DEBM,2019.06,1/6/2019,30/06/19,720,,,,,50.05,0,0,0,0,0,0,0,0
9/24/2018,DEBM,2018.09,1/9/2018,30/09/18,720,,,,,56.25,0,0,0,0,0,0,39756960,55218
9/24/2018,DEBM,2018.1,1/10/2018,31/10/18,745,63.25,63.8,62.65,62.79,62.95,203385,273,71,569925,765,102,15059430,20214
9/24/2018,DEBM,2018.11,1/11/2018,30/11/18,720,71,71,69.81,69.81,70.11,290160,403,76,262080,364,39,3014640,4187
9/24/2018,DEBM,2018.12,1/12/2018,31/12/18,744,60.75,60.75,60,60.2,60.29,100440,135,29,85560,115,14,1114512,1498
9/24/2018,DEBM,2019.01,1/1/2019,31/01/19,744,,,,,68.64,0,0,0,0,0,0,59520,80
9/24/2018,DEBM,2019.02,1/2/2019,28/02/19,672,,,,,67,0,0,0,0,0,0,0,0
9/24/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,56.88,0,0,0,0,0,0,0,0
9/24/2018,DEBM,2019.04,1/4/2019,30/04/19,720,,,,,52.12,0,0,0,0,0,0,0,0
9/24/2018,DEBM,2019.05,1/5/2019,31/05/19,744,,,,,47.48,0,0,0,0,0,0,0,0
9/24/2018,DEBM,2019.06,1/6/2019,30/06/19,720,,,,,50.91,0,0,0,0,0,0,0,0
9/21/2018,DEBM,2018.09,1/9/2018,30/09/18,720,,,,,55.77,0,0,0,0,0,0,39756960,55218
9/21/2018,DEBM,2018.1,1/10/2018,31/10/18,745,62.6,63.05,61.15,61.15,61.24,367285,493,117,344190,462,91,14485035,19443
9/21/2018,DEBM,2018.11,1/11/2018,30/11/18,720,67.85,68,66.75,68,67.76,102960,143,18,145440,202,20,2808720,3901
9/21/2018,DEBM,2018.12,1/12/2018,31/12/18,744,59.1,59.1,58.25,58.7,58.52,43896,59,11,18600,25,5,1063176,1429
9/21/2018,DEBM,2019.01,1/1/2019,31/01/19,744,,,,,66.95,0,0,0,0,0,0,59520,80
9/21/2018,DEBM,2019.02,1/2/2019,28/02/19,672,,,,,65.26,0,0,0,0,0,0,0,0
9/21/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,55.46,0,0,0,0,0,0,0,0
9/21/2018,DEBM,2019.04,1/4/2019,30/04/19,720,,,,,51.84,0,0,0,0,0,0,0,0
9/21/2018,DEBM,2019.05,1/5/2019,31/05/19,744,,,,,47.25,0,0,0,0,0,0,0,0
9/21/2018,DEBM,2019.06,1/6/2019,30/06/19,720,,,,,50.64,0,0,0,0,0,0,0,0
9/20/2018,DEBM,2018.09,1/9/2018,30/09/18,720,,,,,55.96,0,0,0,0,0,0,39756960,55218
9/20/2018,DEBM,2018.1,1/10/2018,31/10/18,745,61.25,63,61.1,61.8,62.55,527460,708,162,454450,610,70,13649145,18321
9/20/2018,DEBM,2018.11,1/11/2018,30/11/18,720,66.5,68,66.5,67.2,67.45,248400,345,84,84240,117,12,2486880,3454
9/20/2018,DEBM,2018.12,1/12/2018,31/12/18,744,58.95,59.05,58.45,58.7,58.4,161448,217,43,42408,57,12,860064,1156
9/20/2018,DEBM,2019.01,1/1/2019,31/01/19,744,,,,,67.22,0,0,0,0,0,0,59520,80
9/20/2018,DEBM,2019.02,1/2/2019,28/02/19,672,,,,,65.55,0,0,0,0,0,0,0,0
9/20/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,55.68,0,0,0,0,0,0,0,0
9/20/2018,DEBM,2019.04,1/4/2019,30/04/19,720,,,,,52.28,0,0,0,0,0,0,0,0
9/20/2018,DEBM,2019.05,1/5/2019,31/05/19,744,,,,,47.62,0,0,0,0,0,0,0,0
9/20/2018,DEBM,2019.06,1/6/2019,30/06/19,720,,,,,51.09,0,0,0,0,0,0,0,0
9/19/2018,DEBM,2018.09,1/9/2018,30/09/18,720,,,,,56.22,0,0,0,0,0,0,39756960,55218
9/19/2018,DEBM,2018.1,1/10/2018,31/10/18,745,59.3,61.25,58.8,61.2,60.41,638465,857,163,692105,929,99,12346885,16573
9/19/2018,DEBM,2018.11,1/11/2018,30/11/18,720,64.2,65.35,63.8,65.25,65.15,140400,195,42,236880,329,29,2153520,2991
9/19/2018,DEBM,2018.12,1/12/2018,31/12/18,744,55.95,57.4,55.95,57.4,56.78,57288,77,21,43896,59,9,758880,1020
9/19/2018,DEBM,2019.01,1/1/2019,31/01/19,744,65.75,65.75,65.75,65.75,64.34,18600,25,1,0,0,0,40920,55
9/19/2018,DEBM,2019.02,1/2/2019,28/02/19,672,,,,,62.73,0,0,0,0,0,0,0,0
9/19/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,53.3,0,0,0,0,0,0,0,0
9/19/2018,DEBM,2019.04,1/4/2019,30/04/19,720,,,,,49.78,0,0,0,0,0,0,0,0
9/19/2018,DEBM,2019.05,1/5/2019,31/05/19,744,,,,,45.33,0,0,0,0,0,0,0,0
9/19/2018,DEBM,2019.06,1/6/2019,30/06/19,720,,,,,48.61,0,0,0,0,0,0,0,0
9/18/2018,DEBM,2018.09,1/9/2018,30/09/18,720,,,,,56.57,0,0,0,0,0,0,39756960,55218
9/18/2018,DEBM,2018.1,1/10/2018,31/10/18,745,59.65,60.7,59.5,59.65,59.87,195935,263,58,579610,778,100,11706930,15714
9/18/2018,DEBM,2018.11,1/11/2018,30/11/18,720,65.7,65.7,64.4,64.45,64.43,31680,44,11,54720,76,16,2134800,2965
9/18/2018,DEBM,2018.12,1/12/2018,31/12/18,744,57.2,57.2,56.4,56.4,56.47,9672,13,4,28272,38,6,720936,969
9/18/2018,DEBM,2019.01,1/1/2019,31/01/19,744,,,,,63.22,0,0,0,0,0,0,40920,55
9/18/2018,DEBM,2019.02,1/2/2019,28/02/19,672,,,,,62.47,0,0,0,0,0,0,0,0
9/18/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,53.17,0,0,0,0,0,0,0,0
9/18/2018,DEBM,2019.04,1/4/2019,30/04/19,720,,,,,49.48,0,0,0,0,0,0,0,0
9/18/2018,DEBM,2019.05,1/5/2019,31/05/19,744,,,,,45.06,0,0,0,0,0,0,0,0
9/18/2018,DEBM,2019.06,1/6/2019,30/06/19,720,,,,,48.32,0,0,0,0,0,0,0,0
9/17/2018,DEBM,2018.09,1/9/2018,30/09/18,720,,,,,57.75,0,0,0,0,0,0,39756960,55218
9/17/2018,DEBM,2018.1,1/10/2018,31/10/18,745,58.1,61,58.1,60.6,60.38,382930,514,133,353130,474,77,11075915,14867
9/17/2018,DEBM,2018.11,1/11/2018,30/11/18,720,63.25,65.75,63.25,65,64.64,204480,284,57,139680,194,30,1820880,2529
9/17/2018,DEBM,2018.12,1/12/2018,31/12/18,744,57.75,57.75,57.5,57.5,56.49,6696,9,3,78120,105,12,636120,855
9/17/2018,DEBM,2019.01,1/1/2019,31/01/19,744,66,66,66,66,63.78,18600,25,1,3720,5,1,18600,25
9/17/2018,DEBM,2019.02,1/2/2019,28/02/19,672,,,,,62.39,0,0,0,0,0,0,0,0
9/17/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,53.06,0,0,0,0,0,0,0,0
9/17/2018,DEBM,2019.04,1/4/2019,30/04/19,720,,,,,49.97,0,0,0,0,0,0,0,0
9/17/2018,DEBM,2019.05,1/5/2019,31/05/19,744,,,,,45.5,0,0,0,0,0,0,0,0
9/17/2018,DEBM,2019.06,1/6/2019,30/06/19,720,,,,,48.8,0,0,0,0,0,0,0,0
9/14/2018,DEBM,2018.09,1/9/2018,30/09/18,720,,,,,58.9,0,0,0,0,0,0,39756960,55218
9/14/2018,DEBM,2018.1,1/10/2018,31/10/18,745,57,59,56,58.7,58.16,615370,826,177,325565,437,52,10541750,14150
9/14/2018,DEBM,2018.11,1/11/2018,30/11/18,720,59.5,62,58.8,62,61.5,129600,180,34,165600,230,33,1565280,2174
9/14/2018,DEBM,2018.12,1/12/2018,31/12/18,744,53.05,55,53.05,54.6,54.75,29760,40,5,3720,5,1,602640,810
9/14/2018,DEBM,2019.01,1/1/2019,31/01/19,744,,,,,59.71,0,0,0,0,0,0,18600,25
9/14/2018,DEBM,2019.02,1/2/2019,28/02/19,672,,,,,59.99,0,0,0,0,0,0,0,0
9/14/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,51.88,0,0,0,0,0,0,0,0
9/14/2018,DEBM,2019.04,1/4/2019,30/04/19,720,,,,,47.41,0,0,0,0,0,0,0,0
9/14/2018,DEBM,2019.05,1/5/2019,31/05/19,744,,,,,43.17,0,0,0,0,0,0,0,0
9/14/2018,DEBM,2019.06,1/6/2019,30/06/19,720,,,,,46.3,0,0,0,0,0,0,0,0
9/13/2018,DEBM,2018.09,1/9/2018,30/09/18,720,,,,,59.04,0,0,0,0,0,0,39756960,55218
9/13/2018,DEBM,2018.1,1/10/2018,31/10/18,745,60.13,60.8,57.5,57.7,58.32,236165,317,76,718180,964,113,9838470,13206
9/13/2018,DEBM,2018.11,1/11/2018,30/11/18,720,63.9,63.9,60.4,60.4,61.5,127440,177,30,476640,662,51,979200,1360
9/13/2018,DEBM,2018.12,1/12/2018,31/12/18,744,58.5,58.55,54.75,54.8,55.63,54312,73,16,3720,5,1,556512,748
9/13/2018,DEBM,2019.01,1/1/2019,31/01/19,744,65,65,65,65,62.32,18600,25,1,0,0,0,18600,25
9/13/2018,DEBM,2019.02,1/2/2019,28/02/19,672,,,,,61.41,0,0,0,0,0,0,0,0
9/13/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,53,0,0,0,0,0,0,0,0
9/13/2018,DEBM,2019.04,1/4/2019,30/04/19,720,,,,,49.41,0,0,0,0,0,0,0,0
9/13/2018,DEBM,2019.05,1/5/2019,31/05/19,744,,,,,45,0,0,0,0,0,0,0,0
9/13/2018,DEBM,2019.06,1/6/2019,30/06/19,720,,,,,48.26,0,0,0,0,0,0,0,0
9/12/2018,DEBM,2018.09,1/9/2018,30/09/18,720,,,,,59.71,0,0,0,0,0,0,39756960,55218
9/12/2018,DEBM,2018.1,1/10/2018,31/10/18,745,62,62,60.66,60.66,61.54,263730,354,75,920820,1236,141,8786530,11794
9/12/2018,DEBM,2018.11,1/11/2018,30/11/18,720,64.85,65,63.85,63.85,64.49,74160,103,20,237600,330,37,667440,927
9/12/2018,DEBM,2018.12,1/12/2018,31/12/18,744,60.2,60.2,59.8,59.85,59.57,49848,67,10,22320,30,6,488064,656
9/12/2018,DEBM,2019.01,1/1/2019,31/01/19,744,,,,,64.96,0,0,0,0,0,0,18600,25
9/12/2018,DEBM,2019.02,1/2/2019,28/02/19,672,,,,,65.27,0,0,0,0,0,0,0,0
9/12/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,56.38,0,0,0,0,0,0,0,0
9/12/2018,DEBM,2019.04,1/4/2019,30/04/19,720,,,,,53.01,0,0,0,0,0,0,0,0
9/12/2018,DEBM,2019.05,1/5/2019,31/05/19,744,,,,,48.3,0,0,0,0,0,0,0,0
9/12/2018,DEBM,2019.06,1/6/2019,30/06/19,720,,,,,51.78,0,0,0,0,0,0,0,0
9/11/2018,DEBM,2018.09,1/9/2018,30/09/18,720,,,,,59.82,0,0,0,0,0,0,39756960,55218
9/11/2018,DEBM,2018.1,1/10/2018,31/10/18,745,61.59,63.54,61.25,62.25,61.95,350895,471,104,312155,419,61,8172650,10970
9/11/2018,DEBM,2018.11,1/11/2018,30/11/18,720,66.5,66.5,65,65.22,65.46,66960,93,14,46800,65,6,572400,795
9/11/2018,DEBM,2018.12,1/12/2018,31/12/18,744,61.38,61.38,60.1,60.2,60.42,54312,73,9,40920,55,9,411432,553
9/11/2018,DEBM,2019.01,1/1/2019,31/01/19,744,,,,,66.17,0,0,0,0,0,0,18600,25
9/11/2018,DEBM,2019.02,1/2/2019,28/02/19,672,,,,,66.36,0,0,0,0,0,0,0,0
9/11/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,57.51,0,0,0,0,0,0,0,0
9/11/2018,DEBM,2019.04,1/4/2019,30/04/19,720,,,,,53.8,0,0,0,0,0,0,0,0
9/11/2018,DEBM,2019.05,1/5/2019,31/05/19,744,,,,,49,0,0,0,0,0,0,0,0
9/11/2018,DEBM,2019.06,1/6/2019,30/06/19,720,,,,,52.54,0,0,0,0,0,0,0,0
9/10/2018,DEBM,2018.09,1/9/2018,30/09/18,720,,,,,59.51,0,0,0,0,0,0,39756960,55218
9/10/2018,DEBM,2018.1,1/10/2018,31/10/18,745,59,61.92,58.9,61.92,61.3,191465,257,55,235420,316,58,7860495,10551
9/10/2018,DEBM,2018.11,1/11/2018,30/11/18,720,64.1,65.45,64.1,65.45,65.19,18000,25,4,3600,5,1,554400,770
9/10/2018,DEBM,2018.12,1/12/2018,31/12/18,744,59.65,60.18,59.65,60.18,60.24,14880,20,3,0,0,0,396552,533
9/10/2018,DEBM,2019.01,1/1/2019,31/01/19,744,,,,,66.38,0,0,0,0,0,0,18600,25
9/10/2018,DEBM,2019.02,1/2/2019,28/02/19,672,,,,,66.95,0,0,0,0,0,0,0,0
9/10/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,57.85,0,0,0,0,0,0,0,0
9/10/2018,DEBM,2019.04,1/4/2019,30/04/19,720,,,,,53.5,0,0,0,0,0,0,0,0
9/10/2018,DEBM,2019.05,1/5/2019,31/05/19,744,,,,,48.72,0,0,0,0,0,0,0,0
9/10/2018,DEBM,2019.06,1/6/2019,30/06/19,720,,,,,52.25,0,0,0,0,0,0,0,0
9/7/2018,DEBM,2018.09,1/9/2018,30/09/18,720,,,,,58.5,0,0,0,0,0,0,39756960,55218
9/7/2018,DEBM,2018.1,1/10/2018,31/10/18,745,59.35,60.5,59.35,59.7,59.87,341210,458,96,294275,395,61,7275670,9766
9/7/2018,DEBM,2018.11,1/11/2018,30/11/18,720,63.84,64,63.84,63.9,63.84,33840,47,9,16560,23,6,504720,701
9/7/2018,DEBM,2018.12,1/12/2018,31/12/18,744,58.35,59.25,58.35,58.75,58.53,26784,36,7,744,1,1,369024,496
9/7/2018,DEBM,2019.01,1/1/2019,31/01/19,744,,,,,63.93,0,0,0,0,0,0,18600,25
9/7/2018,DEBM,2019.02,1/2/2019,28/02/19,672,,,,,65.13,0,0,0,0,0,0,0,0
9/7/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,56.31,0,0,0,0,0,0,0,0
9/7/2018,DEBM,2019.04,1/4/2019,30/04/19,720,,,,,51.31,0,0,0,0,0,0,0,0
9/7/2018,DEBM,2019.05,1/5/2019,31/05/19,744,,,,,46.74,0,0,0,0,0,0,0,0
9/7/2018,DEBM,2019.06,1/6/2019,30/06/19,720,,,,,50.12,0,0,0,0,0,0,0,0
9/6/2018,DEBM,2018.09,1/9/2018,30/09/18,720,,,,,57.6,0,0,0,0,0,0,39756960,55218
9/6/2018,DEBM,2018.1,1/10/2018,31/10/18,745,58.6,59.54,58.5,59.2,58.83,308430,414,67,694340,932,146,6453190,8662
9/6/2018,DEBM,2018.11,1/11/2018,30/11/18,720,62.65,62.75,62.5,62.7,62.71,17280,24,7,36000,50,6,451440,627
9/6/2018,DEBM,2018.12,1/12/2018,31/12/18,744,56.05,57.33,56,56.95,56.75,29760,40,6,0,0,0,350424,471
9/6/2018,DEBM,2019.01,1/1/2019,31/01/19,744,,,,,62.39,0,0,0,0,0,0,18600,25
9/6/2018,DEBM,2019.02,1/2/2019,28/02/19,672,,,,,63.14,0,0,0,0,0,0,0,0
9/6/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,54.47,0,0,0,0,0,0,0,0
9/6/2018,DEBM,2019.04,1/4/2019,30/04/19,720,,,,,49.61,0,0,0,0,0,0,0,0
9/6/2018,DEBM,2019.05,1/5/2019,31/05/19,744,,,,,45.18,0,0,0,0,0,0,0,0
9/6/2018,DEBM,2019.06,1/6/2019,30/06/19,720,,,,,48.45,0,0,0,0,0,0,0,0
9/5/2018,DEBM,2018.09,1/9/2018,30/09/18,720,,,,,56.29,0,0,0,0,0,0,39756960,55218
9/5/2018,DEBM,2018.1,1/10/2018,31/10/18,745,58.35,58.4,57.7,58.1,58.15,276395,371,78,432845,581,94,5916790,7942
9/5/2018,DEBM,2018.11,1/11/2018,30/11/18,720,61.75,61.75,61.65,61.75,61.99,12240,17,5,10800,15,2,428400,595
9/5/2018,DEBM,2018.12,1/12/2018,31/12/18,744,53.43,54.6,53.43,54.6,54.6,48360,65,9,0,0,0,309504,416
9/5/2018,DEBM,2019.01,1/1/2019,31/01/19,744,,,,,60.9,0,0,0,0,0,0,18600,25
9/5/2018,DEBM,2019.02,1/2/2019,28/02/19,672,,,,,61.31,0,0,0,0,0,0,0,0
9/5/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,52.98,0,0,0,0,0,0,0,0
9/5/2018,DEBM,2019.04,1/4/2019,30/04/19,720,,,,,48.49,0,0,0,0,0,0,0,0
9/5/2018,DEBM,2019.05,1/5/2019,31/05/19,744,,,,,44.18,0,0,0,0,0,0,0,0
9/5/2018,DEBM,2019.06,1/6/2019,30/06/19,720,,,,,47.36,0,0,0,0,0,0,0,0
9/4/2018,DEBM,2018.09,1/9/2018,30/09/18,720,,,,,57.53,0,0,0,0,0,0,39756960,55218
9/4/2018,DEBM,2018.1,1/10/2018,31/10/18,745,57.2,58.55,57.1,58.25,58.5,245850,330,59,830675,1115,201,4955740,6652
9/4/2018,DEBM,2018.11,1/11/2018,30/11/18,720,61.55,62.15,61.45,62,62.08,50400,70,12,32400,45,6,345600,480
9/4/2018,DEBM,2018.12,1/12/2018,31/12/18,744,53.45,54,53.45,54,54.09,29016,39,7,7440,10,2,291648,392
9/4/2018,DEBM,2019.01,1/1/2019,31/01/19,744,59,59,59,59,60.33,18600,25,1,0,0,0,0,0
9/4/2018,DEBM,2019.02,1/2/2019,28/02/19,672,,,,,60.72,0,0,0,0,0,0,0,0
9/4/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,52.47,0,0,0,0,0,0,0,0
9/4/2018,DEBM,2019.04,1/4/2019,30/04/19,720,,,,,47.88,0,0,0,0,0,0,0,0
9/4/2018,DEBM,2019.05,1/5/2019,31/05/19,744,,,,,43.59,0,0,0,0,0,0,0,0
9/4/2018,DEBM,2019.06,1/6/2019,30/06/19,720,,,,,46.76,0,0,0,0,0,0,0,0
9/3/2018,DEBM,2018.09,1/9/2018,30/09/18,720,,,,,57.76,0,0,0,0,0,0,40312080,55989
9/3/2018,DEBM,2018.1,1/10/2018,31/10/18,745,58.45,58.55,57.35,57.5,57.73,432845,581,123,437315,587,74,4473725,6005
9/3/2018,DEBM,2018.11,1/11/2018,30/11/18,720,61.75,61.75,61.1,61.1,61.16,48240,67,12,23760,33,6,288000,400
9/3/2018,DEBM,2018.12,1/12/2018,31/12/18,744,53,53.06,52.5,52.5,52.34,19344,26,6,20088,27,7,252216,339
9/3/2018,DEBM,2019.01,1/1/2019,31/01/19,744,,,,,59.22,0,0,0,0,0,0,0,0
9/3/2018,DEBM,2019.02,1/2/2019,28/02/19,672,,,,,59.5,0,0,0,0,0,0,0,0
9/3/2018,DEBM,2019.03,1/3/2019,31/03/19,743,,,,,51.39,0,0,0,0,0,0,0,0
9/3/2018,DEBM,2019.04,1/4/2019,30/04/19,720,,,,,46.87,0,0,0,0,0,0,0,0
9/3/2018,DEBM,2019.05,1/5/2019,31/05/19,744,,,,,42.68,0,0,0,0,0,0,0,0
9/3/2018,DEBM,2019.06,1/6/2019,30/06/19,720,,,,,45.77,0,0,0,0,0,0,0,0
8/31/2018,DEBM,2018.09,1/9/2018,30/09/18,720,59.5,60.25,59.2,59.2,59.33,113040,157,24,256320,356,49,39957120,55496
8/31/2018,DEBM,2018.1,1/10/2018,31/10/18,745,61.65,62,59.8,59.8,60.26,97595,131,42,153470,206,29,4318020,5796
8/31/2018,DEBM,2018.11,1/11/2018,30/11/18,720,63,63,62.62,62.62,62.73,11520,16,3,3600,5,1,272880,379
8/31/2018,DEBM,2018.12,1/12/2018,31/12/18,744,,,,,54.43,0,0,0,0,0,0,252216,339
8/31/2018,DEBM,2019.01,1/1/2019,31/01/19,744,,,,,59.78,0,0,0,0,0,0,0,0
8/31/2018,DEBM,2019.02,1/2/2019,28/02/19,672,,,,,61.42,0,0,0,0,0,0,0,0
