Trading Day,Contract,Delivery Period,Delivery Start,Delivery End,Contract Volume,Open Price,High Price,Low Price,Last Price,"Settlement
Price",Exchange Volume MWh,Exchange Traded Contracts,Exchange Number of Trades,TradeReg Volume MWh,TradeReg Traded Contracts,TradeReg Number of Trades,Open Interest MWh (prev. day),Open Interest Contracts (prev. day)
3/23/2018,DEBM,2018.11,1/11/2018,30/11/18,720,,,,,42.28,0,0,0,0,0,0,0,0
3/23/2018,DEBM,2018.12,1/12/2018,31/12/18,744,,,,,38.98,0,0,0,0,0,0,0,0
3/22/2018,DEBM,2018.03,1/3/2018,31/03/18,743,,,,,37.2,0,0,0,0,0,0,22317491,30037
3/22/2018,DEBM,2018.04,1/4/2018,30/04/18,720,35,35.45,34.75,35.35,35.35,268560,373,70,63360,88,16,8603280,11949
3/22/2018,DEBM,2018.05,1/5/2018,31/05/18,744,30.7,31.1,30.5,31.05,31.1,61008,82,15,78864,106,11,1796760,2415
3/22/2018,DEBM,2018.06,1/6/2018,30/06/18,720,33.15,33.5,33.15,33.5,33.5,29520,41,6,32400,45,3,839520,1166
3/22/2018,DEBM,2018.07,1/7/2018,31/07/18,744,,,,,34.07,0,0,0,0,0,0,23064,31
3/22/2018,DEBM,2018.08,1/8/2018,31/08/18,744,,,,,33.98,0,0,0,0,0,0,0,0
3/22/2018,DEBM,2018.09,1/9/2018,30/09/18,720,,,,,37.9,0,0,0,0,0,0,3600,5
3/22/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,39.36,0,0,0,11175,15,2,22350,30
3/22/2018,DEBM,2018.11,1/11/2018,30/11/18,720,,,,,42.2,0,0,0,0,0,0,0,0
3/22/2018,DEBM,2018.12,1/12/2018,31/12/18,744,,,,,38.9,0,0,0,0,0,0,0,0
3/21/2018,DEBM,2018.03,1/3/2018,31/03/18,743,,,,,36.74,0,0,0,0,0,0,22317491,30037
3/21/2018,DEBM,2018.04,1/4/2018,30/04/18,720,34.5,35.35,34.25,35.15,35.17,308160,428,71,126720,176,30,8255520,11466
3/21/2018,DEBM,2018.05,1/5/2018,31/05/18,744,30.15,30.8,30.15,30.7,30.84,111600,150,18,66960,90,13,1655400,2225
3/21/2018,DEBM,2018.06,1/6/2018,30/06/18,720,33.5,33.5,33.4,33.4,33.6,10800,15,3,28800,40,4,828720,1151
3/21/2018,DEBM,2018.07,1/7/2018,31/07/18,744,33.75,33.75,33.75,33.75,33.92,3720,5,1,0,0,0,19344,26
3/21/2018,DEBM,2018.08,1/8/2018,31/08/18,744,,,,,33.81,0,0,0,0,0,0,0,0
3/21/2018,DEBM,2018.09,1/9/2018,30/09/18,720,,,,,37.43,0,0,0,0,0,0,3600,5
3/21/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,39.12,0,0,0,0,0,0,22350,30
3/21/2018,DEBM,2018.11,1/11/2018,30/11/18,720,,,,,42.05,0,0,0,0,0,0,0,0
3/21/2018,DEBM,2018.12,1/12/2018,31/12/18,744,,,,,38.77,0,0,0,0,0,0,0,0
3/20/2018,DEBM,2018.03,1/3/2018,31/03/18,743,,,,,35.74,0,0,0,0,0,0,22317491,30037
3/20/2018,DEBM,2018.04,1/4/2018,30/04/18,720,33.15,34.1,33.1,34.1,34.03,150480,209,34,136800,190,30,8018640,11137
3/20/2018,DEBM,2018.05,1/5/2018,31/05/18,744,29.2,29.7,29.2,29.7,29.83,85560,115,21,136896,184,12,1485024,1996
3/20/2018,DEBM,2018.06,1/6/2018,30/06/18,720,31.8,32.5,31.8,32.5,32.3,33840,47,11,61920,86,11,740160,1028
3/20/2018,DEBM,2018.07,1/7/2018,31/07/18,744,,,,,33.06,0,0,0,0,0,0,19344,26
3/20/2018,DEBM,2018.08,1/8/2018,31/08/18,744,,,,,32.81,0,0,0,0,0,0,0,0
3/20/2018,DEBM,2018.09,1/9/2018,30/09/18,720,,,,,36.32,0,0,0,0,0,0,3600,5
3/20/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,38.4,0,0,0,0,0,0,22350,30
3/20/2018,DEBM,2018.11,1/11/2018,30/11/18,720,,,,,40.95,0,0,0,0,0,0,0,0
3/20/2018,DEBM,2018.12,1/12/2018,31/12/18,744,,,,,37.68,0,0,0,0,0,0,0,0
3/19/2018,DEBM,2018.03,1/3/2018,31/03/18,743,,,,,35.41,0,0,0,0,0,0,22317491,30037
3/19/2018,DEBM,2018.04,1/4/2018,30/04/18,720,33.85,34.15,33.2,33.5,33.35,368640,512,73,95040,132,10,7606080,10564
3/19/2018,DEBM,2018.05,1/5/2018,31/05/18,744,29.9,29.9,29.5,29.6,29.56,87048,117,21,7440,10,2,1435176,1929
3/19/2018,DEBM,2018.06,1/6/2018,30/06/18,720,32.35,32.45,32.1,32.1,32.11,25920,36,6,33120,46,6,696240,967
3/19/2018,DEBM,2018.07,1/7/2018,31/07/18,744,,,,,32.72,0,0,0,0,0,0,19344,26
3/19/2018,DEBM,2018.08,1/8/2018,31/08/18,744,,,,,32.28,0,0,0,0,0,0,0,0
3/19/2018,DEBM,2018.09,1/9/2018,30/09/18,720,,,,,35.71,0,0,0,0,0,0,3600,5
3/19/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,37.9,0,0,0,0,0,0,22350,30
3/19/2018,DEBM,2018.11,1/11/2018,30/11/18,720,,,,,40.17,0,0,0,0,0,0,0,0
3/19/2018,DEBM,2018.12,1/12/2018,31/12/18,744,,,,,36.99,0,0,0,0,0,0,0,0
3/16/2018,DEBM,2018.03,1/3/2018,31/03/18,743,,,,,34.79,0,0,0,0,0,0,22317491,30037
3/16/2018,DEBM,2018.04,1/4/2018,30/04/18,720,33.65,33.7,33.55,33.6,33.8,37440,52,11,187200,260,18,7415280,10299
3/16/2018,DEBM,2018.05,1/5/2018,31/05/18,744,30,30,29.9,29.9,30.02,16368,22,6,14880,20,2,1415832,1903
3/16/2018,DEBM,2018.06,1/6/2018,30/06/18,720,32.45,32.55,32.45,32.45,32.49,8640,12,3,18000,25,4,681840,947
3/16/2018,DEBM,2018.07,1/7/2018,31/07/18,744,,,,,33.15,0,0,0,0,0,0,19344,26
3/16/2018,DEBM,2018.08,1/8/2018,31/08/18,744,,,,,32.73,0,0,0,0,0,0,0,0
3/16/2018,DEBM,2018.09,1/9/2018,30/09/18,720,36.1,36.1,36.1,36.1,36.34,3600,5,1,0,0,0,0,0
3/16/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,38.13,0,0,0,0,0,0,22350,30
3/16/2018,DEBM,2018.11,1/11/2018,30/11/18,720,,,,,40.67,0,0,0,0,0,0,0,0
3/16/2018,DEBM,2018.12,1/12/2018,31/12/18,744,,,,,37.49,0,0,0,0,0,0,0,0
3/15/2018,DEBM,2018.03,1/3/2018,31/03/18,743,,,,,34.14,0,0,0,0,0,0,22317491,30037
3/15/2018,DEBM,2018.04,1/4/2018,30/04/18,720,33.45,33.9,33.25,33.75,33.73,243360,338,64,181440,252,41,7092720,9851
3/15/2018,DEBM,2018.05,1/5/2018,31/05/18,744,29.75,30.15,29.75,30.05,30.27,67704,91,14,38688,52,10,1333248,1792
3/15/2018,DEBM,2018.06,1/6/2018,30/06/18,720,32.45,32.65,32.45,32.6,32.6,27360,38,8,108000,150,28,571680,794
3/15/2018,DEBM,2018.07,1/7/2018,31/07/18,744,,,,,33.17,0,0,0,0,0,0,19344,26
3/15/2018,DEBM,2018.08,1/8/2018,31/08/18,744,,,,,32.83,0,0,0,0,0,0,0,0
3/15/2018,DEBM,2018.09,1/9/2018,30/09/18,720,,,,,36.38,0,0,0,0,0,0,0,0
3/15/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,38.13,0,0,0,0,0,0,22350,30
3/15/2018,DEBM,2018.11,1/11/2018,30/11/18,720,,,,,40.88,0,0,0,0,0,0,0,0
3/15/2018,DEBM,2018.12,1/12/2018,31/12/18,744,,,,,37.69,0,0,0,0,0,0,0,0
3/14/2018,DEBM,2018.03,1/3/2018,31/03/18,743,,,,,33.73,0,0,0,0,0,0,22317491,30037
3/14/2018,DEBM,2018.04,1/4/2018,30/04/18,720,33.7,33.75,33.3,33.5,33.39,299520,416,83,133200,185,31,6829920,9486
3/14/2018,DEBM,2018.05,1/5/2018,31/05/18,744,30.1,30.25,29.85,29.85,29.97,24552,33,7,52824,71,10,1304232,1753
3/14/2018,DEBM,2018.06,1/6/2018,30/06/18,720,32.8,32.8,32.45,32.45,32.53,13680,19,3,46800,65,13,522000,725
3/14/2018,DEBM,2018.07,1/7/2018,31/07/18,744,,,,,32.85,0,0,0,0,0,0,19344,26
3/14/2018,DEBM,2018.08,1/8/2018,31/08/18,744,,,,,32.61,0,0,0,0,0,0,0,0
3/14/2018,DEBM,2018.09,1/9/2018,30/09/18,720,,,,,36.13,0,0,0,0,0,0,0,0
3/14/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,37.83,0,0,0,0,0,0,22350,30
3/14/2018,DEBM,2018.11,1/11/2018,30/11/18,720,,,,,40.64,0,0,0,0,0,0,0,0
3/14/2018,DEBM,2018.12,1/12/2018,31/12/18,744,,,,,37.43,0,0,0,0,0,0,0,0
3/13/2018,DEBM,2018.03,1/3/2018,31/03/18,743,,,,,35.6,0,0,0,0,0,0,22317491,30037
3/13/2018,DEBM,2018.04,1/4/2018,30/04/18,720,35.2,35.2,34.2,34.35,34.48,239760,333,71,290160,403,61,6564960,9118
3/13/2018,DEBM,2018.05,1/5/2018,31/05/18,744,30.5,30.6,30.3,30.55,30.55,52824,71,15,33480,45,9,1266288,1702
3/13/2018,DEBM,2018.06,1/6/2018,30/06/18,720,33.1,33.1,32.95,32.95,33.15,17280,24,7,36000,50,4,490320,681
3/13/2018,DEBM,2018.07,1/7/2018,31/07/18,744,,,,,33.69,0,0,0,0,0,0,19344,26
3/13/2018,DEBM,2018.08,1/8/2018,31/08/18,744,,,,,32.84,0,0,0,0,0,0,0,0
3/13/2018,DEBM,2018.09,1/9/2018,30/09/18,720,,,,,36.31,0,0,0,0,0,0,0,0
3/13/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,38.22,0,0,0,3725,5,1,18625,25
3/13/2018,DEBM,2018.11,1/11/2018,30/11/18,720,,,,,41.03,0,0,0,0,0,0,0,0
3/13/2018,DEBM,2018.12,1/12/2018,31/12/18,744,,,,,37.81,0,0,0,0,0,0,0,0
3/12/2018,DEBM,2018.03,1/3/2018,31/03/18,743,,,,,35.85,0,0,0,0,0,0,22317491,30037
3/12/2018,DEBM,2018.04,1/4/2018,30/04/18,720,35.95,36.15,34.9,35.05,35.08,603360,838,135,296640,412,58,5898240,8192
3/12/2018,DEBM,2018.05,1/5/2018,31/05/18,744,31,31,30.7,30.7,30.85,80352,108,20,37200,50,4,1171056,1574
3/12/2018,DEBM,2018.06,1/6/2018,30/06/18,720,33.25,33.35,33.15,33.35,33.32,30960,43,9,36000,50,2,437760,608
3/12/2018,DEBM,2018.07,1/7/2018,31/07/18,744,,,,,33.82,0,0,0,0,0,0,19344,26
3/12/2018,DEBM,2018.08,1/8/2018,31/08/18,744,,,,,32.9,0,0,0,0,0,0,0,0
3/12/2018,DEBM,2018.09,1/9/2018,30/09/18,720,,,,,36.55,0,0,0,0,0,0,0,0
3/12/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,38.58,0,0,0,0,0,0,18625,25
3/12/2018,DEBM,2018.11,1/11/2018,30/11/18,720,,,,,41.16,0,0,0,0,0,0,0,0
3/12/2018,DEBM,2018.12,1/12/2018,31/12/18,744,,,,,37.93,0,0,0,0,0,0,0,0
3/9/2018,DEBM,2018.03,1/3/2018,31/03/18,743,,,,,35.43,0,0,0,0,0,0,22317491,30037
3/9/2018,DEBM,2018.04,1/4/2018,30/04/18,720,33.8,34.5,33.8,34.5,34.4,382320,531,120,375840,522,64,5215680,7244
3/9/2018,DEBM,2018.05,1/5/2018,31/05/18,744,30.35,30.75,30.15,30.75,30.76,69936,94,17,40920,55,8,1080288,1452
3/9/2018,DEBM,2018.06,1/6/2018,30/06/18,720,32.7,33,32.7,32.9,33,21600,30,5,3600,5,1,419760,583
3/9/2018,DEBM,2018.07,1/7/2018,31/07/18,744,,,,,33.77,0,0,0,0,0,0,19344,26
3/9/2018,DEBM,2018.08,1/8/2018,31/08/18,744,,,,,32.51,0,0,0,0,0,0,0,0
3/9/2018,DEBM,2018.09,1/9/2018,30/09/18,720,,,,,36.02,0,0,0,0,0,0,0,0
3/9/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,38.27,0,0,0,14900,20,4,3725,5
3/9/2018,DEBM,2018.11,1/11/2018,30/11/18,720,,,,,41.06,0,0,0,0,0,0,0,0
3/9/2018,DEBM,2018.12,1/12/2018,31/12/18,744,,,,,37.86,0,0,0,0,0,0,0,0
3/8/2018,DEBM,2018.03,1/3/2018,31/03/18,743,,,,,34.87,0,0,0,0,0,0,22317491,30037
3/8/2018,DEBM,2018.04,1/4/2018,30/04/18,720,32.65,33.35,32.6,33.35,33.2,278640,387,47,407520,566,58,4572720,6351
3/8/2018,DEBM,2018.05,1/5/2018,31/05/18,744,29.85,30,29.8,29.9,30.19,35712,48,7,23064,31,5,1046064,1406
3/8/2018,DEBM,2018.06,1/6/2018,30/06/18,720,32.37,32.45,32.37,32.45,32.45,5760,8,2,0,0,0,414000,575
3/8/2018,DEBM,2018.07,1/7/2018,31/07/18,744,,,,,33.38,0,0,0,0,0,0,19344,26
3/8/2018,DEBM,2018.08,1/8/2018,31/08/18,744,,,,,32.09,0,0,0,0,0,0,0,0
3/8/2018,DEBM,2018.09,1/9/2018,30/09/18,720,,,,,35.42,0,0,0,0,0,0,0,0
3/8/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,37.95,0,0,0,0,0,0,3725,5
3/8/2018,DEBM,2018.11,1/11/2018,30/11/18,720,,,,,40.48,0,0,0,0,0,0,0,0
3/8/2018,DEBM,2018.12,1/12/2018,31/12/18,744,,,,,37.31,0,0,0,0,0,0,0,0
3/7/2018,DEBM,2018.03,1/3/2018,31/03/18,743,,,,,34.32,0,0,0,0,0,0,22469063,30241
3/7/2018,DEBM,2018.04,1/4/2018,30/04/18,720,32,32.5,32,32.5,32.38,211680,294,49,61920,86,14,4374720,6076
3/7/2018,DEBM,2018.05,1/5/2018,31/05/18,744,29.3,29.6,29.25,29.6,29.6,30504,41,6,7440,10,2,1020024,1371
3/7/2018,DEBM,2018.06,1/6/2018,30/06/18,720,31.9,31.9,31.9,31.9,32,3600,5,1,9360,13,3,404640,562
3/7/2018,DEBM,2018.07,1/7/2018,31/07/18,744,,,,,32.82,0,0,0,0,0,0,19344,26
3/7/2018,DEBM,2018.08,1/8/2018,31/08/18,744,,,,,31.65,0,0,0,0,0,0,0,0
3/7/2018,DEBM,2018.09,1/9/2018,30/09/18,720,,,,,35.01,0,0,0,0,0,0,0,0
3/7/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,37.7,0,0,0,0,0,0,3725,5
3/7/2018,DEBM,2018.11,1/11/2018,30/11/18,720,,,,,40.2,0,0,0,0,0,0,0,0
3/7/2018,DEBM,2018.12,1/12/2018,31/12/18,744,,,,,37.06,0,0,0,0,0,0,0,0
3/6/2018,DEBM,2018.03,1/3/2018,31/03/18,743,,,,,34.45,0,0,0,0,0,0,22469063,30241
3/6/2018,DEBM,2018.04,1/4/2018,30/04/18,720,32,32.55,32,32.45,32.5,183600,255,41,299520,416,52,3983040,5532
3/6/2018,DEBM,2018.05,1/5/2018,31/05/18,744,29.4,29.65,29.4,29.5,29.69,52824,71,13,34968,47,8,953808,1282
3/6/2018,DEBM,2018.06,1/6/2018,30/06/18,720,31.9,32.05,31.9,32.05,32.16,7200,10,2,25200,35,3,372240,517
3/6/2018,DEBM,2018.07,1/7/2018,31/07/18,744,,,,,32.92,0,0,0,0,0,0,19344,26
3/6/2018,DEBM,2018.08,1/8/2018,31/08/18,744,,,,,31.66,0,0,0,0,0,0,0,0
3/6/2018,DEBM,2018.09,1/9/2018,30/09/18,720,,,,,35.13,0,0,0,0,0,0,0,0
3/6/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,37.61,0,0,0,3725,5,1,0,0
3/6/2018,DEBM,2018.11,1/11/2018,30/11/18,720,,,,,40.11,0,0,0,0,0,0,0,0
3/6/2018,DEBM,2018.12,1/12/2018,31/12/18,744,,,,,36.97,0,0,0,0,0,0,0,0
3/5/2018,DEBM,2018.03,1/3/2018,31/03/18,743,,,,,34.31,0,0,0,0,0,0,22469063,30241
3/5/2018,DEBM,2018.04,1/4/2018,30/04/18,720,31.5,32.4,31.45,32.4,32.15,173520,241,38,200160,278,37,3677760,5108
3/5/2018,DEBM,2018.05,1/5/2018,31/05/18,744,29.05,29.3,28.9,29.3,29.31,78864,106,20,29760,40,7,857088,1152
3/5/2018,DEBM,2018.06,1/6/2018,30/06/18,720,31.35,31.9,31.35,31.9,31.44,32400,45,5,54000,75,15,285840,397
3/5/2018,DEBM,2018.07,1/7/2018,31/07/18,744,31.5,31.5,31.5,31.5,32.33,18600,25,3,0,0,0,19344,26
3/5/2018,DEBM,2018.08,1/8/2018,31/08/18,744,,,,,31.19,0,0,0,0,0,0,0,0
3/5/2018,DEBM,2018.09,1/9/2018,30/09/18,720,,,,,34.59,0,0,0,0,0,0,0,0
3/5/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,37.15,0,0,0,0,0,0,0,0
3/5/2018,DEBM,2018.11,1/11/2018,30/11/18,720,,,,,39.63,0,0,0,0,0,0,0,0
3/5/2018,DEBM,2018.12,1/12/2018,31/12/18,744,,,,,36.62,0,0,0,0,0,0,0,0
3/2/2018,DEBM,2018.03,1/3/2018,31/03/18,743,,,,,35.78,0,0,0,0,0,0,22469063,30241
3/2/2018,DEBM,2018.04,1/4/2018,30/04/18,720,32.6,32.6,32.3,32.5,32.4,131760,183,27,185760,258,40,3397680,4719
3/2/2018,DEBM,2018.05,1/5/2018,31/05/18,744,29.4,29.4,29.4,29.4,29.44,7440,10,2,7440,10,2,842208,1132
3/2/2018,DEBM,2018.06,1/6/2018,30/06/18,720,,,,,31.73,0,0,0,0,0,0,285840,397
3/2/2018,DEBM,2018.07,1/7/2018,31/07/18,744,31.75,31.75,31.75,31.75,32.37,18600,25,1,0,0,0,744,1
3/2/2018,DEBM,2018.08,1/8/2018,31/08/18,744,,,,,31.16,0,0,0,0,0,0,0,0
3/2/2018,DEBM,2018.09,1/9/2018,30/09/18,720,,,,,34.46,0,0,0,0,0,0,0,0
3/2/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,37.06,0,0,0,0,0,0,0,0
3/2/2018,DEBM,2018.11,1/11/2018,30/11/18,720,,,,,39.54,0,0,0,0,0,0,0,0
3/2/2018,DEBM,2018.12,1/12/2018,31/12/18,744,,,,,36.44,0,0,0,0,0,0,0,0
3/1/2018,DEBM,2018.03,1/3/2018,31/03/18,743,,,,,36.22,0,0,0,0,0,0,22469063,30241
3/1/2018,DEBM,2018.04,1/4/2018,30/04/18,720,32.7,33,32.5,32.85,32.78,189360,263,36,156960,218,30,3162960,4393
3/1/2018,DEBM,2018.05,1/5/2018,31/05/18,744,29.5,29.55,29.45,29.55,29.5,56544,76,15,375720,505,36,443424,596
3/1/2018,DEBM,2018.06,1/6/2018,30/06/18,720,,,,,31.86,0,0,0,10800,15,2,275040,382
3/1/2018,DEBM,2018.07,1/7/2018,31/07/18,744,,,,,32.68,0,0,0,0,0,0,744,1
3/1/2018,DEBM,2018.08,1/8/2018,31/08/18,744,,,,,31.2,0,0,0,0,0,0,0,0
3/1/2018,DEBM,2018.09,1/9/2018,30/09/18,720,,,,,34.36,0,0,0,0,0,0,0,0
3/1/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,37.05,0,0,0,0,0,0,0,0
3/1/2018,DEBM,2018.11,1/11/2018,30/11/18,720,,,,,39.53,0,0,0,0,0,0,0,0
3/1/2018,DEBM,2018.12,1/12/2018,31/12/18,744,,,,,36.43,0,0,0,0,0,0,0,0
2/28/2018,DEBM,2018.03,1/3/2018,31/03/18,743,36.25,36.4,36.24,36.4,36.31,137455,185,20,69099,93,8,22262509,29963
2/28/2018,DEBM,2018.04,1/4/2018,30/04/18,720,33.1,33.3,32.8,32.8,32.89,64080,89,15,201600,280,53,2949120,4096
2/28/2018,DEBM,2018.05,1/5/2018,31/05/18,744,29.5,29.9,29.5,29.77,29.67,17112,23,5,223200,300,20,220224,296
2/28/2018,DEBM,2018.06,1/6/2018,30/06/18,720,32.5,32.5,32.5,32.5,32.31,720,1,1,14400,20,2,259920,361
2/28/2018,DEBM,2018.07,1/7/2018,31/07/18,744,33.2,33.2,33.2,33.2,32.89,744,1,1,0,0,0,0,0
2/28/2018,DEBM,2018.08,1/8/2018,31/08/18,744,,,,,31.28,0,0,0,0,0,0,0,0
2/28/2018,DEBM,2018.09,1/9/2018,30/09/18,720,,,,,34.52,0,0,0,0,0,0,0,0
2/28/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,37.3,0,0,0,0,0,0,0,0
2/28/2018,DEBM,2018.11,1/11/2018,30/11/18,720,,,,,39.79,0,0,0,0,0,0,0,0
2/28/2018,DEBM,2018.12,1/12/2018,31/12/18,744,,,,,36.67,0,0,0,0,0,0,0,0
2/27/2018,DEBM,2018.02,1/2/2018,28/02/18,672,,,,,40.12,0,0,0,0,0,0,13876128,20649
2/27/2018,DEBM,2018.03,1/3/2018,31/03/18,743,36,36.55,35.6,36.55,35.89,179063,241,47,575825,775,52,21605697,29079
2/27/2018,DEBM,2018.04,1/4/2018,30/04/18,720,32.85,33.05,32.25,33.05,32.83,258480,359,41,93600,130,4,2693520,3741
2/27/2018,DEBM,2018.05,1/5/2018,31/05/18,744,29.55,29.9,29.55,29.9,29.84,18600,25,3,7440,10,2,197904,266
2/27/2018,DEBM,2018.06,1/6/2018,30/06/18,720,32.65,32.65,32.65,32.65,32.58,3600,5,1,11520,16,3,244800,340
2/27/2018,DEBM,2018.07,1/7/2018,31/07/18,744,,,,,32.86,0,0,0,0,0,0,0,0
2/27/2018,DEBM,2018.08,1/8/2018,31/08/18,744,,,,,31.43,0,0,0,0,0,0,0,0
2/27/2018,DEBM,2018.09,1/9/2018,30/09/18,720,,,,,34.57,0,0,0,0,0,0,0,0
2/27/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,37.4,0,0,0,0,0,0,0,0
2/27/2018,DEBM,2018.11,1/11/2018,30/11/18,720,,,,,39.89,0,0,0,0,0,0,0,0
2/26/2018,DEBM,2018.02,1/2/2018,28/02/18,672,,,,,40.19,0,0,0,0,0,0,13876128,20649
2/26/2018,DEBM,2018.03,1/3/2018,31/03/18,743,36.5,36.7,35.95,36.1,36.26,289770,390,70,456945,615,85,20945170,28190
2/26/2018,DEBM,2018.04,1/4/2018,30/04/18,720,33.3,33.3,32.8,32.95,32.95,120240,167,49,113760,158,23,2516400,3495
2/26/2018,DEBM,2018.05,1/5/2018,31/05/18,744,29.9,29.9,29.9,29.9,29.81,3720,5,1,3720,5,1,194184,261
2/26/2018,DEBM,2018.06,1/6/2018,30/06/18,720,32.6,32.6,32.6,32.6,32.44,7200,10,1,10800,15,3,226800,315
2/26/2018,DEBM,2018.07,1/7/2018,31/07/18,744,,,,,33.25,0,0,0,0,0,0,0,0
2/26/2018,DEBM,2018.08,1/8/2018,31/08/18,744,,,,,31.54,0,0,0,0,0,0,0,0
2/26/2018,DEBM,2018.09,1/9/2018,30/09/18,720,,,,,33.97,0,0,0,0,0,0,0,0
2/26/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,37.5,0,0,0,0,0,0,0,0
2/26/2018,DEBM,2018.11,1/11/2018,30/11/18,720,,,,,40.04,0,0,0,0,0,0,0,0
2/23/2018,DEBM,2018.02,1/2/2018,28/02/18,672,,,,,41.2,0,0,0,0,0,0,13876128,20649
2/23/2018,DEBM,2018.03,1/3/2018,31/03/18,743,38.3,38.9,38.2,38.75,38.87,261536,352,45,257078,346,37,20640540,27780
2/23/2018,DEBM,2018.04,1/4/2018,30/04/18,720,34,34.25,34,34,34.19,81360,113,21,259200,360,17,2288880,3179
2/23/2018,DEBM,2018.05,1/5/2018,31/05/18,744,,,,,30.82,0,0,0,0,0,0,194184,261
2/23/2018,DEBM,2018.06,1/6/2018,30/06/18,720,33.4,33.4,33.4,33.4,33.15,720,1,1,0,0,0,226080,314
2/23/2018,DEBM,2018.07,1/7/2018,31/07/18,744,,,,,33.64,0,0,0,0,0,0,0,0
2/23/2018,DEBM,2018.08,1/8/2018,31/08/18,744,,,,,32.19,0,0,0,0,0,0,0,0
2/23/2018,DEBM,2018.09,1/9/2018,30/09/18,720,,,,,35.48,0,0,0,0,0,0,0,0
2/23/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,38.05,0,0,0,0,0,0,0,0
2/23/2018,DEBM,2018.11,1/11/2018,30/11/18,720,,,,,40.59,0,0,0,0,0,0,0,0
2/22/2018,DEBM,2018.02,1/2/2018,28/02/18,672,,,,,40.99,0,0,0,0,0,0,13876128,20649
2/22/2018,DEBM,2018.03,1/3/2018,31/03/18,743,37.3,38,37.1,37.85,37.95,300915,405,54,747458,1006,84,19785347,26629
2/22/2018,DEBM,2018.04,1/4/2018,30/04/18,720,33.35,34.05,33.35,33.75,34.05,33120,46,9,414000,575,26,1927440,2677
2/22/2018,DEBM,2018.05,1/5/2018,31/05/18,744,,,,,30.44,0,0,0,0,0,0,194184,261
2/22/2018,DEBM,2018.06,1/6/2018,30/06/18,720,32.95,33.15,32.95,33.15,32.93,28800,40,4,0,0,0,197280,274
2/22/2018,DEBM,2018.07,1/7/2018,31/07/18,744,,,,,33.39,0,0,0,0,0,0,0,0
2/22/2018,DEBM,2018.08,1/8/2018,31/08/18,744,,,,,31.98,0,0,0,0,0,0,0,0
2/22/2018,DEBM,2018.09,1/9/2018,30/09/18,720,,,,,35.22,0,0,0,0,0,0,0,0
2/22/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,37.89,0,0,0,0,0,0,0,0
2/22/2018,DEBM,2018.11,1/11/2018,30/11/18,720,,,,,40.42,0,0,0,0,0,0,0,0
2/21/2018,DEBM,2018.02,1/2/2018,28/02/18,672,,,,,40.52,0,0,0,0,0,0,13876128,20649
2/21/2018,DEBM,2018.03,1/3/2018,31/03/18,743,38.7,38.8,38.05,38.05,38.39,252620,340,53,536446,722,61,19066866,25662
2/21/2018,DEBM,2018.04,1/4/2018,30/04/18,720,34.25,34.25,33.6,33.6,33.95,73440,102,17,338400,470,33,1587600,2205
2/21/2018,DEBM,2018.05,1/5/2018,31/05/18,744,,,,,30.64,0,0,0,0,0,0,194184,261
2/21/2018,DEBM,2018.06,1/6/2018,30/06/18,720,33.25,33.35,33.25,33.25,33.12,28800,40,5,0,0,0,168480,234
2/21/2018,DEBM,2018.07,1/7/2018,31/07/18,744,,,,,33.45,0,0,0,0,0,0,0,0
2/21/2018,DEBM,2018.08,1/8/2018,31/08/18,744,,,,,31.99,0,0,0,0,0,0,0,0
2/21/2018,DEBM,2018.09,1/9/2018,30/09/18,720,,,,,35.26,0,0,0,0,0,0,0,0
2/21/2018,DEBM,2018.1,1/10/2018,31/10/18,745,,,,,37.82,0,0,0,0,0,0,0,0
2/21/2018,DEBM,2018.11,1/11/2018,30/11/18,720,,,,,40.34,0,0,0,0,0,0,0,0
2/20/2018,DEBM,2018.02,1/2/2018,28/02/18,672,,,,,40.47,0,0,0,0,0,0,13876128,20649
2/20/2018,DEBM,2018.03,1/3/2018,31/03/18,743,38.5,38.6,37.76,38.4,38.3,434655,585,84,205811,277,44,18552710,24970
