Trading Day,Product,Maturity,Delivery Start,Delivery End,Lot Size,Settlement Price,Open Price,Timestamp Open Price ,High Price,Timestamp High Price,Low Price,Timestamp Low Price,Last  Price,Timestamp Last Price,Traded Lots,Traded Volume,Number of Trades,Open Interest Volume,Open Interest Lots,Traded Lots,Traded Volume,Number of Trades
10/28/2020,DEBM,2021-01,1/1/2021,1/31/2021,744 MWh,37.41,38.25,2020-10-28T09:19:22,38.25,2020-10-28T09:19:22,36.9,2020-10-28T17:41:19,36.9,2020-10-28T17:41:19,40,"29,760 MWh",15,"342,984 MWh",461,105,"78,120 MWh",14
10/28/2020,DEBM,2021-02,2/1/2021,2/28/2021,672 MWh,38.37,38.85,2020-10-28T09:19:22,38.85,2020-10-28T09:19:22,38.85,2020-10-28T09:19:22,38.85,2020-10-28T09:19:22,10,"6,720 MWh",2,"108,864 MWh",162,3,"2,016 MWh",1
10/28/2020,DEBM,2021-03,3/1/2021,3/31/2021,743 MWh,35.85,35.8,2020-10-28T09:41:20,35.9,2020-10-28T13:16:41,35.8,2020-10-28T09:41:20,35.9,2020-10-28T13:16:41,20,"14,860 MWh",2,"393,790 MWh",530,45,"33,435 MWh",9
10/28/2020,DEBM,2021-04,4/1/2021,4/30/2021,720 MWh,35.19,,,,,,,,,,,,"3,600 MWh",5,,,
10/28/2020,DEBM,2021-05,5/1/2021,5/31/2021,744 MWh,33.6,,,,,,,,,,,,,,,,
10/28/2020,DEBM,2021-06,6/1/2021,6/30/2021,720 MWh,35.79,,,,,,,,,,,,,,,,
10/28/2020,DEBM,2021-07,7/1/2021,7/31/2021,744 MWh,36.7,,,,,,,,,,,,,,,,
10/27/2020,DEBM,2020-10,10/1/2020,10/31/2020,745 MWh,34.09,,,,,,,,,,,,"179,504,770 MWh","240,946",,,
10/27/2020,DEBM,2020-11,11/1/2020,11/30/2020,720 MWh,37.61,38.1,2020-10-27T08:08:51,38.4,2020-10-27T08:27:22,37.55,2020-10-27T14:33:16,37.92,2020-10-27T17:57:38,407,"293,040 MWh",92,"168,771,600 MWh","234,405",497,"357,840 MWh",81
10/27/2020,DEBM,2020-12,12/1/2020,12/31/2020,744 MWh,35.2,36.05,2020-10-27T08:28:07,36.05,2020-10-27T08:28:07,35.2,2020-10-27T14:42:51,35.55,2020-10-27T17:52:43,380,"282,720 MWh",188,"162,071,472 MWh","217,838",875,"651,000 MWh",124
10/27/2020,DEBM,2021-01,1/1/2021,1/31/2021,744 MWh,38.58,39.5,2020-10-27T09:36:34,39.5,2020-10-27T09:36:34,38.5,2020-10-27T15:49:03,38.5,2020-10-27T15:49:03,19,"14,136 MWh",12,"244,032 MWh",328,,,
10/27/2020,DEBM,2021-02,2/1/2021,2/28/2021,672 MWh,39.3,,,,,,,,,,,,"100,128 MWh",149,5,"3,360 MWh",1
10/27/2020,DEBM,2021-03,3/1/2021,3/31/2021,743 MWh,36.54,37.8,2020-10-27T17:27:00,37.8,2020-10-27T17:27:00,37.8,2020-10-27T17:27:00,37.8,2020-10-27T17:27:00,5,"3,715 MWh",1,"345,495 MWh",465,5,"3,715 MWh",1
10/27/2020,DEBM,2021-04,4/1/2021,4/30/2021,720 MWh,35.67,,,,,,,,,,,,"3,600 MWh",5,,,
10/27/2020,DEBM,2021-05,5/1/2021,5/31/2021,744 MWh,34.08,,,,,,,,,,,,,,,,
10/27/2020,DEBM,2021-06,6/1/2021,6/30/2021,720 MWh,36.31,,,,,,,,,,,,,,,,
10/27/2020,DEBM,2021-07,7/1/2021,7/31/2021,744 MWh,37.19,,,,,,,,,,,,,,,,
10/26/2020,DEBM,2020-10,10/1/2020,10/31/2020,745 MWh,34.14,,,,,,,,,,,,"179,504,770 MWh","240,946",,,
10/26/2020,DEBM,2020-11,11/1/2020,11/30/2020,720 MWh,38.43,38.6,2020-10-26T08:04:27,38.9,2020-10-26T08:26:41,37.9,2020-10-26T17:58:00,37.95,2020-10-26T17:59:26,509,"366,480 MWh",118,"168,328,800 MWh","233,790","1,498","1,078,560 MWh",127
10/26/2020,DEBM,2020-12,12/1/2020,12/31/2020,744 MWh,36.45,36.6,2020-10-26T08:01:04,36.65,2020-10-26T08:25:23,35.85,2020-10-26T17:56:30,35.85,2020-10-26T17:58:17,550,"409,200 MWh",137,"161,360,208 MWh","216,882","1,041","774,504 MWh",103
10/26/2020,DEBM,2021-01,1/1/2021,1/31/2021,744 MWh,40.46,,,,,,,,,,,,"229,896 MWh",309,10,"7,440 MWh",3
10/26/2020,DEBM,2021-02,2/1/2021,2/28/2021,672 MWh,41.12,,,,,,,,,,,,"96,768 MWh",144,,,
10/26/2020,DEBM,2021-03,3/1/2021,3/31/2021,743 MWh,37.59,,,,,,,,,,,,"338,065 MWh",455,,,
10/26/2020,DEBM,2021-04,4/1/2021,4/30/2021,720 MWh,36.59,,,,,,,,,,,,"3,600 MWh",5,,,
10/26/2020,DEBM,2021-05,5/1/2021,5/31/2021,744 MWh,34.99,,,,,,,,,,,,,,,,
10/26/2020,DEBM,2021-06,6/1/2021,6/30/2021,720 MWh,37.27,,,,,,,,,,,,,,,,
10/26/2020,DEBM,2021-07,7/1/2021,7/31/2021,744 MWh,37.98,,,,,,,,,,,,,,,,
10/23/2020,DEBM,2020-10,10/1/2020,10/31/2020,745 MWh,34.4,,,,,,,,,,,,"179,504,770 MWh","240,946",,,
10/23/2020,DEBM,2020-11,11/1/2020,11/30/2020,720 MWh,39.91,39.15,2020-10-23T08:32:54,40,2020-10-23T10:14:57,39.05,2020-10-23T08:46:10,39.8,2020-10-23T17:37:31,569,"409,680 MWh",128,"167,155,200 MWh","232,160",512,"368,640 MWh",86
10/23/2020,DEBM,2020-12,12/1/2020,12/31/2020,744 MWh,37.42,36.9,2020-10-23T08:59:34,37.85,2020-10-23T10:28:22,36.9,2020-10-23T08:59:34,37.35,2020-10-23T17:55:30,282,"209,808 MWh",106,"160,293,312 MWh","215,448",682,"507,408 MWh",113
10/23/2020,DEBM,2021-01,1/1/2021,1/31/2021,744 MWh,40.81,,,,,,,,,4,"2,976 MWh",1,"222,456 MWh",299,4,"2,976 MWh",1
10/23/2020,DEBM,2021-02,2/1/2021,2/28/2021,672 MWh,42.01,,,,,,,,,,,,"96,768 MWh",144,,,
10/23/2020,DEBM,2021-03,3/1/2021,3/31/2021,743 MWh,38.5,,,,,,,,,,,,"338,065 MWh",455,,,
10/23/2020,DEBM,2021-04,4/1/2021,4/30/2021,720 MWh,37.1,,,,,,,,,,,,"3,600 MWh",5,,,
10/23/2020,DEBM,2021-05,5/1/2021,5/31/2021,744 MWh,35.48,,,,,,,,,,,,,,,,
10/23/2020,DEBM,2021-06,6/1/2021,6/30/2021,720 MWh,37.78,,,,,,,,,,,,,,,,
10/23/2020,DEBM,2021-07,7/1/2021,7/31/2021,744 MWh,38.42,,,,,,,,,,,,,,,,
10/22/2020,DEBM,2020-10,10/1/2020,10/31/2020,745 MWh,34.91,,,,,,,,,,,,"179,504,770 MWh","240,946",,,
10/22/2020,DEBM,2020-11,11/1/2020,11/30/2020,720 MWh,39.11,38.35,2020-10-22T08:00:19,39.55,2020-10-22T17:55:03,38.2,2020-10-22T08:01:21,39.35,2020-10-22T17:57:40,786,"565,920 MWh",179,"166,677,120 MWh","231,496","1,261","907,920 MWh",212
10/22/2020,DEBM,2020-12,12/1/2020,12/31/2020,744 MWh,36.66,36.25,2020-10-22T08:00:22,37.05,2020-10-22T11:03:04,36.06,2020-10-22T09:23:05,37,2020-10-22T17:11:11,329,"244,776 MWh",167,"159,654,960 MWh","214,590",275,"204,600 MWh",44
10/22/2020,DEBM,2021-01,1/1/2021,1/31/2021,744 MWh,40.06,39.6,2020-10-22T09:19:24,40.2,2020-10-22T13:59:15,39.6,2020-10-22T09:19:24,40.2,2020-10-22T16:23:23,14,"10,416 MWh",5,"219,480 MWh",295,,,
10/22/2020,DEBM,2021-02,2/1/2021,2/28/2021,672 MWh,41.12,,,,,,,,,,,,"96,768 MWh",144,,,
10/22/2020,DEBM,2021-03,3/1/2021,3/31/2021,743 MWh,37.07,37.5,2020-10-22T16:21:46,37.5,2020-10-22T16:21:46,37.2,2020-10-22T17:12:20,37.2,2020-10-22T17:12:20,15,"11,145 MWh",2,"338,065 MWh",455,10,"7,430 MWh",1
10/22/2020,DEBM,2021-04,4/1/2021,4/30/2021,720 MWh,35.8,,,,,,,,,,,,"3,600 MWh",5,,,
10/22/2020,DEBM,2021-05,5/1/2021,5/31/2021,744 MWh,34.21,,,,,,,,,,,,,,,,
10/22/2020,DEBM,2021-06,6/1/2021,6/30/2021,720 MWh,36.44,,,,,,,,,,,,,,,,
10/22/2020,DEBM,2021-07,7/1/2021,7/31/2021,744 MWh,37.19,,,,,,,,,,,,,,,,
10/21/2020,DEBM,2020-10,10/1/2020,10/31/2020,745 MWh,34.68,,,,,,,,,,,,"179,504,770 MWh","240,946",,,
10/21/2020,DEBM,2020-11,11/1/2020,11/30/2020,720 MWh,38.6,38.95,2020-10-21T08:13:01,38.95,2020-10-21T08:13:01,38.4,2020-10-21T17:19:51,38.4,2020-10-21T17:37:25,368,"264,960 MWh",116,"165,438,720 MWh","229,776","1,133","815,760 MWh",212
10/21/2020,DEBM,2020-12,12/1/2020,12/31/2020,744 MWh,36.34,36.5,2020-10-21T09:01:22,36.6,2020-10-21T10:02:40,36.24,2020-10-21T17:31:18,36.3,2020-10-21T17:42:18,406,"302,064 MWh",228,"159,315,696 MWh","214,134",544,"404,736 MWh",90
10/21/2020,DEBM,2021-01,1/1/2021,1/31/2021,744 MWh,39.99,40.4,2020-10-21T10:37:46,40.4,2020-10-21T10:37:46,39.8,2020-10-21T17:23:30,39.95,2020-10-21T17:26:53,67,"49,848 MWh",18,"209,064 MWh",281,7,"5,208 MWh",2
10/21/2020,DEBM,2021-02,2/1/2021,2/28/2021,672 MWh,40.78,41,2020-10-21T10:37:46,41,2020-10-21T10:37:46,40.8,2020-10-21T11:12:27,40.8,2020-10-21T11:12:27,20,"13,440 MWh",4,"96,768 MWh",144,10,"6,720 MWh",2
10/21/2020,DEBM,2021-03,3/1/2021,3/31/2021,743 MWh,37.23,37.3,2020-10-21T11:12:27,37.3,2020-10-21T11:12:27,37.15,2020-10-21T15:31:15,37.15,2020-10-21T15:31:15,85,"63,155 MWh",17,"319,490 MWh",430,25,"18,575 MWh",5
10/21/2020,DEBM,2021-04,4/1/2021,4/30/2021,720 MWh,35.86,,,,,,,,,,,,"3,600 MWh",5,,,
10/21/2020,DEBM,2021-05,5/1/2021,5/31/2021,744 MWh,34.25,,,,,,,,,,,,,,,,
10/21/2020,DEBM,2021-06,6/1/2021,6/30/2021,720 MWh,36.48,,,,,,,,,,,,,,,,
10/21/2020,DEBM,2021-07,7/1/2021,7/31/2021,744 MWh,37.24,,,,,,,,,,,,,,,,
10/20/2020,DEBM,2020-10,10/1/2020,10/31/2020,745 MWh,34.97,,,,,,,,,,,,"179,504,770 MWh","240,946",,,
10/20/2020,DEBM,2020-11,11/1/2020,11/30/2020,720 MWh,38.96,39.45,2020-10-20T08:07:30,39.45,2020-10-20T08:00:00,38.51,2020-10-20T10:17:33,38.9,2020-10-20T17:59:34,451,"324,720 MWh",118,"164,604,240 MWh","228,617","1,109","798,480 MWh",118
10/20/2020,DEBM,2020-12,12/1/2020,12/31/2020,744 MWh,36.74,36.8,2020-10-20T08:14:23,36.9,2020-10-20T08:26:21,36.15,2020-10-20T10:02:43,36.5,2020-10-20T17:59:58,546,"406,224 MWh",164,"158,735,376 MWh","213,354",809,"601,896 MWh",84
10/20/2020,DEBM,2021-01,1/1/2021,1/31/2021,744 MWh,40.58,40.75,2020-10-20T09:03:35,40.75,2020-10-20T09:03:35,40.75,2020-10-20T09:03:35,40.75,2020-10-20T09:03:35,2,"1,488 MWh",1,"154,008 MWh",207,5,"3,720 MWh",1
10/20/2020,DEBM,2021-02,2/1/2021,2/28/2021,672 MWh,41.31,41.5,2020-10-20T15:29:46,41.5,2020-10-20T15:29:46,41.5,2020-10-20T15:29:46,41.5,2020-10-20T15:29:46,5,"3,360 MWh",1,"76,608 MWh",114,5,"3,360 MWh",1
10/20/2020,DEBM,2021-03,3/1/2021,3/31/2021,743 MWh,37.77,37.75,2020-10-20T13:31:34,37.75,2020-10-20T13:31:34,37.75,2020-10-20T13:31:34,37.75,2020-10-20T13:31:34,8,"5,944 MWh",1,"237,760 MWh",320,,,
10/20/2020,DEBM,2021-04,4/1/2021,4/30/2021,720 MWh,36.46,,,,,,,,,,,,"3,600 MWh",5,,,
10/20/2020,DEBM,2021-05,5/1/2021,5/31/2021,744 MWh,34.91,,,,,,,,,,,,,,,,
10/20/2020,DEBM,2021-06,6/1/2021,6/30/2021,720 MWh,37.18,,,,,,,,,,,,,,,,
10/20/2020,DEBM,2021-07,7/1/2021,7/31/2021,744 MWh,38.6,,,,,,,,,,,,,,,,
10/19/2020,DEBM,2020-10,10/1/2020,10/31/2020,745 MWh,35.03,,,,,,,,,,,,"179,504,770 MWh","240,946",,,
10/19/2020,DEBM,2020-11,11/1/2020,11/30/2020,720 MWh,39.28,39.6,2020-10-19T08:23:39,39.8,2020-10-19T09:58:50,39.15,2020-10-19T17:02:47,39.6,2020-10-19T17:51:51,564,"406,080 MWh",152,"163,839,600 MWh","227,555","1,187","854,640 MWh",146
10/19/2020,DEBM,2020-12,12/1/2020,12/31/2020,744 MWh,36.9,36.95,2020-10-19T08:30:50,37.35,2020-10-19T11:15:12,36.85,2020-10-19T16:13:48,36.9,2020-10-19T17:01:36,259,"192,696 MWh",65,"157,873,824 MWh","212,196",677,"503,688 MWh",85
10/19/2020,DEBM,2021-01,1/1/2021,1/31/2021,744 MWh,41.22,41.5,2020-10-19T10:22:29,41.5,2020-10-19T10:22:29,41.3,2020-10-19T12:48:06,41.3,2020-10-19T12:48:10,25,"18,600 MWh",6,"148,800 MWh",200,,,
10/19/2020,DEBM,2021-02,2/1/2021,2/28/2021,672 MWh,41.8,42.05,2020-10-19T10:22:24,42.05,2020-10-19T10:22:24,41.9,2020-10-19T12:47:54,41.9,2020-10-19T12:47:54,13,"8,736 MWh",4,"69,888 MWh",104,,,
10/19/2020,DEBM,2021-03,3/1/2021,3/31/2021,743 MWh,38,,,,,,,,,,,,"231,816 MWh",312,170,"126,310 MWh",23
10/19/2020,DEBM,2021-04,4/1/2021,4/30/2021,720 MWh,36.54,,,,,,,,,,,,"3,600 MWh",5,,,
10/19/2020,DEBM,2021-05,5/1/2021,5/31/2021,744 MWh,35.01,,,,,,,,,,,,,,,,
10/19/2020,DEBM,2021-06,6/1/2021,6/30/2021,720 MWh,37.3,,,,,,,,,,,,,,,,
10/19/2020,DEBM,2021-07,7/1/2021,7/31/2021,744 MWh,38.03,,,,,,,,,,,,,,,,
10/16/2020,DEBM,2020-10,10/1/2020,10/31/2020,745 MWh,34.91,,,,,,,,,,,,"179,504,770 MWh","240,946",,,
10/16/2020,DEBM,2020-11,11/1/2020,11/30/2020,720 MWh,39.46,39.31,2020-10-16T08:28:43,40.15,2020-10-16T12:26:59,39.31,2020-10-16T08:28:43,39.55,2020-10-16T16:44:57,595,"428,400 MWh",171,"162,648,720 MWh","225,901",867,"624,240 MWh",120
10/16/2020,DEBM,2020-12,12/1/2020,12/31/2020,744 MWh,37,37,2020-10-16T08:40:19,37.5,2020-10-16T12:16:32,36.9,2020-10-16T16:05:33,36.97,2020-10-16T17:17:54,88,"65,472 MWh",25,"157,225,056 MWh","211,324",331,"246,264 MWh",43
10/16/2020,DEBM,2021-01,1/1/2021,1/31/2021,744 MWh,41.29,,,,,,,,,,,,"130,200 MWh",175,55,"40,920 MWh",11
10/16/2020,DEBM,2021-02,2/1/2021,2/28/2021,672 MWh,41.89,42.25,2020-10-16T10:12:27,42.25,2020-10-16T10:12:27,41.8,2020-10-16T16:45:03,41.8,2020-10-16T16:45:03,8,"5,376 MWh",3,"61,152 MWh",91,1,672 MWh,1
10/16/2020,DEBM,2021-03,3/1/2021,3/31/2021,743 MWh,37.98,38.5,2020-10-16T11:03:39,38.5,2020-10-16T11:03:39,38.5,2020-10-16T11:03:39,38.5,2020-10-16T11:03:39,1,743 MWh,1,"127,796 MWh",172,,,
10/16/2020,DEBM,2021-04,4/1/2021,4/30/2021,720 MWh,36.68,,,,,,,,,,,,"3,600 MWh",5,,,
10/16/2020,DEBM,2021-05,5/1/2021,5/31/2021,744 MWh,35.23,,,,,,,,,,,,,,,,
10/16/2020,DEBM,2021-06,6/1/2021,6/30/2021,720 MWh,37.51,,,,,,,,,,,,,,,,
10/16/2020,DEBM,2021-07,7/1/2021,7/31/2021,744 MWh,37.98,,,,,,,,,,,,,,,,
10/15/2020,DEBM,2020-10,10/1/2020,10/31/2020,745 MWh,35.11,,,,,,,,,,,,"179,504,770 MWh","240,946",,,
10/15/2020,DEBM,2020-11,11/1/2020,11/30/2020,720 MWh,39.24,39.65,2020-10-15T08:17:58,39.75,2020-10-15T08:59:38,39,2020-10-15T15:10:18,39.55,2020-10-15T17:56:14,794,"571,680 MWh",216,"161,816,400 MWh","224,745","1,195","860,400 MWh",203
10/15/2020,DEBM,2020-12,12/1/2020,12/31/2020,744 MWh,36.92,36.9,2020-10-15T09:26:47,37.25,2020-10-15T17:19:41,36.65,2020-10-15T15:19:36,37.1,2020-10-15T17:56:43,325,"241,800 MWh",70,"156,927,456 MWh","210,924",919,"683,736 MWh",144
10/15/2020,DEBM,2021-01,1/1/2021,1/31/2021,744 MWh,41.18,41.2,2020-10-15T13:43:47,41.2,2020-10-15T13:43:47,41.05,2020-10-15T14:56:24,41.05,2020-10-15T14:59:56,25,"18,600 MWh",5,"89,280 MWh",120,15,"11,160 MWh",3
10/15/2020,DEBM,2021-02,2/1/2021,2/28/2021,672 MWh,41.63,41.7,2020-10-15T13:27:23,41.7,2020-10-15T13:27:23,41.6,2020-10-15T15:03:58,41.6,2020-10-15T15:03:58,14,"9,408 MWh",3,"55,104 MWh",82,,,
10/15/2020,DEBM,2021-03,3/1/2021,3/31/2021,743 MWh,37.75,37.7,2020-10-15T16:03:27,37.75,2020-10-15T16:23:33,37.7,2020-10-15T16:03:27,37.75,2020-10-15T16:23:33,10,"7,430 MWh",2,"127,053 MWh",171,20,"14,860 MWh",5
10/15/2020,DEBM,2021-04,4/1/2021,4/30/2021,720 MWh,36.61,,,,,,,,,,,,"3,600 MWh",5,,,
10/15/2020,DEBM,2021-05,5/1/2021,5/31/2021,744 MWh,35.04,,,,,,,,,,,,,,,,
10/15/2020,DEBM,2021-06,6/1/2021,6/30/2021,720 MWh,37.32,,,,,,,,,,,,,,,,
10/15/2020,DEBM,2021-07,7/1/2021,7/31/2021,744 MWh,37.88,,,,,,,,,,,,,,,,
10/14/2020,DEBM,2020-10,10/1/2020,10/31/2020,745 MWh,36.14,,,,,,,,,,,,"179,504,770 MWh","240,946",,,
10/14/2020,DEBM,2020-11,11/1/2020,11/30/2020,720 MWh,40.02,38.98,2020-10-14T08:07:51,40.1,2020-10-14T15:35:33,38.98,2020-10-14T08:07:51,40.05,2020-10-14T17:35:25,710,"511,200 MWh",199,"160,476,480 MWh","222,884","1,118","804,960 MWh",147
10/14/2020,DEBM,2020-12,12/1/2020,12/31/2020,744 MWh,37.53,36.85,2020-10-14T08:36:33,37.7,2020-10-14T16:12:02,36.75,2020-10-14T08:40:29,37.5,2020-10-14T17:58:03,386,"287,184 MWh",62,"156,160,392 MWh","209,893",953,"709,032 MWh",119
10/14/2020,DEBM,2021-01,1/1/2021,1/31/2021,744 MWh,41.32,,,,,,,,,,,,"59,520 MWh",80,,,
10/14/2020,DEBM,2021-02,2/1/2021,2/28/2021,672 MWh,42.17,,,,,,,,,,,,"45,696 MWh",68,,,
10/14/2020,DEBM,2021-03,3/1/2021,3/31/2021,743 MWh,38.51,,,,,,,,,,,,"104,763 MWh",141,5,"3,715 MWh",1
10/14/2020,DEBM,2021-04,4/1/2021,4/30/2021,720 MWh,37.11,,,,,,,,,,,,"3,600 MWh",5,,,
10/14/2020,DEBM,2021-05,5/1/2021,5/31/2021,744 MWh,35.46,,,,,,,,,,,,,,,,
10/14/2020,DEBM,2021-06,6/1/2021,6/30/2021,720 MWh,37.78,,,,,,,,,,,,,,,,
10/14/2020,DEBM,2021-07,7/1/2021,7/31/2021,744 MWh,38.47,,,,,,,,,,,,,,,,
10/13/2020,DEBM,2020-10,10/1/2020,10/31/2020,745 MWh,35.91,,,,,,,,,,,,"179,504,770 MWh","240,946",,,
10/13/2020,DEBM,2020-11,11/1/2020,11/30/2020,720 MWh,39.22,39.05,2020-10-13T08:20:04,39.4,2020-10-13T14:40:32,38.81,2020-10-13T10:09:21,39.25,2020-10-13T17:25:35,780,"561,600 MWh",215,"159,681,600 MWh","221,780","1,517","1,092,240 MWh",158
10/13/2020,DEBM,2020-12,12/1/2020,12/31/2020,744 MWh,36.8,37,2020-10-13T08:47:05,37.15,2020-10-13T13:17:34,36.75,2020-10-13T10:10:53,36.75,2020-10-13T17:57:07,77,"57,288 MWh",24,"155,197,656 MWh","208,599",976,"726,144 MWh",77
10/13/2020,DEBM,2021-01,1/1/2021,1/31/2021,744 MWh,41.23,41.25,2020-10-13T14:09:47,41.3,2020-10-13T14:09:55,41.25,2020-10-13T14:09:47,41.3,2020-10-13T14:09:55,10,"7,440 MWh",2,"59,520 MWh",80,10,"7,440 MWh",2
10/13/2020,DEBM,2021-02,2/1/2021,2/28/2021,672 MWh,41.95,41.77,2020-10-13T11:56:43,41.77,2020-10-13T11:56:43,41.65,2020-10-13T11:58:56,41.65,2020-10-13T11:58:56,3,"2,016 MWh",2,"45,696 MWh",68,,,
10/13/2020,DEBM,2021-03,3/1/2021,3/31/2021,743 MWh,37.73,,,,,,,,,,,,"101,048 MWh",136,,,
10/13/2020,DEBM,2021-04,4/1/2021,4/30/2021,720 MWh,36.89,,,,,,,,,,,,"3,600 MWh",5,,,
10/13/2020,DEBM,2021-05,5/1/2021,5/31/2021,744 MWh,35.27,,,,,,,,,,,,,,,,
10/13/2020,DEBM,2021-06,6/1/2021,6/30/2021,720 MWh,37.57,,,,,,,,,,,,,,,,
10/13/2020,DEBM,2021-07,7/1/2021,7/31/2021,744 MWh,38.22,,,,,,,,,,,,,,,,
10/12/2020,DEBM,2020-10,10/1/2020,10/31/2020,745 MWh,35.66,,,,,,,,,,,,"179,504,770 MWh","240,946",,,
10/12/2020,DEBM,2020-11,11/1/2020,11/30/2020,720 MWh,38.9,39.6,2020-10-12T08:02:57,39.85,2020-10-12T08:30:16,38.85,2020-10-12T15:54:57,39.2,2020-10-12T17:45:22,883,"635,760 MWh",207,"158,232,960 MWh","219,768","1,129","812,880 MWh",153
10/12/2020,DEBM,2020-12,12/1/2020,12/31/2020,744 MWh,36.92,37.35,2020-10-12T08:59:59,37.4,2020-10-12T10:55:54,36.75,2020-10-12T16:03:01,37.1,2020-10-12T17:45:25,388,"288,672 MWh",77,"154,545,168 MWh","207,722",483,"359,352 MWh",80
10/12/2020,DEBM,2021-01,1/1/2021,1/31/2021,744 MWh,41.6,41.85,2020-10-12T15:48:57,41.85,2020-10-12T15:48:57,41.5,2020-10-12T15:56:51,41.5,2020-10-12T15:56:51,9,"6,696 MWh",4,"44,640 MWh",60,,,
10/12/2020,DEBM,2021-02,2/1/2021,2/28/2021,672 MWh,42.1,42.2,2020-10-12T15:53:14,42.2,2020-10-12T15:53:14,42.2,2020-10-12T15:53:14,42.2,2020-10-12T15:53:14,1,672 MWh,1,"43,680 MWh",65,2,"1,344 MWh",2
10/12/2020,DEBM,2021-03,3/1/2021,3/31/2021,743 MWh,37.66,,,,,,,,,,,,"101,048 MWh",136,55,"40,865 MWh",11
10/12/2020,DEBM,2021-04,4/1/2021,4/30/2021,720 MWh,36.84,,,,,,,,,,,,"3,600 MWh",5,,,
10/12/2020,DEBM,2021-05,5/1/2021,5/31/2021,744 MWh,35.55,,,,,,,,,,,,,,,,
10/12/2020,DEBM,2021-06,6/1/2021,6/30/2021,720 MWh,37.87,,,,,,,,,,,,,,,,
10/12/2020,DEBM,2021-07,7/1/2021,7/31/2021,744 MWh,38.27,,,,,,,,,,,,,,,,
10/9/2020,DEBM,2020-10,10/1/2020,10/31/2020,745 MWh,37.22,,,,,,,,,,,,"179,504,770 MWh","240,946",,,
10/9/2020,DEBM,2020-11,11/1/2020,11/30/2020,720 MWh,40.79,41.45,2020-10-09T09:14:47,41.45,2020-10-09T09:14:47,40.45,2020-10-09T16:32:25,40.45,2020-10-09T17:59:57,451,"324,720 MWh",179,"156,934,800 MWh","217,965",865,"622,800 MWh",113
10/9/2020,DEBM,2020-12,12/1/2020,12/31/2020,744 MWh,38.52,39,2020-10-09T09:39:43,39,2020-10-09T09:39:43,38.2,2020-10-09T17:53:58,38.2,2020-10-09T17:53:58,122,"90,768 MWh",26,"153,966,336 MWh","206,944",203,"151,032 MWh",16
10/9/2020,DEBM,2021-01,1/1/2021,1/31/2021,744 MWh,43.09,,,,,,,,,,,,"37,944 MWh",51,,,
10/9/2020,DEBM,2021-02,2/1/2021,2/28/2021,672 MWh,43.79,,,,,,,,,,,,"41,664 MWh",62,,,
10/9/2020,DEBM,2021-03,3/1/2021,3/31/2021,743 MWh,39.12,,,,,,,,,,,,"60,183 MWh",81,1,743 MWh,1
10/9/2020,DEBM,2021-04,4/1/2021,4/30/2021,720 MWh,37.75,,,,,,,,,,,,"3,600 MWh",5,,,
10/9/2020,DEBM,2021-05,5/1/2021,5/31/2021,744 MWh,36.09,,,,,,,,,,,,,,,,
10/9/2020,DEBM,2021-06,6/1/2021,6/30/2021,720 MWh,38.44,,,,,,,,,,,,,,,,
10/9/2020,DEBM,2021-07,7/1/2021,7/31/2021,744 MWh,39.05,,,,,,,,,,,,,,,,
10/8/2020,DEBM,2020-10,10/1/2020,10/31/2020,745 MWh,37.35,,,,,,,,,,,,"179,504,770 MWh","240,946",,,
10/8/2020,DEBM,2020-11,11/1/2020,11/30/2020,720 MWh,41.5,41.4,2020-10-08T08:25:51,41.55,2020-10-08T16:42:39,41.2,2020-10-08T08:41:32,41.4,2020-10-08T17:04:04,434,"312,480 MWh",185,"156,123,360 MWh","216,838",634,"456,480 MWh",132
10/8/2020,DEBM,2020-12,12/1/2020,12/31/2020,744 MWh,39.37,39,2020-10-08T09:01:56,39.5,2020-10-08T15:26:24,38.74,2020-10-08T09:37:20,38.9,2020-10-08T17:26:17,108,"80,352 MWh",32,"153,752,808 MWh","206,657",287,"213,528 MWh",25
10/8/2020,DEBM,2021-01,1/1/2021,1/31/2021,744 MWh,43.42,43.5,2020-10-08T15:55:19,43.5,2020-10-08T15:55:19,43.4,2020-10-08T16:36:30,43.4,2020-10-08T16:36:30,6,"4,464 MWh",2,"37,944 MWh",51,,,
10/8/2020,DEBM,2021-02,2/1/2021,2/28/2021,672 MWh,44.07,,,,,,,,,,,,"41,664 MWh",62,,,
10/8/2020,DEBM,2021-03,3/1/2021,3/31/2021,743 MWh,40.69,,,,,,,,,,,,"59,440 MWh",80,10,"7,430 MWh",2
10/8/2020,DEBM,2021-04,4/1/2021,4/30/2021,720 MWh,37.69,,,,,,,,,,,,"3,600 MWh",5,,,
10/8/2020,DEBM,2021-05,5/1/2021,5/31/2021,744 MWh,36.81,,,,,,,,,,,,,,,,
10/8/2020,DEBM,2021-06,6/1/2021,6/30/2021,720 MWh,39.2,,,,,,,,,,,,,,,,
10/8/2020,DEBM,2021-07,7/1/2021,7/31/2021,744 MWh,39.59,,,,,,,,,,,,,,,,
10/7/2020,DEBM,2020-10,10/1/2020,10/31/2020,745 MWh,37.75,,,,,,,,,,,,"179,504,770 MWh","240,946",,,
