Trading Day,Product,Maturity,Delivery Start,Delivery End,Lot Size,Settlement Price,Open Price,Timestamp Open Price ,High Price,Timestamp High Price,Low Price,Timestamp Low Price,Last  Price,Timestamp Last Price,Traded Lots,Traded Volume,Number of Trades,Open Interest Volume,Open Interest Lots,Traded Lots,Traded Volume,Number of Trades
2/18/2020,DEBM,2020-06,6/1/2020,6/30/2020,720 MWh,35.45,35.75,2020-02-18T09:50:53,35.75,2020-02-18T09:50:53,35.5,2020-02-18T10:50:08,35.6,2020-02-18T14:36:16,21,"15,120 MWh",5,"631,440 MWh",877,85,"61,200 MWh",4
2/18/2020,DEBM,2020-07,7/1/2020,7/31/2020,744 MWh,36.36,,,,,,,,,,,,"14,880 MWh",20,,,
2/18/2020,DEBM,2020-08,8/1/2020,8/31/2020,744 MWh,35.07,,,,,,,,,,,,,,,,
2/18/2020,DEBM,2020-09,9/1/2020,9/30/2020,720 MWh,38.64,,,,,,,,,,,,,,,,
2/18/2020,DEBM,2020-10,10/1/2020,10/31/2020,745 MWh,40.4,,,,,,,,,,,,,,,,
2/18/2020,DEBM,2020-11,11/1/2020,11/30/2020,720 MWh,44.96,,,,,,,,,,,,,,,,
2/17/2020,DEBM,2020-02,2/1/2020,2/29/2020,696 MWh,21.77,,,,,,,,,,,,"137,956,944 MWh","198,214",,,
2/17/2020,DEBM,2020-03,3/1/2020,3/31/2020,743 MWh,29.58,29.2,2020-02-17T08:02:38,30,2020-02-17T17:37:36,29.05,2020-02-17T08:09:43,30,2020-02-17T17:37:36,496,"368,528 MWh",106,"148,401,619 MWh","199,733","1,116","829,188 MWh",136
2/17/2020,DEBM,2020-04,4/1/2020,4/30/2020,720 MWh,31.72,31.4,2020-02-17T08:48:25,32,2020-02-17T16:52:52,31.3,2020-02-17T12:46:01,32,2020-02-17T17:34:46,100,"72,000 MWh",22,"6,084,000 MWh","8,450",712,"512,640 MWh",83
2/17/2020,DEBM,2020-05,5/1/2020,5/31/2020,744 MWh,32.1,31.95,2020-02-17T09:02:40,32.3,2020-02-17T17:06:58,31.75,2020-02-17T11:06:59,32.3,2020-02-17T17:06:58,45,"33,480 MWh",8,"1,014,072 MWh","1,363",12,"8,928 MWh",5
2/17/2020,DEBM,2020-06,6/1/2020,6/30/2020,720 MWh,34.96,34.75,2020-02-17T15:22:05,34.75,2020-02-17T15:22:05,34.75,2020-02-17T15:22:05,34.75,2020-02-17T15:22:05,5,"3,600 MWh",1,"562,320 MWh",781,45,"32,400 MWh",7
2/17/2020,DEBM,2020-07,7/1/2020,7/31/2020,744 MWh,36.11,,,,,,,,,,,,"14,880 MWh",20,,,
2/17/2020,DEBM,2020-08,8/1/2020,8/31/2020,744 MWh,35.14,,,,,,,,,,,,,,,,
2/17/2020,DEBM,2020-09,9/1/2020,9/30/2020,720 MWh,38.8,,,,,,,,,,,,,,,,
2/17/2020,DEBM,2020-10,10/1/2020,10/31/2020,745 MWh,40.35,,,,,,,,,,,,,,,,
2/17/2020,DEBM,2020-11,11/1/2020,11/30/2020,720 MWh,44.91,,,,,,,,,,,,,,,,
2/14/2020,DEBM,2020-02,2/1/2020,2/29/2020,696 MWh,23.36,,,,,,,,,,,,"137,956,944 MWh","198,214",,,
2/14/2020,DEBM,2020-03,3/1/2020,3/31/2020,743 MWh,30.21,30.3,2020-02-14T08:18:23,30.55,2020-02-14T11:48:46,30.05,2020-02-14T15:26:36,30.3,2020-02-14T17:53:01,347,"257,821 MWh",73,"147,451,322 MWh","198,454",490,"364,070 MWh",81
2/14/2020,DEBM,2020-04,4/1/2020,4/30/2020,720 MWh,31.64,31.75,2020-02-14T08:41:33,31.95,2020-02-14T11:44:10,31.4,2020-02-14T09:38:18,31.85,2020-02-14T17:34:27,193,"138,960 MWh",41,"5,705,280 MWh","7,924",245,"176,400 MWh",41
2/14/2020,DEBM,2020-05,5/1/2020,5/31/2020,744 MWh,31.97,31.55,2020-02-14T09:45:34,32.15,2020-02-14T13:02:40,31.55,2020-02-14T09:45:34,31.8,2020-02-14T16:25:44,50,"37,200 MWh",12,"972,408 MWh","1,307",,,
2/14/2020,DEBM,2020-06,6/1/2020,6/30/2020,720 MWh,35,34.75,2020-02-14T09:16:26,34.75,2020-02-14T09:16:26,34.65,2020-02-14T09:54:53,34.65,2020-02-14T09:54:53,6,"4,320 MWh",2,"526,320 MWh",731,5,"3,600 MWh",1
2/14/2020,DEBM,2020-07,7/1/2020,7/31/2020,744 MWh,35.85,,,,,,,,,,,,"14,880 MWh",20,5,"3,720 MWh",1
2/14/2020,DEBM,2020-08,8/1/2020,8/31/2020,744 MWh,34.94,,,,,,,,,,,,,,,,
2/14/2020,DEBM,2020-09,9/1/2020,9/30/2020,720 MWh,38.58,,,,,,,,,,,,,,,,
2/14/2020,DEBM,2020-10,10/1/2020,10/31/2020,745 MWh,39.78,,,,,,,,,,,,,,,,
2/14/2020,DEBM,2020-11,11/1/2020,11/30/2020,720 MWh,44.27,,,,,,,,,,,,,,,,
2/13/2020,DEBM,2020-02,2/1/2020,2/29/2020,696 MWh,24.02,,,,,,,,,,,,"137,956,944 MWh","198,214",,,
2/13/2020,DEBM,2020-03,3/1/2020,3/31/2020,743 MWh,30.27,29.8,2020-02-13T08:34:19,30.45,2020-02-13T17:26:13,29.6,2020-02-13T09:11:40,30.4,2020-02-13T17:28:54,403,"299,429 MWh",77,"146,994,377 MWh","197,839",728,"540,904 MWh",117
2/13/2020,DEBM,2020-04,4/1/2020,4/30/2020,720 MWh,31.32,31,2020-02-13T08:38:27,31.7,2020-02-13T17:17:56,30.65,2020-02-13T10:39:45,31.7,2020-02-13T17:18:37,190,"136,800 MWh",53,"5,490,720 MWh","7,626",432,"311,040 MWh",59
2/13/2020,DEBM,2020-05,5/1/2020,5/31/2020,744 MWh,31.6,31.35,2020-02-13T08:42:13,31.65,2020-02-13T16:35:38,30.75,2020-02-13T09:43:48,31.65,2020-02-13T16:41:58,80,"59,520 MWh",21,"935,208 MWh","1,257",20,"14,880 MWh",4
2/13/2020,DEBM,2020-06,6/1/2020,6/30/2020,720 MWh,34.65,34,2020-02-13T09:39:24,34.7,2020-02-13T16:35:41,33.8,2020-02-13T10:15:47,34.7,2020-02-13T16:41:58,38,"27,360 MWh",9,"518,400 MWh",720,50,"36,000 MWh",1
2/13/2020,DEBM,2020-07,7/1/2020,7/31/2020,744 MWh,35.31,,,,,,,,,,,,"11,160 MWh",15,,,
2/13/2020,DEBM,2020-08,8/1/2020,8/31/2020,744 MWh,34.55,,,,,,,,,,,,,,,,
2/13/2020,DEBM,2020-09,9/1/2020,9/30/2020,720 MWh,38.24,,,,,,,,,,,,,,,,
2/13/2020,DEBM,2020-10,10/1/2020,10/31/2020,745 MWh,39.63,,,,,,,,,,,,,,,,
2/13/2020,DEBM,2020-11,11/1/2020,11/30/2020,720 MWh,44.11,,,,,,,,,,,,,,,,
2/12/2020,DEBM,2020-02,2/1/2020,2/29/2020,696 MWh,24.13,,,,,,,,,,,,"137,956,944 MWh","198,214",,,
2/12/2020,DEBM,2020-03,3/1/2020,3/31/2020,743 MWh,30.41,29.65,2020-02-12T08:24:44,30.55,2020-02-12T15:29:52,29.5,2020-02-12T08:33:42,30.1,2020-02-12T17:59:27,403,"299,429 MWh",79,"146,236,517 MWh","196,819",677,"503,011 MWh",94
2/12/2020,DEBM,2020-04,4/1/2020,4/30/2020,720 MWh,31.48,30.5,2020-02-12T08:33:40,31.6,2020-02-12T15:33:02,30.5,2020-02-12T08:33:40,31.2,2020-02-12T17:28:35,284,"204,480 MWh",74,"5,172,480 MWh","7,184",191,"137,520 MWh",20
2/12/2020,DEBM,2020-05,5/1/2020,5/31/2020,744 MWh,31.46,30.75,2020-02-12T08:59:50,31.45,2020-02-12T14:01:24,30.75,2020-02-12T08:59:50,31.1,2020-02-12T17:03:28,134,"99,696 MWh",24,"860,808 MWh","1,157",6,"4,464 MWh",1
2/12/2020,DEBM,2020-06,6/1/2020,6/30/2020,720 MWh,34.18,33.65,2020-02-12T09:06:54,34.1,2020-02-12T15:04:02,33.65,2020-02-12T09:06:54,34.1,2020-02-12T15:04:02,23,"16,560 MWh",6,"455,040 MWh",632,15,"10,800 MWh",2
2/12/2020,DEBM,2020-07,7/1/2020,7/31/2020,744 MWh,35,35,2020-02-12T17:15:49,35,2020-02-12T17:15:49,35,2020-02-12T17:15:49,35,2020-02-12T17:15:49,10,"7,440 MWh",1,"11,160 MWh",15,,,
2/12/2020,DEBM,2020-08,8/1/2020,8/31/2020,744 MWh,34.25,,,,,,,,,,,,,,,,
2/12/2020,DEBM,2020-09,9/1/2020,9/30/2020,720 MWh,37.91,,,,,,,,,,,,,,,,
2/12/2020,DEBM,2020-10,10/1/2020,10/31/2020,745 MWh,39.08,,,,,,,,,,,,,,,,
2/12/2020,DEBM,2020-11,11/1/2020,11/30/2020,720 MWh,43.84,,,,,,,,,,,,,,,,
2/11/2020,DEBM,2020-02,2/1/2020,2/29/2020,696 MWh,23.74,,,,,,,,,,,,"137,956,944 MWh","198,214",,,
2/11/2020,DEBM,2020-03,3/1/2020,3/31/2020,743 MWh,30.17,30.3,2020-02-11T08:11:21,30.35,2020-02-11T08:12:05,29.9,2020-02-11T08:31:17,30,2020-02-11T17:52:36,479,"355,897 MWh",83,"145,565,588 MWh","195,916","1,217","904,231 MWh",159
2/11/2020,DEBM,2020-04,4/1/2020,4/30/2020,720 MWh,31.16,30.5,2020-02-11T08:44:51,31.05,2020-02-11T16:24:12,30.5,2020-02-11T08:44:51,30.77,2020-02-11T17:43:07,166,"119,520 MWh",32,"4,872,960 MWh","6,768",47,"33,840 MWh",10
2/11/2020,DEBM,2020-05,5/1/2020,5/31/2020,744 MWh,31,30.7,2020-02-11T10:15:53,30.85,2020-02-11T13:48:07,30.7,2020-02-11T10:15:53,30.85,2020-02-11T17:00:16,27,"20,088 MWh",5,"764,088 MWh","1,027",,,
2/11/2020,DEBM,2020-06,6/1/2020,6/30/2020,720 MWh,33.67,33.7,2020-02-11T10:20:03,33.8,2020-02-11T14:04:48,33.7,2020-02-11T10:20:02,33.8,2020-02-11T14:04:48,38,"27,360 MWh",4,"427,680 MWh",594,20,"14,400 MWh",2
2/11/2020,DEBM,2020-07,7/1/2020,7/31/2020,744 MWh,34.6,,,,,,,,,,,,"3,720 MWh",5,,,
2/11/2020,DEBM,2020-08,8/1/2020,8/31/2020,744 MWh,33.68,,,,,,,,,,,,,,,,
2/11/2020,DEBM,2020-09,9/1/2020,9/30/2020,720 MWh,37.31,,,,,,,,,,,,,,,,
2/11/2020,DEBM,2020-10,10/1/2020,10/31/2020,745 MWh,38.48,,,,,,,,,,,,,,,,
2/11/2020,DEBM,2020-11,11/1/2020,11/30/2020,720 MWh,42.83,,,,,,,,,,,,,,,,
2/10/2020,DEBM,2020-02,2/1/2020,2/29/2020,696 MWh,22.98,,,,,,,,,,,,"137,956,944 MWh","198,214",,,
2/10/2020,DEBM,2020-03,3/1/2020,3/31/2020,743 MWh,29.85,30.3,2020-02-10T08:46:24,30.3,2020-02-10T08:46:24,29.75,2020-02-10T14:48:17,29.84,2020-02-10T17:38:51,462,"343,266 MWh",137,"144,834,476 MWh","194,932","1,518","1,127,874 MWh",212
2/10/2020,DEBM,2020-04,4/1/2020,4/30/2020,720 MWh,30.39,30.75,2020-02-10T08:50:29,30.75,2020-02-10T08:50:29,30.35,2020-02-10T15:47:37,30.5,2020-02-10T17:59:46,109,"78,480 MWh",29,"4,805,280 MWh","6,674",488,"351,360 MWh",45
2/10/2020,DEBM,2020-05,5/1/2020,5/31/2020,744 MWh,30.5,30.65,2020-02-10T09:14:33,30.8,2020-02-10T11:30:08,30.5,2020-02-10T14:38:28,30.5,2020-02-10T15:46:16,53,"39,432 MWh",10,"749,208 MWh","1,007",5,"3,720 MWh",1
2/10/2020,DEBM,2020-06,6/1/2020,6/30/2020,720 MWh,33.39,33.75,2020-02-10T11:30:08,33.75,2020-02-10T11:30:08,33.75,2020-02-10T11:30:08,33.75,2020-02-10T12:40:13,13,"9,360 MWh",3,"385,920 MWh",536,35,"25,200 MWh",5
2/10/2020,DEBM,2020-07,7/1/2020,7/31/2020,744 MWh,34,,,,,,,,,,,,"3,720 MWh",5,,,
2/10/2020,DEBM,2020-08,8/1/2020,8/31/2020,744 MWh,33.15,,,,,,,,,,,,,,,,
2/10/2020,DEBM,2020-09,9/1/2020,9/30/2020,720 MWh,36.77,,,,,,,,,,,,,,,,
2/10/2020,DEBM,2020-10,10/1/2020,10/31/2020,745 MWh,38.01,,,,,,,,,,,,,,,,
2/10/2020,DEBM,2020-11,11/1/2020,11/30/2020,720 MWh,42.3,,,,,,,,,,,,,,,,
2/7/2020,DEBM,2020-02,2/1/2020,2/29/2020,696 MWh,26.75,,,,,,,,,,,,"137,956,944 MWh","198,214",,,
2/7/2020,DEBM,2020-03,3/1/2020,3/31/2020,743 MWh,31.36,31.85,2020-02-07T08:37:48,32.05,2020-02-07T09:15:39,31.2,2020-02-07T16:44:48,31.2,2020-02-07T17:04:53,398,"295,714 MWh",79,"143,686,541 MWh","193,387","1,042","774,206 MWh",118
2/7/2020,DEBM,2020-04,4/1/2020,4/30/2020,720 MWh,31.6,32.1,2020-02-07T09:00:34,32.15,2020-02-07T09:07:36,31.4,2020-02-07T17:24:29,31.4,2020-02-07T17:24:29,228,"164,160 MWh",51,"4,379,040 MWh","6,082",327,"235,440 MWh",57
2/7/2020,DEBM,2020-05,5/1/2020,5/31/2020,744 MWh,31.52,31.25,2020-02-07T10:59:47,31.65,2020-02-07T12:59:10,31.25,2020-02-07T10:59:47,31.45,2020-02-07T14:36:43,35,"26,040 MWh",6,"706,056 MWh",949,10,"7,440 MWh",2
2/7/2020,DEBM,2020-06,6/1/2020,6/30/2020,720 MWh,34.35,34.35,2020-02-07T11:32:36,34.35,2020-02-07T11:32:36,34.35,2020-02-07T11:32:36,34.35,2020-02-07T11:32:36,5,"3,600 MWh",1,"352,080 MWh",489,5,"3,600 MWh",1
2/7/2020,DEBM,2020-07,7/1/2020,7/31/2020,744 MWh,34.97,,,,,,,,,,,,"3,720 MWh",5,,,
2/7/2020,DEBM,2020-08,8/1/2020,8/31/2020,744 MWh,34.1,,,,,,,,,,,,,,,,
2/7/2020,DEBM,2020-09,9/1/2020,9/30/2020,720 MWh,37.79,,,,,,,,,,,,,,,,
2/7/2020,DEBM,2020-10,10/1/2020,10/31/2020,745 MWh,38.72,,,,,,,,,,,,,,,,
2/7/2020,DEBM,2020-11,11/1/2020,11/30/2020,720 MWh,43.1,,,,,,,,,,,,,,,,
2/6/2020,DEBM,2020-02,2/1/2020,2/29/2020,696 MWh,27.91,,,,,,,,,,,,"137,956,944 MWh","198,214",,,
2/6/2020,DEBM,2020-03,3/1/2020,3/31/2020,743 MWh,31.95,32.65,2020-02-06T08:38:27,32.7,2020-02-06T09:03:42,31.8,2020-02-06T15:07:20,32.18,2020-02-06T17:54:10,397,"294,971 MWh",87,"143,063,907 MWh","192,549","1,217","904,231 MWh",173
2/6/2020,DEBM,2020-04,4/1/2020,4/30/2020,720 MWh,32.07,32.7,2020-02-06T08:29:42,32.7,2020-02-06T08:29:42,31.85,2020-02-06T14:46:28,32.25,2020-02-06T17:01:51,136,"97,920 MWh",23,"3,983,040 MWh","5,532",512,"368,640 MWh",48
2/6/2020,DEBM,2020-05,5/1/2020,5/31/2020,744 MWh,31.55,31.8,2020-02-06T09:41:24,31.8,2020-02-06T09:41:24,31.3,2020-02-06T14:30:46,31.5,2020-02-06T17:13:06,45,"33,480 MWh",8,"672,576 MWh",904,32,"23,808 MWh",5
2/6/2020,DEBM,2020-06,6/1/2020,6/30/2020,720 MWh,34.28,34.5,2020-02-06T16:28:56,34.5,2020-02-06T16:28:56,34.4,2020-02-06T16:31:20,34.4,2020-02-06T16:31:20,7,"5,040 MWh",2,"344,880 MWh",479,7,"5,040 MWh",1
2/6/2020,DEBM,2020-07,7/1/2020,7/31/2020,744 MWh,34.79,,,,,,,,,,,,"3,720 MWh",5,5,"3,720 MWh",1
2/6/2020,DEBM,2020-08,8/1/2020,8/31/2020,744 MWh,33.92,,,,,,,,,,,,,,,,
2/6/2020,DEBM,2020-09,9/1/2020,9/30/2020,720 MWh,37.62,,,,,,,,,,,,,,,,
2/6/2020,DEBM,2020-10,10/1/2020,10/31/2020,745 MWh,38.58,,,,,,,,,,,,,,,,
2/6/2020,DEBM,2020-11,11/1/2020,11/30/2020,720 MWh,42.94,,,,,,,,,,,,,,,,
2/5/2020,DEBM,2020-02,2/1/2020,2/29/2020,696 MWh,28.05,,,,,,,,,,,,"137,956,944 MWh","198,214",,,
2/5/2020,DEBM,2020-03,3/1/2020,3/31/2020,743 MWh,32.36,32.25,2020-02-05T08:21:03,32.6,2020-02-05T17:36:04,31.85,2020-02-05T09:19:18,32.5,2020-02-05T17:50:57,469,"348,467 MWh",80,"142,105,437 MWh","191,259","1,626","1,208,118 MWh",194
2/5/2020,DEBM,2020-04,4/1/2020,4/30/2020,720 MWh,32.56,32.2,2020-02-05T08:47:11,32.65,2020-02-05T16:48:12,32.1,2020-02-05T09:31:44,32.65,2020-02-05T16:48:12,117,"84,240 MWh",29,"3,533,760 MWh","4,908",371,"267,120 MWh",54
2/5/2020,DEBM,2020-05,5/1/2020,5/31/2020,744 MWh,31.88,31.8,2020-02-05T10:34:06,32,2020-02-05T16:09:04,31.65,2020-02-05T12:18:58,31.9,2020-02-05T16:48:16,48,"35,712 MWh",7,"615,288 MWh",827,25,"18,600 MWh",5
2/5/2020,DEBM,2020-06,6/1/2020,6/30/2020,720 MWh,34.58,34.4,2020-02-05T10:23:09,34.5,2020-02-05T10:33:19,34.3,2020-02-05T13:38:58,34.5,2020-02-05T14:24:07,27,"19,440 MWh",6,"334,800 MWh",465,25,"18,000 MWh",5
2/5/2020,DEBM,2020-07,7/1/2020,7/31/2020,744 MWh,35.2,,,,,,,,,,,,,,,,
2/5/2020,DEBM,2020-08,8/1/2020,8/31/2020,744 MWh,34.27,,,,,,,,,,,,,,,,
2/5/2020,DEBM,2020-09,9/1/2020,9/30/2020,720 MWh,38.05,,,,,,,,,,,,,,,,
2/5/2020,DEBM,2020-10,10/1/2020,10/31/2020,745 MWh,39.06,,,,,,,,,,,,,,,,
2/5/2020,DEBM,2020-11,11/1/2020,11/30/2020,720 MWh,43.47,,,,,,,,,,,,,,,,
2/4/2020,DEBM,2020-02,2/1/2020,2/29/2020,696 MWh,28.48,,,,,,,,,,,,"139,206,960 MWh","200,010",,,
2/4/2020,DEBM,2020-03,3/1/2020,3/31/2020,743 MWh,32.01,31.85,2020-02-04T08:38:31,32.1,2020-02-04T15:10:48,31.65,2020-02-04T12:21:41,32.04,2020-02-04T16:01:17,341,"253,363 MWh",67,"140,912,922 MWh","189,654","1,399","1,039,457 MWh",158
2/4/2020,DEBM,2020-04,4/1/2020,4/30/2020,720 MWh,32.28,31.9,2020-02-04T08:42:20,32.5,2020-02-04T17:45:36,31.85,2020-02-04T12:24:53,32.5,2020-02-04T17:45:36,143,"102,960 MWh",32,"3,272,400 MWh","4,545",304,"218,880 MWh",41
2/4/2020,DEBM,2020-05,5/1/2020,5/31/2020,744 MWh,31.45,31.35,2020-02-04T09:09:16,31.6,2020-02-04T16:37:13,31.35,2020-02-04T09:09:16,31.6,2020-02-04T16:37:13,85,"63,240 MWh",11,"560,976 MWh",754,40,"29,760 MWh",2
2/4/2020,DEBM,2020-06,6/1/2020,6/30/2020,720 MWh,34.33,34,2020-02-04T09:20:35,34,2020-02-04T09:20:35,33.95,2020-02-04T12:05:42,34,2020-02-04T13:56:36,19,"13,680 MWh",3,"300,960 MWh",418,30,"21,600 MWh",2
2/4/2020,DEBM,2020-07,7/1/2020,7/31/2020,744 MWh,34.64,,,,,,,,,,,,,,,,
2/4/2020,DEBM,2020-08,8/1/2020,8/31/2020,744 MWh,33.77,,,,,,,,,,,,,,,,
2/4/2020,DEBM,2020-09,9/1/2020,9/30/2020,720 MWh,37.49,,,,,,,,,,,,,,,,
2/4/2020,DEBM,2020-10,10/1/2020,10/31/2020,745 MWh,38.39,,,,,,,,,,,,,,,,
2/4/2020,DEBM,2020-11,11/1/2020,11/30/2020,720 MWh,42.72,,,,,,,,,,,,,,,,
2/3/2020,DEBM,2020-02,2/1/2020,2/29/2020,696 MWh,29.03,,,,,,,,,,,,"139,209,744 MWh","200,014",,,
2/3/2020,DEBM,2020-03,3/1/2020,3/31/2020,743 MWh,32.15,32.5,2020-02-03T08:54:16,32.5,2020-02-03T08:54:16,32,2020-02-03T17:03:31,32.05,2020-02-03T17:43:36,335,"248,905 MWh",76,"139,973,770 MWh","188,390",922,"685,046 MWh",120
2/3/2020,DEBM,2020-04,4/1/2020,4/30/2020,720 MWh,32.1,32.53,2020-02-03T09:30:41,32.53,2020-02-03T09:30:41,32.05,2020-02-03T15:43:46,32.05,2020-02-03T17:52:36,117,"84,240 MWh",23,"2,997,360 MWh","4,163",608,"437,760 MWh",68
2/3/2020,DEBM,2020-05,5/1/2020,5/31/2020,744 MWh,31.57,31.8,2020-02-03T08:35:02,31.8,2020-02-03T08:35:02,31.1,2020-02-03T17:37:51,31.1,2020-02-03T17:37:51,32,"23,808 MWh",8,"471,696 MWh",634,90,"66,960 MWh",7
2/3/2020,DEBM,2020-06,6/1/2020,6/30/2020,720 MWh,34.01,34.25,2020-02-03T12:46:16,34.25,2020-02-03T12:46:16,34.21,2020-02-03T14:44:26,34.21,2020-02-03T14:44:26,10,"7,200 MWh",2,"269,280 MWh",374,,,
2/3/2020,DEBM,2020-07,7/1/2020,7/31/2020,744 MWh,34.46,,,,,,,,,,,,,,,,
2/3/2020,DEBM,2020-08,8/1/2020,8/31/2020,744 MWh,33.58,,,,,,,,,,,,,,,,
2/3/2020,DEBM,2020-09,9/1/2020,9/30/2020,720 MWh,37.49,,,,,,,,,,,,,,,,
2/3/2020,DEBM,2020-10,10/1/2020,10/31/2020,745 MWh,38.2,,,,,,,,,,,,,,,,
2/3/2020,DEBM,2020-11,11/1/2020,11/30/2020,720 MWh,42.51,,,,,,,,,,,,,,,,
1/31/2020,DEBM,2020-02,2/1/2020,2/29/2020,696 MWh,31,31.36,2020-01-31T08:22:53,31.36,2020-01-31T08:22:53,31,2020-01-31T11:22:00,31,2020-01-31T16:21:00,289,"201,144 MWh",35,"139,210,440 MWh","200,015",780,"542,880 MWh",43
1/31/2020,DEBM,2020-03,3/1/2020,3/31/2020,743 MWh,33,32.8,2020-01-31T09:22:39,33.2,2020-01-31T15:10:35,32.7,2020-01-31T11:46:33,33.1,2020-01-31T17:01:49,234,"173,862 MWh",66,"139,255,289 MWh","187,423",611,"453,973 MWh",77
1/31/2020,DEBM,2020-04,4/1/2020,4/30/2020,720 MWh,32.95,32.65,2020-01-31T09:38:04,32.9,2020-01-31T14:28:01,32.65,2020-01-31T09:38:04,32.85,2020-01-31T17:32:59,44,"31,680 MWh",9,"2,497,680 MWh","3,469",10,"7,200 MWh",2
1/31/2020,DEBM,2020-05,5/1/2020,5/31/2020,744 MWh,32.51,32.1,2020-01-31T10:57:10,32.2,2020-01-31T13:32:35,32.1,2020-01-31T10:57:10,32.2,2020-01-31T13:32:35,20,"14,880 MWh",4,"388,368 MWh",522,,,
1/31/2020,DEBM,2020-06,6/1/2020,6/30/2020,720 MWh,34.99,,,,,,,,,,,,"262,080 MWh",364,5,"3,600 MWh",1
1/31/2020,DEBM,2020-07,7/1/2020,7/31/2020,744 MWh,35.53,,,,,,,,,,,,,,,,
1/31/2020,DEBM,2020-08,8/1/2020,8/31/2020,744 MWh,34.34,,,,,,,,,,,,,,,,
1/31/2020,DEBM,2020-09,9/1/2020,9/30/2020,720 MWh,38.42,,,,,,,,,,,,,,,,
1/31/2020,DEBM,2020-10,10/1/2020,10/31/2020,745 MWh,39.15,,,,,,,,,,,,,,,,
1/31/2020,DEBM,2020-11,11/1/2020,11/30/2020,720 MWh,43.58,,,,,,,,,,,,,,,,
1/30/2020,DEBM,2020-01,1/1/2020,1/31/2020,744 MWh,35.03,,,,,,,,,,,,"141,183,672 MWh","189,763",,,
1/30/2020,DEBM,2020-02,2/1/2020,2/29/2020,696 MWh,32.06,32.55,2020-01-30T08:36:21,32.65,2020-01-30T08:47:30,32,2020-01-30T13:16:20,32,2020-01-30T17:30:49,165,"114,840 MWh",38,"138,532,536 MWh","199,041",640,"445,440 MWh",55
1/30/2020,DEBM,2020-03,3/1/2020,3/31/2020,743 MWh,33.24,33.5,2020-01-30T08:10:30,33.5,2020-01-30T08:10:30,32.95,2020-01-30T13:26:44,33.05,2020-01-30T17:24:52,698,"518,614 MWh",157,"138,796,115 MWh","186,805",370,"274,910 MWh",63
1/30/2020,DEBM,2020-04,4/1/2020,4/30/2020,720 MWh,33.15,33.25,2020-01-30T11:14:52,33.25,2020-01-30T11:14:52,32.8,2020-01-30T17:03:30,32.8,2020-01-30T17:03:30,119,"85,680 MWh",18,"2,463,840 MWh","3,422",120,"86,400 MWh",16
1/30/2020,DEBM,2020-05,5/1/2020,5/31/2020,744 MWh,32.46,32.5,2020-01-30T09:44:11,32.78,2020-01-30T10:03:16,32.5,2020-01-30T09:44:11,32.5,2020-01-30T15:04:39,48,"35,712 MWh",11,"373,488 MWh",502,20,"14,880 MWh",4
1/30/2020,DEBM,2020-06,6/1/2020,6/30/2020,720 MWh,34.95,,,,,,,,,,,,"258,480 MWh",359,40,"28,800 MWh",5
1/30/2020,DEBM,2020-07,7/1/2020,7/31/2020,744 MWh,35.7,,,,,,,,,,,,,,,,
1/30/2020,DEBM,2020-08,8/1/2020,8/31/2020,744 MWh,34.51,,,,,,,,,,,,,,,,
1/30/2020,DEBM,2020-09,9/1/2020,9/30/2020,720 MWh,38.59,,,,,,,,,,,,,,,,
1/30/2020,DEBM,2020-10,10/1/2020,10/31/2020,745 MWh,39.39,,,,,,,,,,,,,,,,
1/29/2020,DEBM,2020-01,1/1/2020,1/31/2020,744 MWh,35.15,,,,,,,,,,,,"141,183,672 MWh","189,763",,,
1/29/2020,DEBM,2020-02,2/1/2020,2/29/2020,696 MWh,34.05,35.7,2020-01-29T08:00:00,35.7,2020-01-29T08:00:00,33.5,2020-01-29T17:05:46,33.55,2020-01-29T17:12:05,675,"469,800 MWh",164,"138,220,032 MWh","198,592",751,"522,696 MWh",109
1/29/2020,DEBM,2020-03,3/1/2020,3/31/2020,743 MWh,34.5,35.6,2020-01-29T08:15:56,35.6,2020-01-29T08:15:56,34,2020-01-29T17:29:25,34.1,2020-01-29T17:50:07,565,"419,795 MWh",126,"138,183,883 MWh","185,981",814,"604,802 MWh",115
1/29/2020,DEBM,2020-04,4/1/2020,4/30/2020,720 MWh,34.12,34.75,2020-01-29T08:21:04,34.75,2020-01-29T08:21:04,33.7,2020-01-29T17:50:51,33.7,2020-01-29T17:55:33,232,"167,040 MWh",61,"2,294,640 MWh","3,187",327,"235,440 MWh",48
1/29/2020,DEBM,2020-05,5/1/2020,5/31/2020,744 MWh,33.42,33.85,2020-01-29T08:42:48,33.85,2020-01-29T08:42:48,33,2020-01-29T17:22:36,33,2020-01-29T17:22:36,25,"18,600 MWh",5,"326,616 MWh",439,10,"7,440 MWh",2
1/29/2020,DEBM,2020-06,6/1/2020,6/30/2020,720 MWh,35.91,36.5,2020-01-29T08:24:55,36.5,2020-01-29T08:24:55,36.5,2020-01-29T08:24:55,36.5,2020-01-29T09:13:38,7,"5,040 MWh",2,"229,680 MWh",319,,,
1/29/2020,DEBM,2020-07,7/1/2020,7/31/2020,744 MWh,36.56,,,,,,,,,,,,,,,,
1/29/2020,DEBM,2020-08,8/1/2020,8/31/2020,744 MWh,35.34,,,,,,,,,,,,,,,,
