Trading Day,Product,Maturity,Delivery Start,Delivery End,Lot Size,Settlement Price,Open Price,Timestamp Open Price ,High Price,Timestamp High Price,Low Price,Timestamp Low Price,Last  Price,Timestamp Last Price,Traded Lots,Traded Volume,Number of Trades,Open Interest Volume (prev. day),Open Interest Lots (prev. day),Traded Lots,Traded Volume,Number of Trades
6/25/2019,DEBM,2019-12,12/1/2019,12/31/2019,744 MWh,47.62,,,,,,,,,,,,"10,416 MWh",14,,,
6/25/2019,DEBM,2020-01,1/1/2020,1/31/2020,744 MWh,54.39,,,,,,,,,,,,,,,,
6/25/2019,DEBM,2020-02,2/1/2020,2/29/2020,696 MWh,53.73,,,,,,,,,,,,,,,,
6/25/2019,DEBM,2020-03,3/1/2020,3/31/2020,743 MWh,46.9,,,,,,,,,,,,,,,,
6/24/2019,DEBM,2019-06,6/1/2019,6/30/2019,720 MWh,32.72,,,,,,,,,,,,"117,203,760 MWh","162,783",,,
6/24/2019,DEBM,2019-07,7/1/2019,7/31/2019,744 MWh,37.91,37.25,2019-06-24T08:45:48,38,2019-06-24T16:46:32,37.25,2019-06-24T08:45:48,37.75,2019-06-24T17:49:37,255,"189,720 MWh",73,"10,543,224 MWh","14,171",510,"379,440 MWh",68
6/24/2019,DEBM,2019-08,8/1/2019,8/31/2019,744 MWh,38.01,37.7,2019-06-24T09:02:54,38,2019-06-24T15:57:05,37.7,2019-06-24T09:02:54,38,2019-06-24T16:00:05,39,"29,016 MWh",9,"3,600,960 MWh","4,840",175,"130,200 MWh",20
6/24/2019,DEBM,2019-09,9/1/2019,9/30/2019,720 MWh,41.55,41.3,2019-06-24T14:36:32,41.45,2019-06-24T16:26:56,41.3,2019-06-24T14:36:32,41.45,2019-06-24T16:33:43,18,"12,960 MWh",6,"1,576,800 MWh","2,190",6,"4,320 MWh",2
6/24/2019,DEBM,2019-10,10/1/2019,10/31/2019,745 MWh,43.61,43.15,2019-06-24T09:45:56,43.5,2019-06-24T10:15:02,43.15,2019-06-24T09:45:56,43.5,2019-06-24T10:15:02,15,"11,175 MWh",3,"55,875 MWh",75,,,
6/24/2019,DEBM,2019-11,11/1/2019,11/30/2019,720 MWh,51.09,,,,,,,,,,,,"5,760 MWh",8,,,
6/24/2019,DEBM,2019-12,12/1/2019,12/31/2019,744 MWh,47.96,,,,,,,,,,,,"10,416 MWh",14,,,
6/24/2019,DEBM,2020-01,1/1/2020,1/31/2020,744 MWh,54.28,,,,,,,,,,,,,,,,
6/24/2019,DEBM,2020-02,2/1/2020,2/29/2020,696 MWh,53.61,,,,,,,,,,,,,,,,
6/24/2019,DEBM,2020-03,3/1/2020,3/31/2020,743 MWh,46.79,,,,,,,,,,,,,,,,
6/21/2019,DEBM,2019-06,6/1/2019,6/30/2019,720 MWh,33.16,,,,,,,,,,,,"117,248,400 MWh","162,845",,,
6/21/2019,DEBM,2019-07,7/1/2019,7/31/2019,744 MWh,37.22,36.7,2019-06-21T08:53:24,37.2,2019-06-21T16:30:53,36.35,2019-06-21T09:18:42,37,2019-06-21T17:58:41,137,"101,928 MWh",43,"10,295,472 MWh","13,838",349,"259,656 MWh",59
6/21/2019,DEBM,2019-08,8/1/2019,8/31/2019,744 MWh,36.98,36.75,2019-06-21T09:06:02,37.15,2019-06-21T17:14:00,36.6,2019-06-21T09:36:49,37.15,2019-06-21T17:14:00,66,"49,104 MWh",16,"3,455,136 MWh","4,644",142,"105,648 MWh",12
6/21/2019,DEBM,2019-09,9/1/2019,9/30/2019,720 MWh,40.62,40.75,2019-06-21T09:51:06,40.75,2019-06-21T09:51:06,40.45,2019-06-21T10:29:08,40.5,2019-06-21T17:06:11,33,"23,760 MWh",6,"1,524,240 MWh","2,117",40,"28,800 MWh",6
6/21/2019,DEBM,2019-10,10/1/2019,10/31/2019,745 MWh,42.52,42.5,2019-06-21T13:29:39,42.5,2019-06-21T13:29:39,42.5,2019-06-21T13:29:39,42.5,2019-06-21T13:29:39,10,"7,450 MWh",1,"48,425 MWh",65,,,
6/21/2019,DEBM,2019-11,11/1/2019,11/30/2019,720 MWh,49.51,,,,,,,,,,,,"5,760 MWh",8,,,
6/21/2019,DEBM,2019-12,12/1/2019,12/31/2019,744 MWh,45.94,,,,,,,,,,,,"10,416 MWh",14,,,
6/21/2019,DEBM,2020-01,1/1/2020,1/31/2020,744 MWh,52.66,,,,,,,,,,,,,,,,
6/21/2019,DEBM,2020-02,2/1/2020,2/29/2020,696 MWh,52.01,,,,,,,,,,,,,,,,
6/21/2019,DEBM,2020-03,3/1/2020,3/31/2020,743 MWh,45.39,,,,,,,,,,,,,,,,
6/20/2019,DEBM,2019-06,6/1/2019,6/30/2019,720 MWh,33.17,,,,,,,,,,,,"117,248,400 MWh","162,845",,,
6/20/2019,DEBM,2019-07,7/1/2019,7/31/2019,744 MWh,36.29,36.6,2019-06-20T08:51:57,36.8,2019-06-20T10:00:21,36.2,2019-06-20T14:54:19,36.5,2019-06-20T17:04:35,119,"88,536 MWh",44,"9,964,392 MWh","13,393",414,"308,016 MWh",31
6/20/2019,DEBM,2019-08,8/1/2019,8/31/2019,744 MWh,36.75,36.8,2019-06-20T09:29:13,37,2019-06-20T17:06:31,36.65,2019-06-20T14:33:18,37,2019-06-20T17:06:31,55,"40,920 MWh",24,"3,270,624 MWh","4,396",238,"177,072 MWh",37
6/20/2019,DEBM,2019-09,9/1/2019,9/30/2019,720 MWh,40.41,40.75,2019-06-20T11:12:12,40.8,2019-06-20T11:12:30,40.6,2019-06-20T13:17:42,40.6,2019-06-20T13:17:42,12,"8,640 MWh",3,"1,512,000 MWh","2,100",5,"3,600 MWh",1
6/20/2019,DEBM,2019-10,10/1/2019,10/31/2019,745 MWh,42.29,,,,,,,,,,,,"48,425 MWh",65,,,
6/20/2019,DEBM,2019-11,11/1/2019,11/30/2019,720 MWh,48.52,,,,,,,,,,,,"5,760 MWh",8,,,
6/20/2019,DEBM,2019-12,12/1/2019,12/31/2019,744 MWh,45.49,,,,,,,,,,,,"10,416 MWh",14,,,
6/20/2019,DEBM,2020-01,1/1/2020,1/31/2020,744 MWh,52.05,,,,,,,,,,,,,,,,
6/20/2019,DEBM,2020-02,2/1/2020,2/29/2020,696 MWh,51.41,,,,,,,,,,,,,,,,
6/20/2019,DEBM,2020-03,3/1/2020,3/31/2020,743 MWh,44.87,,,,,,,,,,,,,,,,
6/19/2019,DEBM,2019-06,6/1/2019,6/30/2019,720 MWh,33.32,,,,,,,,,,,,"117,248,400 MWh","162,845",,,
6/19/2019,DEBM,2019-07,7/1/2019,7/31/2019,744 MWh,36.87,37,2019-06-19T08:25:02,37.35,2019-06-19T09:36:29,36.75,2019-06-19T17:26:41,36.75,2019-06-19T17:26:41,213,"158,472 MWh",63,"9,488,232 MWh","12,753",522,"388,368 MWh",62
6/19/2019,DEBM,2019-08,8/1/2019,8/31/2019,744 MWh,37.2,37.3,2019-06-19T08:27:59,37.6,2019-06-19T11:28:59,37,2019-06-19T17:18:55,37,2019-06-19T17:18:55,93,"69,192 MWh",47,"3,092,808 MWh","4,157",171,"127,224 MWh",16
6/19/2019,DEBM,2019-09,9/1/2019,9/30/2019,720 MWh,40.64,41,2019-06-19T10:56:23,41.1,2019-06-19T11:57:25,40.6,2019-06-19T16:14:13,40.65,2019-06-19T17:18:41,20,"14,400 MWh",6,"1,411,200 MWh","1,960",120,"86,400 MWh",3
6/19/2019,DEBM,2019-10,10/1/2019,10/31/2019,745 MWh,42.56,42.75,2019-06-19T15:22:35,42.75,2019-06-19T15:22:35,42.75,2019-06-19T15:22:35,42.75,2019-06-19T15:22:35,5,"3,725 MWh",1,"37,250 MWh",50,10,"7,450 MWh",1
6/19/2019,DEBM,2019-11,11/1/2019,11/30/2019,720 MWh,49.24,,,,,,,,,,,,"5,760 MWh",8,,,
6/19/2019,DEBM,2019-12,12/1/2019,12/31/2019,744 MWh,45.8,,,,,,,,,,,,"6,696 MWh",9,5,"3,720 MWh",1
6/19/2019,DEBM,2020-01,1/1/2020,1/31/2020,744 MWh,52.13,,,,,,,,,,,,,,,,
6/19/2019,DEBM,2020-02,2/1/2020,2/29/2020,696 MWh,51.49,,,,,,,,,,,,,,,,
6/19/2019,DEBM,2020-03,3/1/2020,3/31/2020,743 MWh,44.94,,,,,,,,,,,,,,,,
6/18/2019,DEBM,2019-06,6/1/2019,6/30/2019,720 MWh,33.29,,,,,,,,,,,,"117,248,400 MWh","162,845",,,
6/18/2019,DEBM,2019-07,7/1/2019,7/31/2019,744 MWh,37.14,36.9,2019-06-18T09:24:11,37.3,2019-06-18T13:37:41,36.75,2019-06-18T17:40:05,36.75,2019-06-18T17:53:46,196,"145,824 MWh",54,"9,070,104 MWh","12,191",453,"337,032 MWh",61
6/18/2019,DEBM,2019-08,8/1/2019,8/31/2019,744 MWh,37.8,37.65,2019-06-18T11:17:37,37.75,2019-06-18T14:32:09,37.2,2019-06-18T17:54:02,37.2,2019-06-18T17:54:02,48,"35,712 MWh",14,"2,890,440 MWh","3,885",244,"181,536 MWh",28
6/18/2019,DEBM,2019-09,9/1/2019,9/30/2019,720 MWh,41.27,41.18,2019-06-18T11:26:04,41.18,2019-06-18T11:26:04,41.05,2019-06-18T15:19:01,41.05,2019-06-18T15:19:01,9,"6,480 MWh",5,"1,393,200 MWh","1,935",17,"12,240 MWh",4
6/18/2019,DEBM,2019-10,10/1/2019,10/31/2019,745 MWh,43.56,,,,,,,,,,,,"37,250 MWh",50,,,
6/18/2019,DEBM,2019-11,11/1/2019,11/30/2019,720 MWh,50.11,50.25,2019-06-18T16:24:30,50.25,2019-06-18T16:24:30,50.25,2019-06-18T16:24:30,50.25,2019-06-18T16:24:30,3,"2,160 MWh",1,"3,600 MWh",5,,,
6/18/2019,DEBM,2019-12,12/1/2019,12/31/2019,744 MWh,46.78,,,,,,,,,,,,"6,696 MWh",9,,,
6/18/2019,DEBM,2020-01,1/1/2020,1/31/2020,744 MWh,53.07,,,,,,,,,,,,,,,,
6/18/2019,DEBM,2020-02,2/1/2020,2/29/2020,696 MWh,52.42,,,,,,,,,,,,,,,,
6/18/2019,DEBM,2020-03,3/1/2020,3/31/2020,743 MWh,45.77,,,,,,,,,,,,,,,,
6/17/2019,DEBM,2019-06,6/1/2019,6/30/2019,720 MWh,33.01,,,,,,,,,,,,"117,248,400 MWh","162,845",,,
6/17/2019,DEBM,2019-07,7/1/2019,7/31/2019,744 MWh,37.23,37,2019-06-17T08:14:15,37.4,2019-06-17T17:00:53,36.8,2019-06-17T08:16:42,37.15,2019-06-17T17:46:37,193,"143,592 MWh",60,"8,488,296 MWh","11,409",627,"466,488 MWh",99
6/17/2019,DEBM,2019-08,8/1/2019,8/31/2019,744 MWh,37.83,37.7,2019-06-17T10:27:23,38.05,2019-06-17T17:00:53,37.65,2019-06-17T10:41:04,38.05,2019-06-17T17:00:53,42,"31,248 MWh",12,"2,763,216 MWh","3,714",139,"103,416 MWh",24
6/17/2019,DEBM,2019-09,9/1/2019,9/30/2019,720 MWh,41.39,41,2019-06-17T11:18:57,41.3,2019-06-17T15:42:03,41,2019-06-17T11:18:57,41.3,2019-06-17T17:50:18,8,"5,760 MWh",3,"1,340,640 MWh","1,862",65,"46,800 MWh",13
6/17/2019,DEBM,2019-10,10/1/2019,10/31/2019,745 MWh,43.89,,,,,,,,,,,,"37,250 MWh",50,,,
6/17/2019,DEBM,2019-11,11/1/2019,11/30/2019,720 MWh,50.33,,,,,,,,,,,,"3,600 MWh",5,,,
6/17/2019,DEBM,2019-12,12/1/2019,12/31/2019,744 MWh,47.48,,,,,,,,,,,,"6,696 MWh",9,,,
6/17/2019,DEBM,2020-01,1/1/2020,1/31/2020,744 MWh,52.96,,,,,,,,,,,,,,,,
6/17/2019,DEBM,2020-02,2/1/2020,2/29/2020,696 MWh,52.31,,,,,,,,,,,,,,,,
6/17/2019,DEBM,2020-03,3/1/2020,3/31/2020,743 MWh,45.67,,,,,,,,,,,,,,,,
6/14/2019,DEBM,2019-06,6/1/2019,6/30/2019,720 MWh,33.29,,,,,,,,,,,,"117,248,400 MWh","162,845",,,
6/14/2019,DEBM,2019-07,7/1/2019,7/31/2019,744 MWh,37.46,37.5,2019-06-14T08:41:55,37.65,2019-06-14T16:50:59,37.2,2019-06-14T11:26:23,37.5,2019-06-14T17:32:46,431,"320,664 MWh",102,"8,023,296 MWh","10,784",544,"404,736 MWh",77
6/14/2019,DEBM,2019-08,8/1/2019,8/31/2019,744 MWh,37.97,37.8,2019-06-14T09:45:51,38.15,2019-06-14T15:57:32,37.7,2019-06-14T11:26:35,38.1,2019-06-14T16:00:00,19,"14,136 MWh",6,"2,737,920 MWh","3,680",15,"11,160 MWh",1
6/14/2019,DEBM,2019-09,9/1/2019,9/30/2019,720 MWh,41.39,41.4,2019-06-14T09:48:23,41.45,2019-06-14T16:28:21,41.15,2019-06-14T10:21:58,41.45,2019-06-14T16:28:21,42,"30,240 MWh",9,"1,308,960 MWh","1,818",45,"32,400 MWh",2
6/14/2019,DEBM,2019-10,10/1/2019,10/31/2019,745 MWh,43.85,,,,,,,,,,,,"37,250 MWh",50,,,
6/14/2019,DEBM,2019-11,11/1/2019,11/30/2019,720 MWh,50.5,,,,,,,,,,,,"3,600 MWh",5,,,
6/14/2019,DEBM,2019-12,12/1/2019,12/31/2019,744 MWh,47.47,,,,,,,,,,,,"6,696 MWh",9,,,
6/14/2019,DEBM,2020-01,1/1/2020,1/31/2020,744 MWh,52.98,,,,,,,,,,,,,,,,
6/14/2019,DEBM,2020-02,2/1/2020,2/29/2020,696 MWh,52.33,,,,,,,,,,,,,,,,
6/14/2019,DEBM,2020-03,3/1/2020,3/31/2020,743 MWh,45.68,,,,,,,,,,,,,,,,
6/13/2019,DEBM,2019-06,6/1/2019,6/30/2019,720 MWh,33.55,,,,,,,,,,,,"117,248,400 MWh","162,845",,,
6/13/2019,DEBM,2019-07,7/1/2019,7/31/2019,744 MWh,38.13,38.15,2019-06-13T08:00:04,38.35,2019-06-13T14:15:05,37.89,2019-06-13T10:50:03,38.08,2019-06-13T17:20:40,113,"84,072 MWh",41,"7,782,240 MWh","10,460",231,"171,864 MWh",47
6/13/2019,DEBM,2019-08,8/1/2019,8/31/2019,744 MWh,38.22,37.88,2019-06-13T10:27:17,38.4,2019-06-13T14:26:34,37.8,2019-06-13T10:27:31,38.05,2019-06-13T17:34:20,78,"58,032 MWh",23,"2,647,152 MWh","3,558",48,"35,712 MWh",12
6/13/2019,DEBM,2019-09,9/1/2019,9/30/2019,720 MWh,41.72,41.45,2019-06-13T10:14:20,41.95,2019-06-13T15:09:12,41.4,2019-06-13T10:27:27,41.8,2019-06-13T17:17:41,40,"28,800 MWh",8,"1,272,960 MWh","1,768",15,"10,800 MWh",2
6/13/2019,DEBM,2019-10,10/1/2019,10/31/2019,745 MWh,44.61,,,,,,,,,,,,"33,525 MWh",45,5,"3,725 MWh",1
6/13/2019,DEBM,2019-11,11/1/2019,11/30/2019,720 MWh,50.7,,,,,,,,,,,,"3,600 MWh",5,,,
6/13/2019,DEBM,2019-12,12/1/2019,12/31/2019,744 MWh,47.74,,,,,,,,,,,,"2,976 MWh",4,5,"3,720 MWh",1
6/13/2019,DEBM,2020-01,1/1/2020,1/31/2020,744 MWh,53.36,,,,,,,,,,,,,,,,
6/13/2019,DEBM,2020-02,2/1/2020,2/29/2020,696 MWh,52.71,,,,,,,,,,,,,,,,
6/13/2019,DEBM,2020-03,3/1/2020,3/31/2020,743 MWh,46.01,,,,,,,,,,,,,,,,
6/12/2019,DEBM,2019-06,6/1/2019,6/30/2019,720 MWh,33.42,,,,,,,,,,,,"117,248,400 MWh","162,845",,,
6/12/2019,DEBM,2019-07,7/1/2019,7/31/2019,744 MWh,37.97,38.4,2019-06-12T08:28:40,38.4,2019-06-12T08:28:40,37.9,2019-06-12T11:58:35,38,2019-06-12T17:45:22,113,"84,072 MWh",38,"7,437,024 MWh","9,996",513,"381,672 MWh",55
6/12/2019,DEBM,2019-08,8/1/2019,8/31/2019,744 MWh,37.88,38.1,2019-06-12T09:21:42,38.1,2019-06-12T09:21:42,37.85,2019-06-12T12:19:41,37.85,2019-06-12T17:25:33,25,"18,600 MWh",9,"2,466,360 MWh","3,315",235,"174,840 MWh",21
6/12/2019,DEBM,2019-09,9/1/2019,9/30/2019,720 MWh,41.27,41.5,2019-06-12T09:31:29,41.5,2019-06-12T09:31:29,41.3,2019-06-12T10:21:00,41.35,2019-06-12T12:19:45,9,"6,480 MWh",4,"1,262,880 MWh","1,754",5,"3,600 MWh",1
6/12/2019,DEBM,2019-10,10/1/2019,10/31/2019,745 MWh,44.29,,,,,,,,,,,,"33,525 MWh",45,,,
6/12/2019,DEBM,2019-11,11/1/2019,11/30/2019,720 MWh,50.15,,,,,,,,,,,,"3,600 MWh",5,,,
6/12/2019,DEBM,2019-12,12/1/2019,12/31/2019,744 MWh,46.75,,,,,,,,,,,,"2,976 MWh",4,,,
6/12/2019,DEBM,2020-01,1/1/2020,1/31/2020,744 MWh,52.72,,,,,,,,,,,,,,,,
6/12/2019,DEBM,2020-02,2/1/2020,2/29/2020,696 MWh,52.07,,,,,,,,,,,,,,,,
6/12/2019,DEBM,2020-03,3/1/2020,3/31/2020,743 MWh,45.46,,,,,,,,,,,,,,,,
6/11/2019,DEBM,2019-06,6/1/2019,6/30/2019,720 MWh,33.94,,,,,,,,,,,,"117,248,400 MWh","162,845",,,
6/11/2019,DEBM,2019-07,7/1/2019,7/31/2019,744 MWh,39.1,39.25,2019-06-11T09:05:15,39.55,2019-06-11T09:56:58,38.9,2019-06-11T17:31:42,39.05,2019-06-11T17:41:59,250,"186,000 MWh",75,"7,088,088 MWh","9,527",615,"457,560 MWh",93
6/11/2019,DEBM,2019-08,8/1/2019,8/31/2019,744 MWh,38.78,38.8,2019-06-11T10:23:02,39.05,2019-06-11T15:11:42,38.8,2019-06-11T10:23:02,38.9,2019-06-11T15:40:23,19,"14,136 MWh",5,"2,223,072 MWh","2,988",313,"232,872 MWh",39
6/11/2019,DEBM,2019-09,9/1/2019,9/30/2019,720 MWh,41.92,42.5,2019-06-11T10:36:21,42.6,2019-06-11T11:14:49,42.35,2019-06-11T14:21:17,42.35,2019-06-11T14:56:29,27,"19,440 MWh",7,"1,203,840 MWh","1,672",55,"39,600 MWh",13
6/11/2019,DEBM,2019-10,10/1/2019,10/31/2019,745 MWh,45.17,,,,,,,,,,,,"33,525 MWh",45,,,
6/11/2019,DEBM,2019-11,11/1/2019,11/30/2019,720 MWh,50.89,,,,,,,,,,,,"3,600 MWh",5,,,
6/11/2019,DEBM,2019-12,12/1/2019,12/31/2019,744 MWh,47.32,,,,,,,,,,,,"2,976 MWh",4,,,
6/11/2019,DEBM,2020-01,1/1/2020,1/31/2020,744 MWh,53.43,,,,,,,,,,,,,,,,
6/11/2019,DEBM,2020-02,2/1/2020,2/29/2020,696 MWh,52.77,,,,,,,,,,,,,,,,
6/11/2019,DEBM,2020-03,3/1/2020,3/31/2020,743 MWh,46.06,,,,,,,,,,,,,,,,
6/10/2019,DEBM,2019-06,6/1/2019,6/30/2019,720 MWh,33.05,,,,,,,,,,,,"117,248,400 MWh","162,845",,,
6/10/2019,DEBM,2019-07,7/1/2019,7/31/2019,744 MWh,39.11,38.1,2019-06-10T09:11:06,39.25,2019-06-10T14:12:47,38.1,2019-06-10T09:11:06,39.2,2019-06-10T17:32:15,315,"234,360 MWh",86,"6,783,792 MWh","9,118",471,"350,424 MWh",48
6/10/2019,DEBM,2019-08,8/1/2019,8/31/2019,744 MWh,38.8,38.4,2019-06-10T11:35:24,38.8,2019-06-10T15:59:35,38.4,2019-06-10T11:35:24,38.8,2019-06-10T15:59:35,23,"17,112 MWh",5,"1,970,112 MWh","2,648",337,"250,728 MWh",5
6/10/2019,DEBM,2019-09,9/1/2019,9/30/2019,720 MWh,42.3,42,2019-06-10T16:02:27,42,2019-06-10T16:02:27,42,2019-06-10T16:02:27,42,2019-06-10T16:12:04,33,"23,760 MWh",7,"1,180,080 MWh","1,639",,,
6/10/2019,DEBM,2019-10,10/1/2019,10/31/2019,745 MWh,45.2,,,,,,,,,,,,"33,525 MWh",45,,,
6/10/2019,DEBM,2019-11,11/1/2019,11/30/2019,720 MWh,50.86,,,,,,,,,,,,"3,600 MWh",5,,,
6/10/2019,DEBM,2019-12,12/1/2019,12/31/2019,744 MWh,47.83,,,,,,,,,,,,"2,976 MWh",4,,,
6/10/2019,DEBM,2020-01,1/1/2020,1/31/2020,744 MWh,53.68,,,,,,,,,,,,,,,,
6/10/2019,DEBM,2020-02,2/1/2020,2/29/2020,696 MWh,53.02,,,,,,,,,,,,,,,,
6/10/2019,DEBM,2020-03,3/1/2020,3/31/2020,743 MWh,46.27,,,,,,,,,,,,,,,,
6/7/2019,DEBM,2019-06,6/1/2019,6/30/2019,720 MWh,32.79,,,,,,,,,,,,"117,248,400 MWh","162,845",,,
6/7/2019,DEBM,2019-07,7/1/2019,7/31/2019,744 MWh,38.1,37.85,2019-06-07T09:04:28,38.35,2019-06-07T13:27:27,37.85,2019-06-07T09:04:28,38.1,2019-06-07T17:03:43,138,"102,672 MWh",37,"6,275,640 MWh","8,435",930,"691,920 MWh",82
6/7/2019,DEBM,2019-08,8/1/2019,8/31/2019,744 MWh,38.21,38.15,2019-06-07T09:41:18,38.3,2019-06-07T13:26:05,38.1,2019-06-07T10:48:41,38.2,2019-06-07T17:29:09,53,"39,432 MWh",13,"1,554,960 MWh","2,090",515,"383,160 MWh",31
6/7/2019,DEBM,2019-09,9/1/2019,9/30/2019,720 MWh,41.52,41.55,2019-06-07T12:33:46,41.65,2019-06-07T14:50:47,41.5,2019-06-07T15:31:49,41.5,2019-06-07T15:37:10,40,"28,800 MWh",8,"1,126,080 MWh","1,564",35,"25,200 MWh",4
6/7/2019,DEBM,2019-10,10/1/2019,10/31/2019,745 MWh,44.86,43.8,2019-06-07T09:52:53,44.8,2019-06-07T10:06:16,43.8,2019-06-07T09:52:53,44.8,2019-06-07T10:06:16,8,"5,960 MWh",2,"30,545 MWh",41,,,
6/7/2019,DEBM,2019-11,11/1/2019,11/30/2019,720 MWh,50.6,,,,,,,,,,,,"3,600 MWh",5,,,
6/7/2019,DEBM,2019-12,12/1/2019,12/31/2019,744 MWh,47.24,,,,,,,,,,,,"2,976 MWh",4,,,
6/7/2019,DEBM,2020-01,1/1/2020,1/31/2020,744 MWh,53.24,,,,,,,,,,,,,,,,
6/7/2019,DEBM,2020-02,2/1/2020,2/29/2020,696 MWh,52.59,,,,,,,,,,,,,,,,
6/7/2019,DEBM,2020-03,3/1/2020,3/31/2020,743 MWh,45.89,,,,,,,,,,,,,,,,
6/6/2019,DEBM,2019-06,6/1/2019,6/30/2019,720 MWh,33.95,,,,,,,,,,,,"117,289,440 MWh","162,902",,,
6/6/2019,DEBM,2019-07,7/1/2019,7/31/2019,744 MWh,37.63,37.5,2019-06-06T09:02:22,37.65,2019-06-06T13:53:32,37.25,2019-06-06T11:32:01,37.55,2019-06-06T17:04:04,122,"90,768 MWh",38,"6,142,464 MWh","8,256",375,"279,000 MWh",28
6/6/2019,DEBM,2019-08,8/1/2019,8/31/2019,744 MWh,38,37.85,2019-06-06T10:23:31,38.1,2019-06-06T14:54:35,37.75,2019-06-06T11:26:34,38.1,2019-06-06T14:56:20,54,"40,176 MWh",13,"1,316,136 MWh","1,769",295,"219,480 MWh",9
6/6/2019,DEBM,2019-09,9/1/2019,9/30/2019,720 MWh,41.4,41.05,2019-06-06T11:26:47,41.25,2019-06-06T14:14:46,41,2019-06-06T11:36:34,41.2,2019-06-06T17:03:32,45,"32,400 MWh",9,"1,086,480 MWh","1,509",10,"7,200 MWh",1
6/6/2019,DEBM,2019-10,10/1/2019,10/31/2019,745 MWh,44.54,,,,,,,,,,,,"26,820 MWh",36,5,"3,725 MWh",1
6/6/2019,DEBM,2019-11,11/1/2019,11/30/2019,720 MWh,50.29,,,,,,,,,,,,"3,600 MWh",5,,,
6/6/2019,DEBM,2019-12,12/1/2019,12/31/2019,744 MWh,46.67,,,,,,,,,,,,"2,976 MWh",4,,,
6/6/2019,DEBM,2020-01,1/1/2020,1/31/2020,744 MWh,52.81,,,,,,,,,,,,,,,,
6/6/2019,DEBM,2020-02,2/1/2020,2/29/2020,696 MWh,52.16,,,,,,,,,,,,,,,,
6/6/2019,DEBM,2020-03,3/1/2020,3/31/2020,743 MWh,45.52,,,,,,,,,,,,,,,,
6/5/2019,DEBM,2019-06,6/1/2019,6/30/2019,720 MWh,34.54,,,,,,,,,,,,"117,289,440 MWh","162,902",,,
6/5/2019,DEBM,2019-07,7/1/2019,7/31/2019,744 MWh,38.39,38,2019-06-05T08:26:45,38.4,2019-06-05T15:57:18,37.9,2019-06-05T08:34:04,37.95,2019-06-05T17:38:02,199,"148,056 MWh",54,"5,705,736 MWh","7,669",401,"298,344 MWh",65
6/5/2019,DEBM,2019-08,8/1/2019,8/31/2019,744 MWh,38.63,38.4,2019-06-05T09:39:28,38.45,2019-06-05T15:30:48,38.2,2019-06-05T11:25:14,38.4,2019-06-05T16:50:40,70,"52,080 MWh",17,"1,171,056 MWh","1,574",125,"93,000 MWh",6
6/5/2019,DEBM,2019-09,9/1/2019,9/30/2019,720 MWh,41.83,42.15,2019-06-05T09:45:23,42.15,2019-06-05T09:45:23,41.65,2019-06-05T10:22:37,41.8,2019-06-05T15:17:50,65,"46,800 MWh",17,"1,028,160 MWh","1,428",26,"18,720 MWh",7
6/5/2019,DEBM,2019-10,10/1/2019,10/31/2019,745 MWh,45.01,,,,,,,,,,,,"26,820 MWh",36,,,
6/5/2019,DEBM,2019-11,11/1/2019,11/30/2019,720 MWh,50.29,,,,,,,,,,,,"3,600 MWh",5,,,
6/5/2019,DEBM,2019-12,12/1/2019,12/31/2019,744 MWh,46.82,,,,,,,,,,,,"2,976 MWh",4,,,
6/5/2019,DEBM,2020-01,1/1/2020,1/31/2020,744 MWh,53.25,,,,,,,,,,,,,,,,
6/5/2019,DEBM,2020-02,2/1/2020,2/29/2020,696 MWh,52.6,,,,,,,,,,,,,,,,
6/5/2019,DEBM,2020-03,3/1/2020,3/31/2020,743 MWh,45.96,,,,,,,,,,,,,,,,
6/4/2019,DEBM,2019-06,6/1/2019,6/30/2019,720 MWh,33.65,,,,,,,,,,,,"117,289,440 MWh","162,902",,,
6/4/2019,DEBM,2019-07,7/1/2019,7/31/2019,744 MWh,37.36,36.4,2019-06-04T08:22:17,37.9,2019-06-04T17:20:41,36.4,2019-06-04T08:22:17,37.85,2019-06-04T17:36:07,120,"89,280 MWh",44,"5,414,088 MWh","7,277",305,"226,920 MWh",74
6/4/2019,DEBM,2019-08,8/1/2019,8/31/2019,744 MWh,37.9,37.65,2019-06-04T12:23:16,38.55,2019-06-04T17:20:41,37.65,2019-06-04T12:23:16,38.55,2019-06-04T17:36:07,24,"17,856 MWh",11,"1,054,248 MWh","1,417",138,"102,672 MWh",26
6/4/2019,DEBM,2019-09,9/1/2019,9/30/2019,720 MWh,41.69,41.6,2019-06-04T14:50:17,41.6,2019-06-04T14:50:17,41.5,2019-06-04T15:27:22,41.5,2019-06-04T15:31:02,12,"8,640 MWh",3,"904,320 MWh","1,256",160,"115,200 MWh",31
6/4/2019,DEBM,2019-10,10/1/2019,10/31/2019,745 MWh,44.3,,,,,,,,,,,,"23,095 MWh",31,5,"3,725 MWh",1
6/4/2019,DEBM,2019-11,11/1/2019,11/30/2019,720 MWh,50.07,,,,,,,,,,,,"3,600 MWh",5,,,
6/4/2019,DEBM,2019-12,12/1/2019,12/31/2019,744 MWh,46.4,,,,,,,,,,,,"2,976 MWh",4,,,
6/4/2019,DEBM,2020-01,1/1/2020,1/31/2020,744 MWh,52.73,,,,,,,,,,,,,,,,
