;;;;;;;;;;;;;;;;;;
;EEX Power Derivatives Phelix-DE-Base-Month-Future;;;;;;;;;;;;;;;;;
Trading Day;Contract;Delivery Period;Delivery Start;Delivery End;Contract Volume;Open Price;High Price;Low Price;Last Price;"Settlement
Price";Exchange Volume MWh;Exchange Traded Contracts;Exchange Number of Trades;TradeReg Volume MWh;TradeReg Traded Contracts;TradeReg Number of Trades;Open Interest MWh (prev. day);Open Interest Contracts (prev. day)
25-09-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;37,78;0;0;0;0;0;0;37150;50
25-09-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;34,04;0;0;0;0;0;0;0;0
25-09-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;31,23;0;0;0;0;0;0;0;0
25-09-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;;0;0;0;0;0;0;0;0
22-09-2017;DEBM;2017.09;01-09-17;30-09-17;720;;;;;33,82;0;0;0;0;0;0;272160;378
22-09-2017;DEBM;2017.10;01-10-17;31-10-17;745;36,9;37;36,9;37;36,74;14900;20;4;18625;25;3;378460;508
22-09-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;41,31;0;0;0;0;0;0;61200;85
22-09-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;38,62;0;0;0;0;0;0;29016;39
22-09-2017;DEBM;2018.01;01-01-18;31-01-18;744;43;43;43;43;42,72;3720;5;1;0;0;0;7440;10
22-09-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;42,73;0;0;0;0;0;0;0;0
22-09-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;37,12;0;0;0;0;0;0;37150;50
22-09-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;33,14;0;0;0;0;0;0;0;0
22-09-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;30,4;0;0;0;0;0;0;0;0
22-09-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;;0;0;0;0;0;0;0;0
21-09-2017;DEBM;2017.09;01-09-17;30-09-17;720;;;;;33,57;0;0;0;0;0;0;272160;378
21-09-2017;DEBM;2017.10;01-10-17;31-10-17;745;36,5;36,7;36,5;36,7;36,46;7450;10;2;3725;5;1;367285;493
21-09-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;41,82;0;0;0;0;0;0;61200;85
21-09-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;38,92;0;0;0;0;0;0;29016;39
21-09-2017;DEBM;2018.01;01-01-18;31-01-18;744;43;43;43;43;42,5;7440;10;2;0;0;0;0;0
21-09-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;42,83;0;0;0;0;0;0;0;0
21-09-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;37,53;0;0;0;0;0;0;37150;50
21-09-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;33,03;0;0;0;0;0;0;0;0
21-09-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;30,31;0;0;0;0;0;0;0;0
21-09-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;;0;0;0;0;0;0;0;0
20-09-2017;DEBM;2017.09;01-09-17;30-09-17;720;;;;;33,82;0;0;0;0;0;0;272160;378
20-09-2017;DEBM;2017.10;01-10-17;31-10-17;745;37,75;37,75;37,15;37,15;37,2;29800;40;5;14900;20;3;330035;443
20-09-2017;DEBM;2017.11;01-11-17;30-11-17;720;42,5;42,5;42,5;42,5;42,69;1440;2;1;0;0;0;59760;83
20-09-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;39,31;0;0;0;0;0;0;29016;39
20-09-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;43,25;0;0;0;0;0;0;0;0
20-09-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;43,67;0;0;0;0;0;0;0;0
20-09-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;38,31;0;0;0;0;0;0;37150;50
20-09-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
20-09-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;;0;0;0;0;0;0;0;0
20-09-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;;0;0;0;0;0;0;0;0
19-09-2017;DEBM;2017.09;01-09-17;30-09-17;720;;;;;33,89;0;0;0;0;0;0;272160;378
19-09-2017;DEBM;2017.10;01-10-17;31-10-17;745;37,9;38,2;37,8;37,9;38;38740;52;6;22350;30;6;268945;361
19-09-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;42,96;0;0;0;0;0;0;59760;83
19-09-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;39,55;0;0;0;0;0;0;29016;39
19-09-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;43,29;0;0;0;0;0;0;0;0
19-09-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;43,72;0;0;0;0;0;0;0;0
19-09-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;38,29;0;0;0;0;0;0;37150;50
19-09-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
19-09-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;;0;0;0;0;0;0;0;0
19-09-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;;0;0;0;0;0;0;0;0
18-09-2017;DEBM;2017.09;01-09-17;30-09-17;720;;;;;33,89;0;0;0;0;0;0;272160;378
18-09-2017;DEBM;2017.10;01-10-17;31-10-17;745;38,2;38,2;38;38;38,2;48425;65;7;11175;15;3;210090;282
18-09-2017;DEBM;2017.11;01-11-17;30-11-17;720;42,33;42,33;42,33;42,33;42,2;7200;10;1;0;0;0;59760;83
18-09-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;39,2;0;0;0;0;0;0;29016;39
18-09-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;42,75;0;0;0;0;0;0;0;0
18-09-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;43,16;0;0;0;0;0;0;0;0
18-09-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;37,88;0;0;0;0;0;0;37150;50
18-09-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
18-09-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;;0;0;0;0;0;0;0;0
18-09-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;;0;0;0;0;0;0;0;0
15-09-2017;DEBM;2017.09;01-09-17;30-09-17;720;;;;;34,04;0;0;0;0;0;0;272160;378
15-09-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;38,41;0;0;0;3725;5;1;206365;277
15-09-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;41,85;0;0;0;0;0;0;59760;83
15-09-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;39,35;0;0;0;0;0;0;29016;39
15-09-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;42,77;0;0;0;0;0;0;0;0
15-09-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;43,28;0;0;0;0;0;0;0;0
15-09-2017;DEBM;2018.03;01-03-18;31-03-18;743;38,25;38,25;38,25;38,25;37,84;18575;25;1;0;0;0;18575;25
15-09-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
15-09-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;;0;0;0;0;0;0;0;0
15-09-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;;0;0;0;0;0;0;0;0
14-09-2017;DEBM;2017.09;01-09-17;30-09-17;720;;;;;33,77;0;0;0;0;0;0;272160;378
14-09-2017;DEBM;2017.10;01-10-17;31-10-17;745;38,6;38,95;38,4;38,8;38,75;78225;105;23;0;0;0;129630;174
14-09-2017;DEBM;2017.11;01-11-17;30-11-17;720;42,4;42,4;42,3;42,3;42,36;4320;6;2;0;0;0;55440;77
14-09-2017;DEBM;2017.12;01-12-17;31-12-17;744;40,1;40,1;40,1;40,1;39,77;2976;4;1;0;0;0;26040;35
14-09-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;43,42;0;0;0;0;0;0;0;0
14-09-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;43,85;0;0;0;0;0;0;0;0
14-09-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;38,72;0;0;0;0;0;0;18575;25
14-09-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
14-09-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;;0;0;0;0;0;0;0;0
14-09-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;;0;0;0;0;0;0;0;0
13-09-2017;DEBM;2017.09;01-09-17;30-09-17;720;;;;;33,22;0;0;0;0;0;0;272160;378
13-09-2017;DEBM;2017.10;01-10-17;31-10-17;745;37,4;37,45;37,4;37,45;38;7450;10;2;0;0;0;122180;164
13-09-2017;DEBM;2017.11;01-11-17;30-11-17;720;41,13;41,13;41,13;41,13;41,55;3600;5;1;0;0;0;55440;77
13-09-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;39,07;0;0;0;0;0;0;26040;35
13-09-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;42,59;0;0;0;0;0;0;0;0
13-09-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;43;0;0;0;0;0;0;0;0
13-09-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;37,98;0;0;0;0;0;0;18575;25
13-09-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
13-09-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;;0;0;0;0;0;0;0;0
13-09-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;;0;0;0;0;0;0;0;0
12-09-2017;DEBM;2017.09;01-09-17;30-09-17;720;;;;;32,69;0;0;0;0;0;0;272160;378
12-09-2017;DEBM;2017.10;01-10-17;31-10-17;745;37,6;37,6;37,3;37,3;37,36;11175;15;2;7450;10;1;103555;139
12-09-2017;DEBM;2017.11;01-11-17;30-11-17;720;40,75;40,75;40,75;40,75;40,64;3600;5;1;0;0;0;51840;72
12-09-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;37,99;0;0;0;0;0;0;26040;35
12-09-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;41,55;0;0;0;0;0;0;0;0
12-09-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;41,96;0;0;0;0;0;0;0;0
12-09-2017;DEBM;2018.03;01-03-18;31-03-18;743;36,9;36,9;36,9;36,9;37,12;18575;25;1;0;0;0;0;0
12-09-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
12-09-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;;0;0;0;0;0;0;0;0
12-09-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;;0;0;0;0;0;0;0;0
11-09-2017;DEBM;2017.09;01-09-17;30-09-17;720;;;;;33,26;0;0;0;0;0;0;272160;378
11-09-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;37,73;0;0;0;0;0;0;103555;139
11-09-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;41,1;0;0;0;0;0;0;51840;72
11-09-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;37,85;0;0;0;0;0;0;26040;35
11-09-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;41,76;0;0;0;0;0;0;0;0
11-09-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;42,13;0;0;0;0;0;0;0;0
11-09-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;37,48;0;0;0;0;0;0;0;0
11-09-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
11-09-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;;0;0;0;0;0;0;0;0
11-09-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;;0;0;0;0;0;0;0;0
08-09-2017;DEBM;2017.09;01-09-17;30-09-17;720;;;;;33,38;0;0;0;0;0;0;272160;378
08-09-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;37,69;0;0;0;0;0;0;103555;139
08-09-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;41,03;0;0;0;0;0;0;51840;72
08-09-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;37,75;0;0;0;0;0;0;26040;35
08-09-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;41,37;0;0;0;0;0;0;0;0
08-09-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;41,73;0;0;0;0;0;0;0;0
08-09-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;37,47;0;0;0;0;0;0;0;0
08-09-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
08-09-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;;0;0;0;0;0;0;0;0
08-09-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;;0;0;0;0;0;0;0;0
07-09-2017;DEBM;2017.09;01-09-17;30-09-17;720;;;;;32,66;0;0;0;0;0;0;272160;378
07-09-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;36,9;0;0;0;0;0;0;103555;139
07-09-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;40,43;0;0;0;0;0;0;51840;72
07-09-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;37,37;0;0;0;0;0;0;26040;35
07-09-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;40,92;0;0;0;0;0;0;0;0
07-09-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;41,29;0;0;0;0;0;0;0;0
07-09-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;36,75;0;0;0;0;0;0;0;0
07-09-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
07-09-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;;0;0;0;0;0;0;0;0
07-09-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;;0;0;0;0;0;0;0;0
06-09-2017;DEBM;2017.09;01-09-17;30-09-17;720;;;;;32,7;0;0;0;0;0;0;272160;378
06-09-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;37,15;0;0;0;16390;22;4;103555;139
06-09-2017;DEBM;2017.11;01-11-17;30-11-17;720;40,6;40,7;40,6;40,7;40,77;5040;7;2;0;0;0;46800;65
06-09-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;37,36;0;0;0;0;0;0;26040;35
06-09-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;40,72;0;0;0;0;0;0;0;0
06-09-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;41,08;0;0;0;0;0;0;0;0
06-09-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;36,89;0;0;0;0;0;0;0;0
06-09-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
06-09-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;;0;0;0;0;0;0;0;0
06-09-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;;0;0;0;0;0;0;0;0
05-09-2017;DEBM;2017.09;01-09-17;30-09-17;720;;;;;33,18;0;0;0;0;0;0;272160;378
05-09-2017;DEBM;2017.10;01-10-17;31-10-17;745;37,1;37,1;37,1;37,1;37,11;745;1;1;0;0;0;102810;138
05-09-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;40,55;0;0;0;0;0;0;46800;65
05-09-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;37,45;0;0;0;0;0;0;26040;35
05-09-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;40,5;0;0;0;0;0;0;0;0
05-09-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;40,82;0;0;0;0;0;0;0;0
05-09-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;36,96;0;0;0;0;0;0;0;0
05-09-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
05-09-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;;0;0;0;0;0;0;0;0
05-09-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;;0;0;0;0;0;0;0;0
04-09-2017;DEBM;2017.09;01-09-17;30-09-17;720;;;;;33,14;0;0;0;0;0;0;272160;378
04-09-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;36,71;0;0;0;0;0;0;102810;138
04-09-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;39,7;0;0;0;0;0;0;46800;65
04-09-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;36,97;0;0;0;0;0;0;26040;35
04-09-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;40,09;0;0;0;0;0;0;0;0
04-09-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;39,97;0;0;0;0;0;0;0;0
04-09-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;36,2;0;0;0;0;0;0;0;0
04-09-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
04-09-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;;0;0;0;0;0;0;0;0
04-09-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;;0;0;0;0;0;0;0;0
01-09-2017;DEBM;2017.09;01-09-17;30-09-17;720;;;;;34,17;0;0;0;0;0;0;272160;378
01-09-2017;DEBM;2017.10;01-10-17;31-10-17;745;36,85;36,85;36,85;36,85;36,9;7450;10;1;0;0;0;95360;128
01-09-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;39,65;0;0;0;0;0;0;46800;65
01-09-2017;DEBM;2017.12;01-12-17;31-12-17;744;36,85;36,85;36,85;36,85;37,03;7440;10;2;0;0;0;18600;25
01-09-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;39,91;0;0;0;0;0;0;0;0
01-09-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;40,03;0;0;0;0;0;0;0;0
01-09-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;35,93;0;0;0;0;0;0;0;0
01-09-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
01-09-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;;0;0;0;0;0;0;0;0
01-09-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;;0;0;0;0;0;0;0;0
31-08-2017;DEBM;2017.09;01-09-17;30-09-17;720;35,15;35,15;35,15;35,15;34,72;18000;25;5;3600;5;1;250560;348
31-08-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;36,69;0;0;0;0;0;0;95360;128
31-08-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;39,57;0;0;0;0;0;0;46800;65
31-08-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;37,12;0;0;0;0;0;0;18600;25
31-08-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;39,48;0;0;0;0;0;0;0;0
31-08-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;39,84;0;0;0;0;0;0;0;0
31-08-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;35,58;0;0;0;0;0;0;0;0
31-08-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
31-08-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;;0;0;0;0;0;0;0;0
31-08-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;;0;0;0;0;0;0;0;0
30-08-2017;DEBM;2017.08;01-08-17;31-08-17;744;;;;;30,85;0;0;0;0;0;0;186744;251
30-08-2017;DEBM;2017.09;01-09-17;30-09-17;720;35,35;35,35;35,35;35,35;35,21;3600;5;1;0;0;0;246960;343
30-08-2017;DEBM;2017.10;01-10-17;31-10-17;745;37,15;37,15;37,15;37,15;37,15;3725;5;1;7450;10;1;91635;123
30-08-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;39,97;0;0;0;0;0;0;46800;65
30-08-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;37,43;0;0;0;0;0;0;18600;25
30-08-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;40,05;0;0;0;0;0;0;0;0
30-08-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;40,18;0;0;0;0;0;0;0;0
30-08-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;;0;0;0;0;0;0;0;0
30-08-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
30-08-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;;0;0;0;0;0;0;0;0
29-08-2017;DEBM;2017.08;01-08-17;31-08-17;744;;;;;30,79;0;0;0;0;0;0;186744;251
29-08-2017;DEBM;2017.09;01-09-17;30-09-17;720;35,2;35,2;35,2;35,2;34,9;3600;5;1;0;0;0;243360;338
29-08-2017;DEBM;2017.10;01-10-17;31-10-17;745;37,2;37,2;37,2;37,2;36,9;5960;8;2;0;0;0;85675;115
29-08-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;39,6;0;0;0;0;0;0;46800;65
29-08-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;37,12;0;0;0;0;0;0;18600;25
29-08-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;39,85;0;0;0;0;0;0;0;0
29-08-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;39,99;0;0;0;0;0;0;0;0
29-08-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;;0;0;0;0;0;0;0;0
29-08-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
29-08-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;;0;0;0;0;0;0;0;0
28-08-2017;DEBM;2017.08;01-08-17;31-08-17;744;;;;;30,86;0;0;0;0;0;0;186744;251
28-08-2017;DEBM;2017.09;01-09-17;30-09-17;720;35,6;35,6;35,6;35,6;35,38;3600;5;1;0;0;0;243360;338
28-08-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;37,4;0;0;0;0;0;0;85675;115
28-08-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;40,11;0;0;0;0;0;0;46800;65
28-08-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;37,6;0;0;0;0;0;0;18600;25
28-08-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;40,03;0;0;0;0;0;0;0;0
28-08-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;40,1;0;0;0;0;0;0;0;0
28-08-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;;0;0;0;0;0;0;0;0
28-08-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
28-08-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;;0;0;0;0;0;0;0;0
25-08-2017;DEBM;2017.08;01-08-17;31-08-17;744;;;;;30,84;0;0;0;0;0;0;186744;251
25-08-2017;DEBM;2017.09;01-09-17;30-09-17;720;;;;;35,05;0;0;0;0;0;0;243360;338
25-08-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;37,09;0;0;0;0;0;0;85675;115
25-08-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;39,95;0;0;0;0;0;0;46800;65
25-08-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;37,38;0;0;0;0;0;0;18600;25
25-08-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;39,91;0;0;0;0;0;0;0;0
25-08-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;40,14;0;0;0;0;0;0;0;0
25-08-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;;0;0;0;0;0;0;0;0
25-08-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
25-08-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;;0;0;0;0;0;0;0;0
24-08-2017;DEBM;2017.08;01-08-17;31-08-17;744;;;;;30,46;0;0;0;0;0;0;186744;251
24-08-2017;DEBM;2017.09;01-09-17;30-09-17;720;;;;;34,8;0;0;0;0;0;0;243360;338
24-08-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;36,65;0;0;0;0;0;0;89400;120
24-08-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;39,9;0;0;0;0;0;0;46800;65
24-08-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;37,34;0;0;0;0;0;0;18600;25
24-08-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;39,5;0;0;0;0;0;0;0;0
24-08-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;39,73;0;0;0;0;0;0;0;0
24-08-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;;0;0;0;0;0;0;0;0
24-08-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
24-08-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;;0;0;0;0;0;0;0;0
23-08-2017;DEBM;2017.08;01-08-17;31-08-17;744;;;;;30,28;0;0;0;0;0;0;186744;251
23-08-2017;DEBM;2017.09;01-09-17;30-09-17;720;34,25;34,37;34,25;34,37;34,43;7200;10;2;0;0;0;236160;328
23-08-2017;DEBM;2017.10;01-10-17;31-10-17;745;36,05;36,35;36,05;36,35;36,35;14900;20;4;0;0;0;74500;100
23-08-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;39,85;0;0;0;0;0;0;46800;65
23-08-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;36,93;0;0;0;0;0;0;18600;25
23-08-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;39,27;0;0;0;0;0;0;0;0
23-08-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;39,5;0;0;0;0;0;0;0;0
23-08-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;;0;0;0;0;0;0;0;0
23-08-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
23-08-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;;0;0;0;0;0;0;0;0
22-08-2017;DEBM;2017.08;01-08-17;31-08-17;744;;;;;30;0;0;0;0;0;0;186744;251
22-08-2017;DEBM;2017.09;01-09-17;30-09-17;720;33,9;33,95;33,9;33,95;33,95;5760;8;2;0;0;0;230400;320
22-08-2017;DEBM;2017.10;01-10-17;31-10-17;745;35,85;35,9;35,85;35,85;35,9;12665;17;3;0;0;0;70775;95
22-08-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;39,06;0;0;0;0;0;0;46800;65
22-08-2017;DEBM;2017.12;01-12-17;31-12-17;744;;;;;36,35;0;0;0;0;0;0;18600;25
22-08-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;38,73;0;0;0;0;0;0;0;0
22-08-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;38,93;0;0;0;0;0;0;0;0
22-08-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;;0;0;0;0;0;0;0;0
22-08-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;;0;0;0;0;0;0;0;0
22-08-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;;0;0;0;0;0;0;0;0
