;;;;;;;;;;;;;;;;;;
;EEX Power Derivatives Phelix-DE-Base-Month-Future;;;;;;;;;;;;;;;;;
Trading Day;Contract;Delivery Period;Delivery Start;Delivery End;Contract Volume;Open Price;High Price;Low Price;Last Price;"Settlement
Price";Exchange Volume MWh;Exchange Traded Contracts;Exchange Number of Trades;TradeReg Volume MWh;TradeReg Traded Contracts;TradeReg Number of Trades;Open Interest MWh (prev. day);Open Interest Contracts (prev. day)
28-11-2017;DEBM;2017.12;01-12-17;31-12-17;744;39,4;39,4;39,05;39,1;39,27;130200;175;28;47616;64;13;3602448;4842
28-11-2017;DEBM;2018.01;01-01-18;31-01-18;744;44,75;44,95;44,75;44,95;44,85;18600;25;4;0;0;0;366048;492
28-11-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;44,6;0;0;0;6720;10;2;71232;106
28-11-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;36,07;0;0;0;0;0;0;405678;546
28-11-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;34,2;0;0;0;0;0;0;25200;35
28-11-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;31,48;0;0;0;0;0;0;0;0
28-11-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;32,98;0;0;0;0;0;0;0;0
28-11-2017;DEBM;2018.07;01-07-18;31-07-18;744;;;;;33,02;0;0;0;0;0;0;0;0
28-11-2017;DEBM;2018.08;01-08-18;31-08-18;744;;;;;34,49;0;0;0;0;0;0;0;0
27-11-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;40,15;0;0;0;0;0;0;1347120;1871
27-11-2017;DEBM;2017.12;01-12-17;31-12-17;744;39,65;40,15;39,65;39,9;39,91;112344;151;28;26040;35;6;3493080;4695
27-11-2017;DEBM;2018.01;01-01-18;31-01-18;744;45,1;45,1;45,1;45,1;45,1;14136;19;3;0;0;0;378696;509
27-11-2017;DEBM;2018.02;01-02-18;28-02-18;672;44,8;44,8;44,8;44,8;44,93;4704;7;3;0;0;0;66528;99
27-11-2017;DEBM;2018.03;01-03-18;31-03-18;743;36,4;36,55;36,4;36,55;36,41;23776;32;7;0;0;0;381902;514
27-11-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;34,2;0;0;0;0;0;0;25200;35
27-11-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;31,82;0;0;0;0;0;0;0;0
27-11-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;33,35;0;0;0;0;0;0;0;0
27-11-2017;DEBM;2018.07;01-07-18;31-07-18;744;;;;;33,24;0;0;0;0;0;0;0;0
27-11-2017;DEBM;2018.08;01-08-18;31-08-18;744;;;;;34,72;0;0;0;0;0;0;0;0
24-11-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;39,82;0;0;0;0;0;0;1347120;1871
24-11-2017;DEBM;2017.12;01-12-17;31-12-17;744;39,35;39,85;39,26;39,85;39,85;152520;205;31;7440;10;2;3356928;4512
24-11-2017;DEBM;2018.01;01-01-18;31-01-18;744;45,05;45,53;44,55;44,7;44,7;26784;36;6;0;0;0;378696;509
24-11-2017;DEBM;2018.02;01-02-18;28-02-18;672;43,75;44,75;43,75;44,75;44,61;4032;6;2;0;0;0;62496;93
24-11-2017;DEBM;2018.03;01-03-18;31-03-18;743;36;36;36;36;36,56;3715;5;1;0;0;0;378187;509
24-11-2017;DEBM;2018.04;01-04-18;30-04-18;720;34,85;34,85;34,85;34,85;34,75;18000;25;2;0;0;0;7200;10
24-11-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;31,5;0;0;0;0;0;0;0;0
24-11-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;32,96;0;0;0;0;0;0;0;0
24-11-2017;DEBM;2018.07;01-07-18;31-07-18;744;;;;;33,21;0;0;0;0;0;0;0;0
24-11-2017;DEBM;2018.08;01-08-18;31-08-18;744;;;;;;0;0;0;0;0;0;0;0
23-11-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;39,78;0;0;0;0;0;0;1347120;1871
23-11-2017;DEBM;2017.12;01-12-17;31-12-17;744;38,35;39,25;38,25;39,25;39,1;97464;131;30;20088;27;6;3280296;4409
23-11-2017;DEBM;2018.01;01-01-18;31-01-18;744;43,8;44,3;43,8;44,3;44,29;37200;50;6;0;0;0;352656;474
23-11-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;43,41;0;0;0;0;0;0;62496;93
23-11-2017;DEBM;2018.03;01-03-18;31-03-18;743;35;35;35;35;35,52;3715;5;1;0;0;0;374472;504
23-11-2017;DEBM;2018.04;01-04-18;30-04-18;720;34,3;34,3;34,3;34,3;34,51;7200;10;1;0;0;0;0;0
23-11-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;31,1;0;0;0;0;0;0;0;0
23-11-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;32,55;0;0;0;0;0;0;0;0
23-11-2017;DEBM;2018.07;01-07-18;31-07-18;744;;;;;33,01;0;0;0;0;0;0;0;0
23-11-2017;DEBM;2018.08;01-08-18;31-08-18;744;;;;;;0;0;0;0;0;0;0;0
22-11-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;39,85;0;0;0;0;0;0;1347120;1871
22-11-2017;DEBM;2017.12;01-12-17;31-12-17;744;39;39;38,15;38,65;38,61;209808;282;50;49104;66;14;3043704;4091
22-11-2017;DEBM;2018.01;01-01-18;31-01-18;744;44,2;44,2;43,95;43,95;43,81;23808;32;6;14880;20;4;325128;437
22-11-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;42,83;0;0;0;2016;3;1;60480;90
22-11-2017;DEBM;2018.03;01-03-18;31-03-18;743;35;35;35;35;35,03;3715;5;1;0;0;0;370757;499
22-11-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;34,09;0;0;0;0;0;0;0;0
22-11-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;30,88;0;0;0;0;0;0;0;0
22-11-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;32,37;0;0;0;0;0;0;0;0
22-11-2017;DEBM;2018.07;01-07-18;31-07-18;744;;;;;32,81;0;0;0;0;0;0;0;0
22-11-2017;DEBM;2018.08;01-08-18;31-08-18;744;;;;;;0;0;0;0;0;0;0;0
21-11-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;39,18;0;0;0;0;0;0;1347120;1871
21-11-2017;DEBM;2017.12;01-12-17;31-12-17;744;37,8;38,45;37,8;38,25;38,27;133920;180;25;22320;30;5;2902344;3901
21-11-2017;DEBM;2018.01;01-01-18;31-01-18;744;44,6;44,6;44,45;44,45;44,43;5208;7;2;26040;35;3;323640;435
21-11-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;42,86;0;0;0;0;0;0;60480;90
21-11-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;35,16;0;0;0;0;0;0;370757;499
21-11-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;34,34;0;0;0;0;0;0;0;0
21-11-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;30,96;0;0;0;0;0;0;0;0
21-11-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;32,46;0;0;0;0;0;0;0;0
21-11-2017;DEBM;2018.07;01-07-18;31-07-18;744;;;;;33,03;0;0;0;0;0;0;0;0
21-11-2017;DEBM;2018.08;01-08-18;31-08-18;744;;;;;;0;0;0;0;0;0;0;0
20-11-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;38,75;0;0;0;0;0;0;1347120;1871
20-11-2017;DEBM;2017.12;01-12-17;31-12-17;744;37,95;38,25;37,15;37,4;37,3;37944;51;8;44640;60;11;2839104;3816
20-11-2017;DEBM;2018.01;01-01-18;31-01-18;744;44,8;44,8;44,45;44,45;44,35;66960;90;17;14880;20;4;249240;335
20-11-2017;DEBM;2018.02;01-02-18;28-02-18;672;42,4;42,4;42,4;42,4;42,37;3360;5;1;0;0;0;57120;85
20-11-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;34,69;0;0;0;0;0;0;370757;499
20-11-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;33,8;0;0;0;0;0;0;0;0
20-11-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;31,1;0;0;0;0;0;0;0;0
20-11-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;32,56;0;0;0;0;0;0;0;0
20-11-2017;DEBM;2018.07;01-07-18;31-07-18;744;;;;;32,91;0;0;0;0;0;0;0;0
20-11-2017;DEBM;2018.08;01-08-18;31-08-18;744;;;;;;0;0;0;0;0;0;0;0
17-11-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;38,49;0;0;0;0;0;0;1347120;1871
17-11-2017;DEBM;2017.12;01-12-17;31-12-17;744;37,6;37,8;36,8;36,8;36,95;125736;169;29;81840;110;16;2692536;3619
17-11-2017;DEBM;2018.01;01-01-18;31-01-18;744;44,1;44,1;44,05;44,05;44,15;11160;15;2;0;0;0;238080;320
17-11-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;42,46;0;0;0;0;0;0;57120;85
17-11-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;34,43;0;0;0;0;0;0;370757;499
17-11-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;33,39;0;0;0;0;0;0;0;0
17-11-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;31,07;0;0;0;0;0;0;0;0
17-11-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;32,51;0;0;0;0;0;0;0;0
17-11-2017;DEBM;2018.07;01-07-18;31-07-18;744;;;;;32,72;0;0;0;0;0;0;0;0
17-11-2017;DEBM;2018.08;01-08-18;31-08-18;744;;;;;;0;0;0;0;0;0;0;0
16-11-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;40,11;0;0;0;0;0;0;1347120;1871
16-11-2017;DEBM;2017.12;01-12-17;31-12-17;744;38,1;38,65;37,85;38,15;38,01;178560;240;30;18600;25;5;2537040;3410
16-11-2017;DEBM;2018.01;01-01-18;31-01-18;744;45;45;44,65;44,7;44,79;70680;95;14;7440;10;1;190464;256
16-11-2017;DEBM;2018.02;01-02-18;28-02-18;672;43,25;43,25;43,25;43,25;43,1;3360;5;1;0;0;0;53760;80
16-11-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;35,05;0;0;0;0;0;0;370757;499
16-11-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;34,8;0;0;0;0;0;0;0;0
16-11-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;30,85;0;0;0;0;0;0;0;0
16-11-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;32,31;0;0;0;0;0;0;0;0
16-11-2017;DEBM;2018.07;01-07-18;31-07-18;744;;;;;32,86;0;0;0;0;0;0;0;0
16-11-2017;DEBM;2018.08;01-08-18;31-08-18;744;;;;;;0;0;0;0;0;0;0;0
15-11-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;40,99;0;0;0;0;0;0;1347120;1871
15-11-2017;DEBM;2017.12;01-12-17;31-12-17;744;38,1;38,4;38;38,3;38,19;217992;293;40;7440;10;2;2359224;3171
15-11-2017;DEBM;2018.01;01-01-18;31-01-18;744;45;45,1;45;45,1;44,75;22320;30;2;0;0;0;191952;258
15-11-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;43,22;0;0;0;0;0;0;53760;80
15-11-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;34,95;0;0;0;0;0;0;370757;499
15-11-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;34,5;0;0;0;0;0;0;0;0
15-11-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;30,96;0;0;0;0;0;0;0;0
15-11-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;32,42;0;0;0;0;0;0;0;0
15-11-2017;DEBM;2018.07;01-07-18;31-07-18;744;;;;;32,83;0;0;0;0;0;0;0;0
15-11-2017;DEBM;2018.08;01-08-18;31-08-18;744;;;;;;0;0;0;0;0;0;0;0
14-11-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;42,28;0;0;0;0;0;0;1347120;1871
14-11-2017;DEBM;2017.12;01-12-17;31-12-17;744;39,1;39,3;38,5;38,5;38,84;177072;238;35;7440;10;1;2260272;3038
14-11-2017;DEBM;2018.01;01-01-18;31-01-18;744;46;46;45,25;45,25;45,4;60264;81;12;0;0;0;168888;227
14-11-2017;DEBM;2018.02;01-02-18;28-02-18;672;43,75;43,75;43,6;43,6;43,7;6720;10;3;0;0;0;47040;70
14-11-2017;DEBM;2018.03;01-03-18;31-03-18;743;35,75;35,75;35,75;35,75;35,6;3715;5;1;0;0;0;367042;494
14-11-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;33,83;0;0;0;0;0;0;0;0
14-11-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;31,79;0;0;0;0;0;0;0;0
14-11-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;33,13;0;0;0;0;0;0;0;0
14-11-2017;DEBM;2018.07;01-07-18;31-07-18;744;;;;;33,11;0;0;0;0;0;0;0;0
14-11-2017;DEBM;2018.08;01-08-18;31-08-18;744;;;;;;0;0;0;0;0;0;0;0
13-11-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;43,63;0;0;0;0;0;0;1347120;1871
13-11-2017;DEBM;2017.12;01-12-17;31-12-17;744;40,15;40,15;39,5;39,8;39,99;247008;332;48;19344;26;5;2031120;2730
13-11-2017;DEBM;2018.01;01-01-18;31-01-18;744;45,6;46,1;45,6;46,05;46,08;37944;51;4;0;0;0;142848;192
13-11-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;44,73;0;0;0;0;0;0;47040;70
13-11-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;36,18;0;0;0;0;0;0;367042;494
13-11-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;34,31;0;0;0;0;0;0;0;0
13-11-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;32,32;0;0;0;0;0;0;0;0
13-11-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;33,57;0;0;0;0;0;0;0;0
13-11-2017;DEBM;2018.07;01-07-18;31-07-18;744;;;;;33,49;0;0;0;0;0;0;0;0
13-11-2017;DEBM;2018.08;01-08-18;31-08-18;744;;;;;;0;0;0;0;0;0;0;0
10-11-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;44,46;0;0;0;0;0;0;1347120;1871
10-11-2017;DEBM;2017.12;01-12-17;31-12-17;744;40,1;40,35;39,65;40,35;40,13;162936;219;29;7440;10;2;1892736;2544
10-11-2017;DEBM;2018.01;01-01-18;31-01-18;744;45,8;45,8;45,75;45,75;45,75;8928;12;2;3720;5;1;142848;192
10-11-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;44,65;0;0;0;0;0;0;47040;70
10-11-2017;DEBM;2018.03;01-03-18;31-03-18;743;36,45;36,45;36,45;36,45;36,72;18575;25;5;0;0;0;348467;469
10-11-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;33,95;0;0;0;0;0;0;0;0
10-11-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;32,7;0;0;0;0;0;0;0;0
10-11-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;32,81;0;0;0;0;0;0;0;0
10-11-2017;DEBM;2018.07;01-07-18;31-07-18;744;;;;;33,39;0;0;0;0;0;0;0;0
10-11-2017;DEBM;2018.08;01-08-18;31-08-18;744;;;;;;0;0;0;0;0;0;0;0
09-11-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;45,06;0;0;0;0;0;0;1347120;1871
09-11-2017;DEBM;2017.12;01-12-17;31-12-17;744;40,65;40,65;40,2;40,2;40,28;135408;182;29;0;0;0;1800480;2420
09-11-2017;DEBM;2018.01;01-01-18;31-01-18;744;45,8;45,8;45,6;45,6;45,63;26040;35;6;0;0;0;150288;202
09-11-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;44,52;0;0;0;0;0;0;47040;70
09-11-2017;DEBM;2018.03;01-03-18;31-03-18;743;36,75;36,75;36,75;36,75;36,66;3715;5;1;0;0;0;344752;464
09-11-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;34,07;0;0;0;0;0;0;0;0
09-11-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;32,03;0;0;0;0;0;0;0;0
09-11-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;33,39;0;0;0;0;0;0;0;0
09-11-2017;DEBM;2018.07;01-07-18;31-07-18;744;;;;;33,47;0;0;0;0;0;0;0;0
09-11-2017;DEBM;2018.08;01-08-18;31-08-18;744;;;;;;0;0;0;0;0;0;0;0
08-11-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;44,58;0;0;0;0;0;0;1347120;1871
08-11-2017;DEBM;2017.12;01-12-17;31-12-17;744;40,5;40,5;40,15;40,45;40,4;186000;250;43;11160;15;3;1637544;2201
08-11-2017;DEBM;2018.01;01-01-18;31-01-18;744;45,5;45,5;45,3;45,3;45,3;18600;25;4;3720;5;1;149544;201
08-11-2017;DEBM;2018.02;01-02-18;28-02-18;672;44,75;44,75;44,75;44,75;44,42;3360;5;1;0;0;0;43680;65
08-11-2017;DEBM;2018.03;01-03-18;31-03-18;743;36,75;36,75;36,65;36,65;36,8;17832;24;4;0;0;0;326920;440
08-11-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;33,88;0;0;0;0;0;0;0;0
08-11-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;32,54;0;0;0;0;0;0;0;0
08-11-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;33,65;0;0;0;0;0;0;0;0
08-11-2017;DEBM;2018.07;01-07-18;31-07-18;744;;;;;33,82;0;0;0;0;0;0;0;0
08-11-2017;DEBM;2018.08;01-08-18;31-08-18;744;;;;;;0;0;0;0;0;0;0;0
07-11-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;43,77;0;0;0;0;0;0;1347120;1871
07-11-2017;DEBM;2017.12;01-12-17;31-12-17;744;40,05;40,2;39,7;40,05;40,03;223200;300;38;31248;42;6;1487256;1999
07-11-2017;DEBM;2018.01;01-01-18;31-01-18;744;45,3;45,35;45,25;45,25;45;8184;11;3;0;0;0;141360;190
07-11-2017;DEBM;2018.02;01-02-18;28-02-18;672;44,5;44,5;44,5;44,5;44,61;3360;5;1;0;0;0;40320;60
07-11-2017;DEBM;2018.03;01-03-18;31-03-18;743;37,1;37,1;36,25;36,25;36,55;11888;16;4;14860;20;2;300172;404
07-11-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;33,98;0;0;0;0;0;0;0;0
07-11-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;32,63;0;0;0;0;0;0;0;0
07-11-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;33,77;0;0;0;0;0;0;0;0
07-11-2017;DEBM;2018.07;01-07-18;31-07-18;744;;;;;33,89;0;0;0;0;0;0;0;0
07-11-2017;DEBM;2018.08;01-08-18;31-08-18;744;;;;;;0;0;0;0;0;0;0;0
06-11-2017;DEBM;2017.11;01-11-17;30-11-17;720;41,85;41,85;41,85;41,85;43,45;2880;4;1;0;0;0;1344240;1867
06-11-2017;DEBM;2017.12;01-12-17;31-12-17;744;39,25;39,45;38,8;39,45;39,4;186000;250;33;26040;35;7;1312416;1764
06-11-2017;DEBM;2018.01;01-01-18;31-01-18;744;44,9;44,95;44,9;44,95;44,9;11160;15;4;0;0;0;145824;196
06-11-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;44,25;0;0;0;0;0;0;40320;60
06-11-2017;DEBM;2018.03;01-03-18;31-03-18;743;36,9;36,9;36,85;36,85;37;14860;20;4;0;0;0;285312;384
06-11-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;34,23;0;0;0;0;0;0;0;0
06-11-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;32,67;0;0;0;0;0;0;0;0
06-11-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;33,92;0;0;0;0;0;0;0;0
06-11-2017;DEBM;2018.07;01-07-18;31-07-18;744;;;;;34,1;0;0;0;0;0;0;0;0
06-11-2017;DEBM;2018.08;01-08-18;31-08-18;744;;;;;;0;0;0;0;0;0;0;0
03-11-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;42,45;0;0;0;0;0;0;1344240;1867
03-11-2017;DEBM;2017.12;01-12-17;31-12-17;744;38,3;38,75;38,2;38,2;38,26;106392;143;21;0;0;0;1243968;1672
03-11-2017;DEBM;2018.01;01-01-18;31-01-18;744;44,4;44,4;44,2;44,25;44,14;29760;40;8;3720;5;1;119784;161
03-11-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;43,47;0;0;0;3360;5;1;36960;55
03-11-2017;DEBM;2018.03;01-03-18;31-03-18;743;36,75;36,75;36,5;36,5;36,05;14860;20;4;0;0;0;270452;364
03-11-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;33,64;0;0;0;0;0;0;0;0
03-11-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;32,24;0;0;0;0;0;0;0;0
03-11-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;33,44;0;0;0;0;0;0;0;0
03-11-2017;DEBM;2018.07;01-07-18;31-07-18;744;;;;;33,6;0;0;0;0;0;0;0;0
03-11-2017;DEBM;2018.08;01-08-18;31-08-18;744;;;;;;0;0;0;0;0;0;0;0
02-11-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;43,56;0;0;0;0;0;0;1344240;1867
02-11-2017;DEBM;2017.12;01-12-17;31-12-17;744;38,75;38,9;38,45;38,65;38,52;119040;160;25;0;0;0;1180728;1587
02-11-2017;DEBM;2018.01;01-01-18;31-01-18;744;44,85;44,85;44,85;44,85;44,6;7440;10;1;0;0;0;112344;151
02-11-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;44,56;0;0;0;0;0;0;36960;55
02-11-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;36,88;0;0;0;0;0;0;270452;364
02-11-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;33,98;0;0;0;0;0;0;0;0
02-11-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;32,55;0;0;0;0;0;0;0;0
02-11-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;33,69;0;0;0;0;0;0;0;0
02-11-2017;DEBM;2018.07;01-07-18;31-07-18;744;;;;;33,98;0;0;0;0;0;0;0;0
02-11-2017;DEBM;2018.08;01-08-18;31-08-18;744;;;;;;0;0;0;0;0;0;0;0
01-11-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;42,87;0;0;0;0;0;0;1344240;1867
01-11-2017;DEBM;2017.12;01-12-17;31-12-17;744;38,25;38,6;38,25;38,55;38,56;35712;48;8;0;0;0;1147248;1542
01-11-2017;DEBM;2018.01;01-01-18;31-01-18;744;44,6;44,6;44,6;44,6;44,44;14880;20;2;0;0;0;112344;151
01-11-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;45,21;0;0;0;0;0;0;36960;55
01-11-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;36,8;0;0;0;0;0;0;270452;364
01-11-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;33,86;0;0;0;0;0;0;0;0
01-11-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;32,42;0;0;0;0;0;0;0;0
01-11-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;33,66;0;0;0;0;0;0;0;0
01-11-2017;DEBM;2018.07;01-07-18;31-07-18;744;;;;;33,82;0;0;0;0;0;0;0;0
01-11-2017;DEBM;2018.08;01-08-18;31-08-18;744;;;;;;0;0;0;0;0;0;0;0
31-10-2017;DEBM;2017.11;01-11-17;30-11-17;720;;;;;42,32;0;0;0;0;0;0;1347840;1872
31-10-2017;DEBM;2017.12;01-12-17;31-12-17;744;37,75;38,3;37,6;38,3;38,26;81840;110;15;26040;35;7;1065408;1432
31-10-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;44,15;0;0;0;0;0;0;112344;151
31-10-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;44,52;0;0;0;0;0;0;36960;55
31-10-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;36,4;0;0;0;0;0;0;270452;364
31-10-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;34,2;0;0;0;0;0;0;0;0
31-10-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;31,38;0;0;0;0;0;0;0;0
31-10-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;33,24;0;0;0;0;0;0;0;0
31-10-2017;DEBM;2018.07;01-07-18;31-07-18;744;;;;;33,55;0;0;0;0;0;0;0;0
31-10-2017;DEBM;2018.08;01-08-18;31-08-18;744;;;;;;0;0;0;0;0;0;0;0
30-10-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;28,25;0;0;0;0;0;0;939445;1261
30-10-2017;DEBM;2017.11;01-11-17;30-11-17;720;41,15;41,45;40,8;40,8;40,86;46800;65;8;14400;20;4;1322640;1837
30-10-2017;DEBM;2017.12;01-12-17;31-12-17;744;38,25;38,25;37,45;37,5;37,53;29016;39;6;0;0;0;1057224;1421
30-10-2017;DEBM;2018.01;01-01-18;31-01-18;744;;;;;43,8;0;0;0;0;0;0;112344;151
30-10-2017;DEBM;2018.02;01-02-18;28-02-18;672;;;;;44,26;0;0;0;0;0;0;36960;55
30-10-2017;DEBM;2018.03;01-03-18;31-03-18;743;;;;;36,41;0;0;0;0;0;0;270452;364
30-10-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;33,81;0;0;0;0;0;0;0;0
30-10-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;31,59;0;0;0;0;0;0;0;0
30-10-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;33,47;0;0;0;0;0;0;0;0
30-10-2017;DEBM;2018.07;01-07-18;31-07-18;744;;;;;33,44;0;0;0;0;0;0;0;0
27-10-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;29,48;0;0;0;0;0;0;939445;1261
27-10-2017;DEBM;2017.11;01-11-17;30-11-17;720;39,25;39,8;39,25;39,8;39,87;65520;91;16;0;0;0;1278000;1775
27-10-2017;DEBM;2017.12;01-12-17;31-12-17;744;37,53;38,25;37,53;38,25;38,05;23064;31;3;0;0;0;1049784;1411
27-10-2017;DEBM;2018.01;01-01-18;31-01-18;744;43,75;44,25;43,75;44,25;44,17;60264;81;10;0;0;0;59520;80
27-10-2017;DEBM;2018.02;01-02-18;28-02-18;672;44,1;44,1;44;44,1;44,66;13440;20;3;0;0;0;23520;35
27-10-2017;DEBM;2018.03;01-03-18;31-03-18;743;36,55;36,6;36,5;36,5;36,55;92875;125;25;0;0;0;177577;239
27-10-2017;DEBM;2018.04;01-04-18;30-04-18;720;;;;;33,79;0;0;0;0;0;0;0;0
27-10-2017;DEBM;2018.05;01-05-18;31-05-18;744;;;;;31,66;0;0;0;0;0;0;0;0
27-10-2017;DEBM;2018.06;01-06-18;30-06-18;720;;;;;33,53;0;0;0;0;0;0;0;0
27-10-2017;DEBM;2018.07;01-07-18;31-07-18;744;;;;;33,54;0;0;0;0;0;0;0;0
26-10-2017;DEBM;2017.10;01-10-17;31-10-17;745;;;;;30,08;0;0;0;0;0;0;939445;1261
26-10-2017;DEBM;2017.11;01-11-17;30-11-17;720;39,15;39,15;39;39;39,02;33840;47;7;18000;25;4;1251360;1738
